tt_release
2934966.3541842
3050892.34902752
2297472.06025815
3855779.27459603
6813219.80732028
8577563.43396977
9501053.95716553
14603037.6103867
9622009.20806628
6731198.5242987
3485454.58526542
3292042.4353823
2633076.42774672
2890079.2784611
2708744.5625184
5229046.4786778
6266632.3688749
8679178.24961449
9998647.60927078
14614823.392975
7836028.64174424
7606955.00923301
4048517.93682755
2401079.91961937
2796011.19405365
3470661.10784439
3903986.83431784
4228668.17467175
6283624.93218045
8925879.97656056
10450987.141824
12823381.5919742
9357459.79127162
8826295.74743976
3589672.09198809
2681113.10753318
1388538.47295944
3602322.52564463
4024373.45617954
4859353.739226
8342116.98217696
8459888.85969807
11181225.5650994
17971581.4398801
9070723.65464359
7363755.6678311
6221381.29466233
3385047.25625252
2102358.64092446
4437237.46895706
2596621.5559991
4532080.22597988
8775426.85815809
9546182.84684387
12181503.8405384
18126623.4339221
10864342.9925678
6015369.39493449
5643511.23955278
2944891.42432205
3276032.91046917
3327567.52690994
4116862.83381395
4506161.62559324
5498224.03782288
10556800.4016296
13270294.8634905
11816036.5487474
10222402.7981928
7265539.06242942
3643491.11747756
2756281.49991314
3257631.28292516
2684277.55538075
2692634.33673281
6223886.69926656
6595980.61805481
8279462.71794805
10835706.5574406
14745888.7873123
11449554.7739459
7066885.31235503
4448594.28907785
2434102.862794
2129483.40412017
3787065.14513705
2802276.69297246
3893849.91335096
7041675.90318297
8120987.92573955
12249595.217499
20153815.3710382
10163992.6431944
9682227.91021276
4338851.29291531
2444950.18456603
2218819.66849174
3154141.04361615
2944402.42214061
3711048.24642783
8036903.5783848
8262599.15947984
11734787.3595305
14667265.0484165
9921769.40805894
10464178.4217021
3993913.39427928
3504762.75020539
3185932.10502128
2490658.44573045
2901650.531132
5132817.00566909
10150197.4019983
10800852.5911584
14553153.3393025
17752672.0996877
15289363.5318851
6553237.96018177
3100478.13017445
2759005.77980929
2082709.92896021
2635219.03010728
3441044.2804685
3771057.89063963
7703223.28109756
6863639.09397029
12457642.9645136
11958657.3256609
8833214.01849812
8168099.809473
4321140.12218654
3370475.350273
2422983.60141305
2277164.5319467
2752345.92451063
5331438.54287611
6003451.85631647
10989373.0843543
13757865.6003108
14154813.7876105
15404979.5042254
12990330.8687543
3606894.20127019
2274951.63750496
2779113.89112031
2356044.91953408
3357353.99680043
4649815.95150602
5743459.88450325
10281430.5171289
12328926.1309387
11905976.0017574
10011851.0672628
8347274.97196222
3938503.82028174
3523820.71133087
3635408.17772881
4337103.92523857
4470505.48731944
5628887.97618957
7490688.0185783
12084165.2597017
14801632.1360052
16711094.3123471
14687793.697739
7714016.12286111
3582766.98174192
3181641.90956636
3565210.17637982
2951499.21861763
3843945.3599504
4683502.9396654
7771396.63158259
9192431.22397325
13436693.5600665
13160346.7570311
11874888.7467914
7629217.58803837
6407815.0586701
2865724.27108689
