x,y
91.625,31.125
91.875,31.125
92.125,31.125
92.375,31.125
92.625,31.125
92.875,31.125
93.125,31.125
93.375,31.125
93.625,31.125
93.875,31.125
94.125,31.125
94.375,31.125
94.625,31.125
94.875,31.125
95.125,31.125
95.375,31.125
95.625,31.125
95.875,31.125
96.125,31.125
96.375,31.125
96.625,31.125
96.875,31.125
97.125,31.125
97.375,31.125
97.625,31.125
97.875,31.125
98.125,31.125
98.375,31.125
98.625,31.125
98.875,31.125
99.125,31.125
99.375,31.125
99.625,31.125
99.875,31.125
100.125,31.125
100.375,31.125
100.625,31.125
100.875,31.125
101.125,31.125
101.375,31.125
86.625,30.875
86.875,30.875
87.125,30.875
87.375,30.875
87.625,30.875
87.875,30.875
88.125,30.875
88.375,30.875
88.625,30.875
88.875,30.875
89.125,30.875
89.375,30.875
89.625,30.875
89.875,30.875
90.125,30.875
90.375,30.875
90.625,30.875
90.875,30.875
91.125,30.875
91.375,30.875
91.625,30.875
91.875,30.875
92.125,30.875
92.375,30.875
92.625,30.875
92.875,30.875
93.125,30.875
93.375,30.875
93.625,30.875
93.875,30.875
94.125,30.875
94.375,30.875
94.625,30.875
94.875,30.875
95.125,30.875
95.375,30.875
95.625,30.875
95.875,30.875
96.125,30.875
96.375,30.875
96.625,30.875
96.875,30.875
97.125,30.875
97.375,30.875
97.625,30.875
97.875,30.875
98.125,30.875
98.375,30.875
98.625,30.875
98.875,30.875
99.125,30.875
99.375,30.875
99.625,30.875
99.875,30.875
100.125,30.875
100.375,30.875
100.625,30.875
100.875,30.875
101.125,30.875
101.375,30.875
101.625,30.875
86.625,30.625
86.875,30.625
87.125,30.625
87.375,30.625
87.625,30.625
87.875,30.625
88.125,30.625
88.375,30.625
88.625,30.625
88.875,30.625
89.125,30.625
89.375,30.625
89.625,30.625
89.875,30.625
90.125,30.625
90.375,30.625
90.625,30.625
90.875,30.625
91.125,30.625
91.375,30.625
91.625,30.625
91.875,30.625
92.125,30.625
92.375,30.625
92.625,30.625
92.875,30.625
93.125,30.625
93.375,30.625
93.625,30.625
93.875,30.625
94.125,30.625
94.375,30.625
94.625,30.625
94.875,30.625
95.125,30.625
95.375,30.625
95.625,30.625
95.875,30.625
96.125,30.625
96.375,30.625
96.625,30.625
96.875,30.625
97.125,30.625
97.375,30.625
97.625,30.625
97.875,30.625
98.125,30.625
98.375,30.625
98.625,30.625
98.875,30.625
99.125,30.625
99.375,30.625
99.625,30.625
99.875,30.625
100.125,30.625
100.375,30.625
100.625,30.625
100.875,30.625
101.125,30.625
101.375,30.625
101.625,30.625
86.875,30.375
87.125,30.375
87.375,30.375
87.625,30.375
87.875,30.375
88.125,30.375
88.375,30.375
88.625,30.375
88.875,30.375
89.125,30.375
89.375,30.375
89.625,30.375
89.875,30.375
90.125,30.375
90.375,30.375
90.625,30.375
90.875,30.375
91.125,30.375
91.375,30.375
91.625,30.375
91.875,30.375
92.125,30.375
92.375,30.375
92.625,30.375
92.875,30.375
93.125,30.375
93.375,30.375
93.625,30.375
93.875,30.375
94.125,30.375
94.375,30.375
94.625,30.375
94.875,30.375
95.125,30.375
95.375,30.375
95.625,30.375
95.875,30.375
96.125,30.375
96.375,30.375
96.625,30.375
96.875,30.375
97.125,30.375
97.375,30.375
97.625,30.375
97.875,30.375
98.125,30.375
98.375,30.375
98.625,30.375
98.875,30.375
99.125,30.375
99.375,30.375
99.625,30.375
99.875,30.375
100.125,30.375
100.375,30.375
100.625,30.375
100.875,30.375
101.125,30.375
101.375,30.375
101.625,30.375
86.875,30.125
87.125,30.125
87.375,30.125
87.625,30.125
87.875,30.125
88.125,30.125
88.375,30.125
88.625,30.125
88.875,30.125
89.125,30.125
89.375,30.125
89.625,30.125
89.875,30.125
90.125,30.125
90.375,30.125
90.625,30.125
90.875,30.125
91.125,30.125
91.375,30.125
91.625,30.125
91.875,30.125
92.125,30.125
92.375,30.125
92.625,30.125
92.875,30.125
93.125,30.125
93.375,30.125
93.625,30.125
93.875,30.125
94.125,30.125
94.375,30.125
94.625,30.125
94.875,30.125
95.125,30.125
95.375,30.125
95.625,30.125
95.875,30.125
96.125,30.125
96.375,30.125
96.625,30.125
96.875,30.125
97.125,30.125
97.375,30.125
97.625,30.125
97.875,30.125
98.125,30.125
98.375,30.125
98.625,30.125
98.875,30.125
99.125,30.125
99.375,30.125
99.625,30.125
99.875,30.125
100.125,30.125
100.375,30.125
100.625,30.125
100.875,30.125
101.125,30.125
101.375,30.125
101.625,30.125
86.375,29.875
86.625,29.875
86.875,29.875
87.125,29.875
87.375,29.875
87.625,29.875
87.875,29.875
88.125,29.875
88.375,29.875
88.625,29.875
88.875,29.875
89.125,29.875
89.375,29.875
89.625,29.875
89.875,29.875
90.125,29.875
90.375,29.875
90.625,29.875
90.875,29.875
91.125,29.875
91.375,29.875
91.625,29.875
91.875,29.875
92.125,29.875
92.375,29.875
92.625,29.875
92.875,29.875
93.125,29.875
93.375,29.875
93.625,29.875
93.875,29.875
94.125,29.875
94.375,29.875
94.625,29.875
94.875,29.875
95.125,29.875
95.375,29.875
95.625,29.875
95.875,29.875
96.125,29.875
96.375,29.875
96.625,29.875
96.875,29.875
97.125,29.875
97.375,29.875
97.625,29.875
97.875,29.875
98.125,29.875
98.375,29.875
98.625,29.875
98.875,29.875
99.125,29.875
99.375,29.875
99.625,29.875
99.875,29.875
100.125,29.875
100.375,29.875
100.625,29.875
100.875,29.875
101.125,29.875
101.375,29.875
101.625,29.875
86.375,29.625
86.625,29.625
86.875,29.625
87.125,29.625
87.375,29.625
87.625,29.625
87.875,29.625
88.125,29.625
88.375,29.625
88.625,29.625
88.875,29.625
89.125,29.625
89.375,29.625
89.625,29.625
89.875,29.625
90.125,29.625
90.375,29.625
90.625,29.625
90.875,29.625
91.125,29.625
91.375,29.625
91.625,29.625
91.875,29.625
92.125,29.625
92.375,29.625
92.625,29.625
92.875,29.625
93.125,29.625
93.375,29.625
93.625,29.625
93.875,29.625
94.125,29.625
94.375,29.625
94.625,29.625
94.875,29.625
95.125,29.625
95.375,29.625
95.625,29.625
95.875,29.625
96.125,29.625
96.375,29.625
96.625,29.625
96.875,29.625
97.125,29.625
97.375,29.625
97.625,29.625
97.875,29.625
98.125,29.625
98.375,29.625
98.625,29.625
98.875,29.625
99.125,29.625
99.375,29.625
99.625,29.625
99.875,29.625
100.125,29.625
100.375,29.625
100.625,29.625
100.875,29.625
101.125,29.625
101.375,29.625
101.625,29.625
86.125,29.375
86.375,29.375
86.625,29.375
86.875,29.375
87.125,29.375
87.375,29.375
87.625,29.375
87.875,29.375
88.125,29.375
88.375,29.375
88.625,29.375
88.875,29.375
89.125,29.375
89.375,29.375
89.625,29.375
89.875,29.375
90.125,29.375
90.375,29.375
90.625,29.375
90.875,29.375
91.125,29.375
91.375,29.375
91.625,29.375
91.875,29.375
92.125,29.375
92.375,29.375
92.625,29.375
92.875,29.375
93.125,29.375
93.375,29.375
93.625,29.375
93.875,29.375
94.125,29.375
94.375,29.375
94.625,29.375
94.875,29.375
95.125,29.375
95.375,29.375
95.625,29.375
95.875,29.375
96.125,29.375
96.375,29.375
96.625,29.375
96.875,29.375
97.125,29.375
97.375,29.375
97.625,29.375
97.875,29.375
98.125,29.375
98.375,29.375
98.625,29.375
98.875,29.375
99.125,29.375
99.375,29.375
99.625,29.375
99.875,29.375
100.125,29.375
100.375,29.375
100.625,29.375
100.875,29.375
101.125,29.375
101.375,29.375
101.625,29.375
86.125,29.125
86.375,29.125
86.625,29.125
86.875,29.125
87.125,29.125
87.375,29.125
87.625,29.125
87.875,29.125
88.125,29.125
88.375,29.125
88.625,29.125
88.875,29.125
89.125,29.125
89.375,29.125
89.625,29.125
89.875,29.125
90.125,29.125
90.375,29.125
90.625,29.125
90.875,29.125
91.125,29.125
91.375,29.125
91.625,29.125
91.875,29.125
92.125,29.125
92.375,29.125
92.625,29.125
92.875,29.125
93.125,29.125
93.375,29.125
93.625,29.125
93.875,29.125
94.125,29.125
94.375,29.125
94.625,29.125
94.875,29.125
95.125,29.125
95.375,29.125
95.625,29.125
95.875,29.125
96.125,29.125
96.375,29.125
96.625,29.125
96.875,29.125
97.125,29.125
97.375,29.125
97.625,29.125
97.875,29.125
98.125,29.125
98.375,29.125
98.625,29.125
98.875,29.125
99.125,29.125
99.375,29.125
99.625,29.125
99.875,29.125
100.125,29.125
100.375,29.125
100.625,29.125
100.875,29.125
101.125,29.125
101.375,29.125
101.625,29.125
86.125,28.875
86.375,28.875
86.625,28.875
86.875,28.875
87.125,28.875
87.375,28.875
87.625,28.875
87.875,28.875
88.125,28.875
88.375,28.875
88.625,28.875
88.875,28.875
89.125,28.875
89.375,28.875
89.625,28.875
89.875,28.875
90.125,28.875
90.375,28.875
90.625,28.875
90.875,28.875
91.125,28.875
91.375,28.875
91.625,28.875
91.875,28.875
92.125,28.875
92.375,28.875
92.625,28.875
92.875,28.875
93.125,28.875
93.375,28.875
93.625,28.875
93.875,28.875
94.125,28.875
94.375,28.875
94.625,28.875
95.125,28.875
95.375,28.875
95.625,28.875
95.875,28.875
96.125,28.875
96.375,28.875
96.625,28.875
96.875,28.875
97.125,28.875
97.375,28.875
97.625,28.875
97.875,28.875
98.125,28.875
98.375,28.875
98.625,28.875
98.875,28.875
99.125,28.875
99.375,28.875
99.625,28.875
99.875,28.875
100.125,28.875
100.375,28.875
100.625,28.875
100.875,28.875
101.125,28.875
101.375,28.875
101.625,28.875
86.125,28.625
86.375,28.625
86.625,28.625
86.875,28.625
87.125,28.625
87.375,28.625
87.625,28.625
87.875,28.625
88.125,28.625
88.375,28.625
88.625,28.625
88.875,28.625
89.125,28.625
89.375,28.625
89.625,28.625
89.875,28.625
90.125,28.625
90.375,28.625
90.625,28.625
90.875,28.625
91.125,28.625
91.375,28.625
91.625,28.625
91.875,28.625
92.125,28.625
92.375,28.625
92.625,28.625
92.875,28.625
93.125,28.625
93.375,28.625
93.625,28.625
93.875,28.625
94.125,28.625
94.375,28.625
95.125,28.625
95.375,28.625
95.625,28.625
95.875,28.625
96.125,28.625
96.375,28.625
96.625,28.625
96.875,28.625
97.125,28.625
97.375,28.625
97.625,28.625
97.875,28.625
98.125,28.625
98.375,28.625
98.625,28.625
98.875,28.625
99.125,28.625
99.375,28.625
99.625,28.625
99.875,28.625
100.125,28.625
100.375,28.625
100.625,28.625
100.875,28.625
101.125,28.625
101.375,28.625
101.625,28.625
86.125,28.375
86.375,28.375
86.625,28.375
86.875,28.375
87.125,28.375
87.375,28.375
87.625,28.375
87.875,28.375
88.125,28.375
88.375,28.375
88.625,28.375
88.875,28.375
89.125,28.375
89.375,28.375
89.625,28.375
89.875,28.375
90.125,28.375
90.375,28.375
90.625,28.375
90.875,28.375
91.125,28.375
91.375,28.375
91.625,28.375
91.875,28.375
92.125,28.375
92.375,28.375
92.625,28.375
92.875,28.375
93.125,28.375
93.375,28.375
93.625,28.375
93.875,28.375
94.125,28.375
94.375,28.375
96.125,28.375
96.375,28.375
96.625,28.375
96.875,28.375
97.125,28.375
97.375,28.375
97.625,28.375
97.875,28.375
98.125,28.375
98.375,28.375
98.625,28.375
98.875,28.375
99.125,28.375
99.375,28.375
99.625,28.375
99.875,28.375
100.125,28.375
100.375,28.375
100.625,28.375
100.875,28.375
101.125,28.375
101.375,28.375
101.625,28.375
86.125,28.125
86.375,28.125
86.625,28.125
86.875,28.125
87.125,28.125
87.375,28.125
87.625,28.125
87.875,28.125
88.125,28.125
88.375,28.125
88.625,28.125
88.875,28.125
89.125,28.125
89.375,28.125
89.625,28.125
89.875,28.125
90.125,28.125
90.375,28.125
90.625,28.125
90.875,28.125
91.125,28.125
91.375,28.125
91.625,28.125
91.875,28.125
92.125,28.125
92.375,28.125
92.625,28.125
92.875,28.125
93.125,28.125
93.375,28.125
96.375,28.125
96.625,28.125
96.875,28.125
97.125,28.125
97.375,28.125
97.625,28.125
97.875,28.125
98.125,28.125
98.375,28.125
98.625,28.125
98.875,28.125
99.125,28.125
99.375,28.125
99.625,28.125
99.875,28.125
100.125,28.125
100.375,28.125
100.625,28.125
100.875,28.125
101.125,28.125
101.375,28.125
101.625,28.125
86.125,27.875
86.375,27.875
86.625,27.875
86.875,27.875
87.125,27.875
87.375,27.875
87.625,27.875
87.875,27.875
88.125,27.875
88.375,27.875
88.625,27.875
88.875,27.875
89.125,27.875
89.375,27.875
89.625,27.875
89.875,27.875
90.125,27.875
90.375,27.875
90.625,27.875
90.875,27.875
91.125,27.875
91.375,27.875
91.625,27.875
91.875,27.875
92.125,27.875
92.375,27.875
92.625,27.875
92.875,27.875
96.625,27.875
96.875,27.875
97.125,27.875
97.375,27.875
97.625,27.875
97.875,27.875
98.125,27.875
98.375,27.875
98.625,27.875
98.875,27.875
99.125,27.875
99.375,27.875
99.625,27.875
99.875,27.875
100.125,27.875
100.375,27.875
100.625,27.875
100.875,27.875
101.125,27.875
101.375,27.875
101.625,27.875
86.125,27.625
86.375,27.625
86.625,27.625
86.875,27.625
87.125,27.625
87.375,27.625
87.625,27.625
87.875,27.625
88.125,27.625
88.375,27.625
88.625,27.625
88.875,27.625
89.125,27.625
89.375,27.625
89.625,27.625
89.875,27.625
90.125,27.625
90.375,27.625
90.625,27.625
90.875,27.625
91.125,27.625
91.375,27.625
91.625,27.625
91.875,27.625
92.125,27.625
92.375,27.625
92.625,27.625
96.625,27.625
96.875,27.625
98.375,27.625
98.625,27.625
98.875,27.625
99.125,27.625
99.375,27.625
99.625,27.625
99.875,27.625
100.125,27.625
100.375,27.625
100.625,27.625
100.875,27.625
101.125,27.625
101.375,27.625
86.875,27.375
87.625,27.375
87.875,27.375
88.125,27.375
88.375,27.375
88.625,27.375
88.875,27.375
89.125,27.375
89.375,27.375
89.625,27.375
89.875,27.375
90.125,27.375
90.375,27.375
90.625,27.375
90.875,27.375
91.125,27.375
91.375,27.375
91.625,27.375
91.875,27.375
92.125,27.375
96.875,27.375
98.375,27.375
98.625,27.375
98.875,27.375
99.125,27.375
99.375,27.375
99.625,27.375
99.875,27.375
100.125,27.375
100.375,27.375
100.625,27.375
100.875,27.375
101.125,27.375
101.375,27.375
89.125,27.125
89.375,27.125
89.625,27.125
91.875,27.125
98.125,27.125
98.375,27.125
98.625,27.125
98.875,27.125
99.125,27.125
99.375,27.125
99.625,27.125
99.875,27.125
100.125,27.125
100.375,27.125
100.625,27.125
100.875,27.125
101.125,27.125
98.375,26.875
98.625,26.875
98.875,26.875
99.125,26.875
99.375,26.875
99.625,26.875
99.875,26.875
100.125,26.875
98.375,26.625
98.625,26.625
98.875,26.625
99.125,26.625
99.375,26.625
99.625,26.625
99.875,26.625
98.625,26.375
98.875,26.375
99.125,26.375
99.375,26.375
99.625,26.375
98.375,26.125
98.625,26.125
98.875,26.125
99.125,26.125
99.375,26.125
98.625,25.875
98.875,25.875
