long,lat,part
75.7494188345023,38.7066440093165,left
75.7391085042667,38.4519103479999,left
76.0121752131437,38.4622879696683,left
76.0017282571527,38.2076831186594,left
76.2760962960718,38.21818395116,left
77.2855407142383,35.5837383334439,left
77.5863348530973,35.3143294648433,left
77.7680862705212,35.3243584425407,left
77.7080686622122,35.3007146120271,left
77.8964358008851,35.3106925973449,left
78.0857636831899,35.3199225692342,left
78.0366407458151,35.287167576101,left
77.9468860168127,35.3691061974605,left
77.8964358008851,35.3106925973449,left
77.8052183197794,35.3568723306341,left
78.0293091673143,35.3679841645387,left
77.9833205621603,35.2845639474963,left
78.214900073191,35.2953663982995,left
78.1443114432986,35.3074099484549,left
78.3136416085389,35.6327052441366,left
78.2786813622441,35.5102745510238,left
78.5260400807541,35.6197995962293,left
78.4770112910317,35.5779463675994,left
78.7626810136788,35.5863535800345,left
79.0694730278291,35.402506235624,left
79.3620390072715,35.1212588618417,left
79.625,35.1225201203856,left
79.625,35.0875201203856,left
79.8906175089837,34.9061151617073,left
80.1557709894682,34.9019389052137,left
80.4200173836872,34.895104302123,left
80.4585826138199,34.8486348116463,left
80.7940030003843,35.0932627516332,left
81.0074824479375,34.8254403229876,left
81.0971819326444,34.8359821844622,left
81.2954072051885,34.5794192138359,left
81.4039014646968,34.5722536617419,left
81.6908914957333,34.5519103479999,left
81.7830914040037,34.4411828080074,left
81.9977367637574,34.2772893365754,left
82.103249445961,34.1521553496867,left
82.3944155584069,34.1252669176989,left
82.581373336891,33.9682853379583,left
82.7091811454508,33.826017374541,left
82.9916123193622,33.7976679847587,left
83.2702491650938,33.7702491650938,left
83.5455229277512,33.7439442410011,left
83.817836926194,33.718860222452,left
84.0875584999983,33.6950467999987,left
84.3550160963085,33.6725120722314,left
84.3769548358732,33.3919689496628,left
84.3988155144575,33.108634696536,left
84.6615323137803,33.0876660669296,left
84.6814742558204,32.8019569589637,left
84.9411828080074,32.7830914040037,left
84.9588714243567,32.4956095219363,left
85.2160108234726,32.4791098204095,left
85.231256973921,32.1904630956551,left
85.4862897409781,32.1764514093423,left
85.4990357570985,31.8872107271296,left
85.7524099484549,31.8756885567014,left
85.7627052441366,31.5863583914611,left
86.0148283509588,31.577233716127,left
86.2666930932448,31.5688463246184,left
87.48750158,31.53636522,joint
87.4884681434966,31.591227282074,right
87.7397254489762,31.596318637756,right
87.9910747323443,31.6016475045271,right
87.9967453058038,31.8727128624656,right
88.2484657817983,31.8787335894794,right
88.5003162887742,31.8850411033374,right
88.7523099492533,31.8916552932837,right
89.0044615386061,31.8985978021524,right
89.2567877333885,31.9058922039037,right
89.5093074026551,31.913564199115,right
89.5174195920607,32.1868474210688,right
89.7705807861641,32.1954072051885,right
90.0240128466952,32.2044143819245,right
90.2777463382581,32.2139014646968,right
90.2877120303317,32.4878247868563,right
90.5423168813406,32.4982717428473,right
90.5532285123711,32.7717172698898,right
90.8088171919926,32.7830914040037,right
90.8206317916318,33.0559115401972,right
91.0649061280894,32.795048674324,right
91.0773138971576,33.0681589460236,right
91.321552405903,32.8076256275907,right
91.5788207052884,32.8208604050385,right
91.8367843733656,32.8347924488701,right
92.0955266311975,32.8494620505754,right
92.1106634773366,33.1234803408675,right
92.3710509256754,33.1390561870395,right
92.6324518348926,33.1553915465053,right
92.8949839036915,33.1725120722314,right
92.9124415000017,33.4450467999987,right
93.1770031414099,33.4627868282864,right
93.4429739585375,33.4812453701889,right
93.7105028550032,33.5004090776441,right
93.9797508349062,33.5202491650938,right
94.2508899587365,33.5407173773477,right
94.5241012959533,33.5617413760533,right
94.5449043410892,33.8294018715346,right
94.8206895547112,33.8498675053776,right
95.0987649791029,33.8704996129375,right
95.3792722782563,33.8911246608767,right
95.399166374598,34.153636841567,right
95.6818410539765,34.1726861028424,right
95.9669085959963,34.1911828080074,right
96.2543904780637,34.2088714243567,right
96.5275581418726,33.9687873697381,right
96.5442604941376,34.2254730150748,right
96.8212949460976,33.9854976527235,right
97.1175175520625,34.0004403229876,right
97.4159969996157,34.0132627516332,right
97.7068330038103,33.771890646345,right
97.7164173861801,34.0236348116463,right
98.0043979462319,33.5295154032605,right
98.0118158090607,33.7804735275147,right
98.3143000645089,33.5354990323663,right
98.625,33.5375201203856,right
98.9356999354911,33.5354990323663,right
99.2456020537681,33.5295154032605,right
99.5539599192459,33.5197995962293,right
99.566199509273,33.2672643766073,right
99.8756885567014,33.2524099484549,right
99.8933592541849,32.997167576101,right
100.202575632667,32.9766966449338,right
100.225969277071,32.7173262649713,right
100.520249165094,26.9797508349062,right
100.533091404004,32.6911828080074,right
100.826017374541,27.0408188545492,right
100.83479244887,32.6632156266344,right
101.117548165107,27.0946084534947,right
101.131175089837,32.6342626347561,right
101.16171850837,32.3629879490085,right
101.167289336575,27.4222632362426,right
101.195046799999,32.0875584999983,right
101.441182808007,27.4669085959963,right
101.479419213836,27.8045927948116,right
101.485443777434,32.0532708638154,right
101.510274551024,28.153681362244,right
101.520249165094,31.7702491650938,right
101.530473527515,28.5118158090607,right
101.537520120386,28.875,right
101.740692597345,29.913564199115,right
101.765790333678,29.572953407484,right
101.781938905214,29.2257709894682,right
101.787520120386,28.875,right
101.803270863815,31.7354437774339,right
101.837558499998,31.4450467999987,right
101.872565610736,31.148295927515,right
101.941182808007,30.5330914040037,right
101.972253661742,30.2139014646967,right
101.999035757099,29.8872107271296,right
102.14485808235,31.1149096887682,right
102.176097373882,30.8119622039356,right
102.205727727609,30.5026035125496,right
