long,lat,part
85.226179394455,36.846415273346,left
85.6483432670056,36.6959199276425,left
86.0503645990818,36.5503645990818,left
86.4345326950292,36.4107224877192,left
86.8029886101461,36.2775616658395,left
87.1576824003936,36.1511459203149,left
87.5003576576753,36.0315182432565,left
87.6168214764894,35.6193772650865,left
87.7328709014022,35.1924193133764,left
88.050379201405,35.0811054125912,left
88.13297935,34.73813457,joint
88.1484089121519,34.741891009195,right
88.4406847773311,34.8158505465569,right
88.7370938579055,34.8937254777967,right
88.8174491992394,35.2712287831048,right
89.1225919250876,35.3539145965312,right
89.4331147013154,35.4406323562033,right
89.7496423423247,35.5315182432565,right
89.8423175996065,35.9011459203149,right
90.1696194136694,35.9953204937521,right
90.5044019667768,36.0933093628651,right
90.8474557274986,36.1950416682367,right
91.1996354009182,36.3003645990818,right
91.5618543859883,36.4090219882791,right
91.9350739066028,36.5206298210253,right
92.0455087869813,36.864382187237,right
92.4323919674623,36.9730258887032,right
92.8314329426667,37.0825533312222,right
93.2433837489391,37.1920432970941,right
93.3489933909596,37.5084653602479,right
93.7724499347013,37.6095901175377,right
94.2086092100784,37.7077815798432,right
94.6575852318791,37.8016832282721,right
95.0305729081867,37.6043229372608,right
95.1192388829217,37.8898143010584,right
95.5127537601334,37.6930310129553,right
96.0081307194766,37.7723555537797,right
96.5154883301723,37.8404245967677,right
96.9822700180894,37.63622657019,right
97.0331495943049,37.8954856322723,right
97.484772894098,37.4267032942648,right
97.524151301865,37.6817895850801,right
98.0527688039821,37.458467940268,right
98.625,37.4691970720941,right
99.1972311960179,37.458467940268,right
99.765227105902,37.4267032942648,right
100.325025207627,37.375126038134,right
100.390000198149,37.1116675913604,right
100.955803283403,37.0328114919101,right
101.049609807883,36.7549818756199,right
101.613965404931,36.6463100528208,right
101.738152720036,36.3465665280869,right
102.291390789922,36.2077815798432,right
