long,lat,part
83.6505834928964,36.6665731759566,left
84.0749389438883,36.5526895856164,left
84.4814703662738,36.438411476156,left
84.5992478952771,36.0940974743325,left
84.9866072818585,35.9740261256638,left
85.3578961249352,35.8578961249351,left
85.7149409252472,35.7464839309974,left
86.0594499043747,35.6402427751783,left
86.3929788968062,35.539383117445,left
86.7169190115521,35.4439392586641,left
86.809838614685,35.064576547596,left
86.9024275973966,34.6733922483729,left
87.206288483192,34.5845814607011,left
88.125,34.9898987644402,right
88.6714242037765,35.2285146490946,right
88.6959623724791,34.9765484697487,right
89.2126856235473,35.1949565530575,right
89.6848087161502,35.4041073420344,right
89.7440592296127,35.1409233283215,right
90.1867693477762,35.3411927172166,right
90.6749061251944,35.2647371505444,right
91.1474582103678,35.1774024908581,right
91.6034352726886,35.0818705453773,right
92.042526769846,34.9806718472305,right
92.3634740094616,35.1891233491026,right
92.4649733465292,34.8760696501565,right
92.7688601030256,35.0907901545384,right
93.1605606928888,34.9916736721211,right
93.4439392586641,35.2169190115521,right
93.539383117445,34.8929788968062,right
93.7227331702094,35.4451126071969,right
93.8121766575927,35.1246020401141,right
93.9978183186135,35.6757664096459,right
94.0819441761285,35.3584322138703,right
94.3492478952771,35.5940974743325,right
94.4321006477038,35.273047400731,right
94.7738651783753,35.1894192520237,right
95.1078961249351,35.1078961249351,right
95.4348322350215,35.028730444187,right
95.6807336310696,35.2830634399607,right
95.7552822318529,34.9520946285,right
95.9977566274463,35.2104809647016,right
96.3094499043747,35.1402427751783,right
96.5500443076269,35.4011746293141,right
96.6162666094204,35.0723999531621,right
96.8546891212942,35.3364823175908,right
97.1552577382267,35.2739540427628,right
97.4520862803603,35.2135855730739,right
97.7454849508345,35.1553543871483,right
98.0357390195068,35.0992237544677,right
98.2699974874505,35.3714267767504,right
98.3231100980509,35.0451461379631,right
98.5566340791554,35.3192303994175,right
98.8407901545384,35.2688601030256,right
99.0748219239253,35.5426213033042,right
99.1226614774851,35.2202654693452,right
99.3562405376069,35.4955016028045,right
99.6356662415416,35.4499694264355,right
99.9132481287821,35.4059767854242,right
100.189123349103,35.3634740094616,right
100.23067184723,35.042526769846,right
100.503529376409,35.0019607646714,right
100.77497661739,34.9628251985894,right
101.045119344315,34.9250628127972,right
101.314054412602,34.8886176474883,right
101.349504833313,34.5677074828963,right
101.616076110525,34.5332611524996,right
101.649484298618,34.211017934378,right
101.913871480953,34.1786508940771,right
102.177402490858,34.1474582103678,right
102.440141035955,34.117384619702,right
102.702145287471,34.0883776176016,right
102.963468415414,34.0603873661656,right
102.990504938981,33.7408574213929,right
103.250253779576,33.7147677011478,right
103.275384502607,33.3946989574286,right
103.533706052251,33.3705169539576,right
103.556931408372,33.0500844920335,right
103.81396848779,33.0278026524345,right
104.070616026598,33.0063110285505,right
104.3269016263,32.9855704878899,right
104.346758449994,32.6670923659982,right
