long,lat,part
86.5136355917606,37.6398751910116,left
86.9558430213874,37.4558430213874,left
87.3754777990056,37.2792871990821,left
87.7752469574373,37.1109259635177,left
88.1576160404241,36.9510928323393,left
88.125,37.2497369373549,right
88.8447458796852,37.481696435907,right
88.8836317179406,37.2285806152868,right
89.5563102529903,37.4285166444369,right
90.1583105492003,37.6137825629347,right
90.2522053263933,37.3428897477043,right
90.8075946395049,37.5140812382671,right
91.4349719540715,37.3929214714001,right
92.0376520783448,37.2545215161378,right
92.6140656272459,37.1031312544918,right
93.1637204818142,36.9427608431748,right
93.5261511573793,37.1269185956322,right
93.6869979936729,36.7769968790467,right
94.0223927809787,36.971089171468,right
94.496946874029,36.814018464585,right
94.799842162413,37.024789549884,right
94.9510928323393,36.6576160404241,right
95.0954721114391,37.2402327611127,right
95.2372139433397,36.8784940841104,right
95.3852247529372,37.4595746823478,right
95.5185396929428,37.1028696271448,right
95.7959610393434,37.3301532472121,right
95.927258479219,36.9675596097816,right
96.322678487555,36.8350333930272,right
96.7058430213874,36.7058430213874,right
97.0777643093647,36.5803885144,right
97.32126921789,36.8372550485273,right
97.4394070001901,36.4589431054332,right
97.6774811128397,36.7222330015558,right
98.0252469574373,36.6109259635177,right
98.2603418307238,36.8782497628979,right
98.365284858366,36.5034148841177,right
98.5969379174783,36.7757313231343,right
98.9270744216599,36.6766422504807,right
99.2512839984713,36.5809758388382,right
99.5700582293854,36.488696398397,right
99.8838491838974,36.3997457220019,right
100.108903448262,36.6849310344728,right
100.193071440184,36.3140484772674,right
100.416961757198,36.6022150049644,right
100.721089171468,36.5223927809787,right
100.94578418476,36.8100473509667,right
101.021595919715,36.445384464332,right
101.245573520902,36.7353763730921,right
101.542204676537,36.6632211577961,right
101.835913920654,36.5935056568746,right
102.126918595632,36.5261511573793,right
102.192760843175,36.1637204818142,right
102.478983358119,36.0994351989551,right
102.762970977731,36.0374167447197,right
