long,lat,variable,value,level
71.375,37.875,tws245,-0.777631185079716,"(-1,0]"
71.625,37.875,tws245,-0.742883269626459,"(-1,0]"
71.875,37.875,tws245,-0.718079453226276,"(-1,0]"
72.125,37.875,tws245,-0.606310944841923,"(-1,0]"
72.375,37.875,tws245,-0.623899532586553,"(-1,0]"
72.625,37.875,tws245,-0.657415365959034,"(-1,0]"
72.875,37.875,tws245,-0.562822489941642,"(-1,0]"
73.125,37.875,tws245,-0.450991266274426,"(-1,0]"
73.375,37.875,tws245,-0.414772939595243,"(-1,0]"
73.625,37.875,tws245,-0.381308752325439,"(-1,0]"
73.875,37.875,tws245,-0.404403684912081,"(-1,0]"
74.125,37.875,tws245,-0.204442550235132,"(-1,0]"
74.375,37.875,tws245,-0.178150629969045,"(-1,0]"
74.625,37.875,tws245,-0.085013631508515,"(-1,0]"
74.875,37.875,tws245,-0.145789803023436,"(-1,0]"
75.125,37.875,tws245,-0.124732278900704,"(-1,0]"
75.375,37.875,tws245,-0.0735757664056606,"(-1,0]"
75.625,37.875,tws245,-0.40771067302458,"(-1,0]"
75.875,37.875,tws245,-0.222111336801471,"(-1,0]"
70.625,37.625,tws245,-1.10748292049314,"(-2,-1]"
70.875,37.625,tws245,-0.900577161765008,"(-1,0]"
71.125,37.625,tws245,-0.800440059165568,"(-1,0]"
71.375,37.625,tws245,-0.940033644958447,"(-1,0]"
71.625,37.625,tws245,-0.824343060642234,"(-1,0]"
71.875,37.625,tws245,-0.665667829129298,"(-1,0]"
72.125,37.625,tws245,-0.657119194589637,"(-1,0]"
72.375,37.625,tws245,-0.619608272912202,"(-1,0]"
72.625,37.625,tws245,-0.646713881660236,"(-1,0]"
72.875,37.625,tws245,-0.516880541561159,"(-1,0]"
73.125,37.625,tws245,-0.521097198373898,"(-1,0]"
73.375,37.625,tws245,-0.442432973546375,"(-1,0]"
73.625,37.625,tws245,-0.410114181255014,"(-1,0]"
73.875,37.625,tws245,-0.263358753111328,"(-1,0]"
74.125,37.625,tws245,-0.141134199032522,"(-1,0]"
75.375,37.625,tws245,-0.00355616095430027,"(-1,0]"
70.875,37.375,tws245,-1.17330859371229,"(-2,-1]"
71.125,37.375,tws245,-1.02653367796812,"(-2,-1]"
71.375,37.375,tws245,-0.796549753830774,"(-1,0]"
71.625,37.375,tws245,-0.917008410116557,"(-1,0]"
71.875,37.375,tws245,-0.858847109407014,"(-1,0]"
72.125,37.375,tws245,-0.859286313383586,"(-1,0]"
72.375,37.375,tws245,-0.779522885299338,"(-1,0]"
72.625,37.375,tws245,-0.599508148053506,"(-1,0]"
72.875,37.375,tws245,-0.488543517857018,"(-1,0]"
73.125,37.375,tws245,-0.458380424632992,"(-1,0]"
73.375,37.375,tws245,-0.374111186726115,"(-1,0]"
73.625,37.375,tws245,-0.472724577629064,"(-1,0]"
73.875,37.375,tws245,-0.285935835267694,"(-1,0]"
70.875,37.125,tws245,-1.41085674294671,"(-2,-1]"
71.125,37.125,tws245,-1.32279621579814,"(-2,-1]"
71.375,37.125,tws245,-1.01961545781491,"(-2,-1]"
71.625,37.125,tws245,-0.922610860271097,"(-1,0]"
71.875,37.125,tws245,-0.980161180961071,"(-1,0]"
72.125,37.125,tws245,-1.03555032256736,"(-2,-1]"
72.375,37.125,tws245,-0.948469142819015,"(-1,0]"
72.625,37.125,tws245,-0.660672351033989,"(-1,0]"
72.875,37.125,tws245,-0.597722089058356,"(-1,0]"
73.125,37.125,tws245,-0.531997017485652,"(-1,0]"
73.375,37.125,tws245,-0.490352005822482,"(-1,0]"
73.625,37.125,tws245,-0.304102258338335,"(-1,0]"
73.875,37.125,tws245,-0.166906187850055,"(-1,0]"
70.625,36.875,tws245,-1.41064056886602,"(-2,-1]"
70.875,36.875,tws245,-1.59965348660784,"(-2,-1]"
71.125,36.875,tws245,-1.54268364675828,"(-2,-1]"
71.375,36.875,tws245,-1.26308356972924,"(-2,-1]"
71.625,36.875,tws245,-1.21977266437709,"(-2,-1]"
71.875,36.875,tws245,-0.934389290596134,"(-1,0]"
72.125,36.875,tws245,-0.992435060255174,"(-1,0]"
72.375,36.875,tws245,-0.948101013892432,"(-1,0]"
72.625,36.875,tws245,-0.871370462297637,"(-1,0]"
72.875,36.875,tws245,-0.707767621344768,"(-1,0]"
73.125,36.875,tws245,-0.618430784181892,"(-1,0]"
73.375,36.875,tws245,-0.463030784922442,"(-1,0]"
73.625,36.875,tws245,-0.115754497471245,"(-1,0]"
70.125,36.625,tws245,-1.84654991964451,"(-2,-1]"
70.375,36.625,tws245,-1.76430429090569,"(-2,-1]"
70.625,36.625,tws245,-1.8562510726751,"(-2,-1]"
70.875,36.625,tws245,-1.72715079844423,"(-2,-1]"
71.125,36.625,tws245,-1.75061785869028,"(-2,-1]"
71.375,36.625,tws245,-1.59600999582298,"(-2,-1]"
71.625,36.625,tws245,-1.34450715913654,"(-2,-1]"
71.875,36.625,tws245,-0.79810136270625,"(-1,0]"
72.125,36.625,tws245,-0.98738301577494,"(-1,0]"
72.375,36.625,tws245,-1.06488880868969,"(-2,-1]"
72.625,36.625,tws245,-0.960916666898387,"(-1,0]"
72.875,36.625,tws245,-0.804690545388575,"(-1,0]"
73.125,36.625,tws245,-0.673926956890027,"(-1,0]"
73.375,36.625,tws245,-0.459502106715344,"(-1,0]"
73.625,36.625,tws245,-0.192743849872453,"(-1,0]"
69.625,36.375,tws245,-2.57550555938808,"(-3,-2]"
69.875,36.375,tws245,-2.46800052361351,"(-3,-2]"
70.125,36.375,tws245,-2.45544476896561,"(-3,-2]"
70.375,36.375,tws245,-2.27950144918957,"(-3,-2]"
70.625,36.375,tws245,-1.90264630128609,"(-2,-1]"
70.875,36.375,tws245,-1.73422975781876,"(-2,-1]"
71.125,36.375,tws245,-1.94248658296198,"(-2,-1]"
71.375,36.375,tws245,-1.71554795710968,"(-2,-1]"
71.625,36.375,tws245,-1.51678601383797,"(-2,-1]"
71.875,36.375,tws245,-1.69802345931773,"(-2,-1]"
72.125,36.375,tws245,-1.53836587893021,"(-2,-1]"
72.375,36.375,tws245,-1.21506298379588,"(-2,-1]"
72.625,36.375,tws245,-0.720799767994962,"(-1,0]"
72.875,36.375,tws245,-0.631825069466966,"(-1,0]"
73.125,36.375,tws245,-0.615557271334526,"(-1,0]"
73.375,36.375,tws245,-0.464157073893164,"(-1,0]"
73.625,36.375,tws245,-0.268818825249475,"(-1,0]"
73.875,36.375,tws245,-0.135490701353435,"(-1,0]"
69.375,36.125,tws245,-3.34225450837987,"(-4,-3]"
69.625,36.125,tws245,-2.99500051109957,"(-3,-2]"
69.875,36.125,tws245,-2.92504071658393,"(-3,-2]"
70.125,36.125,tws245,-2.90863114361797,"(-3,-2]"
70.375,36.125,tws245,-2.67185769877874,"(-3,-2]"
70.625,36.125,tws245,-2.05754696242539,"(-3,-2]"
70.875,36.125,tws245,-1.77944996935907,"(-2,-1]"
71.125,36.125,tws245,-1.9206193955475,"(-2,-1]"
71.375,36.125,tws245,-1.87865532552371,"(-2,-1]"
71.625,36.125,tws245,-1.52126694939057,"(-2,-1]"
71.875,36.125,tws245,-1.42584399319276,"(-2,-1]"
72.125,36.125,tws245,-1.47532851725011,"(-2,-1]"
72.375,36.125,tws245,-1.29393085870017,"(-2,-1]"
72.625,36.125,tws245,-0.870663209377218,"(-1,0]"
72.875,36.125,tws245,-0.514694378976126,"(-1,0]"
73.125,36.125,tws245,-0.571556838461799,"(-1,0]"
73.375,36.125,tws245,-0.440293401277789,"(-1,0]"
73.625,36.125,tws245,-0.380946989487315,"(-1,0]"
73.875,36.125,tws245,-0.200392499557696,"(-1,0]"
69.375,35.875,tws245,-3.90989024562662,"(-4,-3]"
69.625,35.875,tws245,-3.30871937633935,"(-4,-3]"
69.875,35.875,tws245,-2.94486642804888,"(-3,-2]"
70.125,35.875,tws245,-2.95824891219304,"(-3,-2]"
70.375,35.875,tws245,-2.78231643477984,"(-3,-2]"
70.625,35.875,tws245,-2.32412530460656,"(-3,-2]"
70.875,35.875,tws245,-2.44833453908719,"(-3,-2]"
71.125,35.875,tws245,-2.30606492176532,"(-3,-2]"
71.375,35.875,tws245,-2.12898948675188,"(-3,-2]"
71.625,35.875,tws245,-1.57167616176349,"(-2,-1]"
71.875,35.875,tws245,-1.79517322509244,"(-2,-1]"
72.125,35.875,tws245,-1.51018443744134,"(-2,-1]"
72.375,35.875,tws245,-1.28966763246629,"(-2,-1]"
72.625,35.875,tws245,-0.775521398501669,"(-1,0]"
72.875,35.875,tws245,-0.536833185681007,"(-1,0]"
73.125,35.875,tws245,-0.415264729661503,"(-1,0]"
73.375,35.875,tws245,-0.384427753036108,"(-1,0]"
69.375,35.625,tws245,-4.42355742845979,"(-5,-4]"
69.625,35.625,tws245,-3.53031939912917,"(-4,-3]"
69.875,35.625,tws245,-3.20907557757111,"(-4,-3]"
70.125,35.625,tws245,-2.90758391073253,"(-3,-2]"
71.625,35.625,tws245,-1.74025263978973,"(-2,-1]"
71.875,35.625,tws245,-1.39812570162565,"(-2,-1]"
72.125,35.625,tws245,-1.32015404309438,"(-2,-1]"
72.375,35.625,tws245,-1.21411559127499,"(-2,-1]"
72.625,35.625,tws245,-0.795832380644922,"(-1,0]"
72.875,35.625,tws245,-0.695862306325993,"(-1,0]"
73.125,35.625,tws245,-0.541554197092834,"(-1,0]"
73.375,35.625,tws245,-0.489475691296347,"(-1,0]"
73.625,35.625,tws245,-0.0788590726017028,"(-1,0]"
68.625,35.375,tws245,-4.92368990499459,"(-5,-4]"
68.875,35.375,tws245,-4.8739544947073,"(-5,-4]"
69.125,35.375,tws245,-4.94522090099751,"(-5,-4]"
71.625,35.375,tws245,-1.62077957330796,"(-2,-1]"
71.875,35.375,tws245,-1.34626001073302,"(-2,-1]"
68.125,35.125,tws245,-5.52959276194594,"(-6,-5]"
77.625,35.125,tws245,-0.19422177848068,"(-1,0]"
77.875,35.125,tws245,-0.511929331152099,"(-1,0]"
78.125,35.125,tws245,-0.480795718179216,"(-1,0]"
76.625,34.875,tws245,-0.497045408915927,"(-1,0]"
76.875,34.875,tws245,-1.02733353428688,"(-2,-1]"
77.125,34.875,tws245,-1.08908334483872,"(-2,-1]"
77.375,34.875,tws245,-0.903648251142258,"(-1,0]"
77.625,34.875,tws245,-0.564860032023935,"(-1,0]"
77.875,34.875,tws245,-0.366932730856851,"(-1,0]"
78.125,34.875,tws245,-0.296738889351669,"(-1,0]"
78.375,34.875,tws245,-0.572739289681964,"(-1,0]"
78.625,34.875,tws245,-1.00119161918786,"(-2,-1]"
78.875,34.875,tws245,-0.833087203866158,"(-1,0]"
75.125,34.625,tws245,-0.600213428563167,"(-1,0]"
75.375,34.625,tws245,-0.503148758962758,"(-1,0]"
75.625,34.625,tws245,-0.16367169709411,"(-1,0]"
75.875,34.625,tws245,-0.160616155040942,"(-1,0]"
76.125,34.625,tws245,-0.12463319894543,"(-1,0]"
76.375,34.625,tws245,-0.449309390376784,"(-1,0]"
76.625,34.625,tws245,-1.14488392244691,"(-2,-1]"
76.875,34.625,tws245,-1.58511542302685,"(-2,-1]"
77.125,34.625,tws245,-1.65692889499344,"(-2,-1]"
77.375,34.625,tws245,-1.63154170530434,"(-2,-1]"
77.625,34.625,tws245,-1.73982813687142,"(-2,-1]"
77.875,34.625,tws245,-1.52491791150515,"(-2,-1]"
78.125,34.625,tws245,-1.11453382789664,"(-2,-1]"
78.375,34.625,tws245,-1.40157378944511,"(-2,-1]"
78.625,34.625,tws245,-2.39908747402846,"(-3,-2]"
78.875,34.625,tws245,-2.29429906572055,"(-3,-2]"
79.125,34.625,tws245,-1.41569383559721,"(-2,-1]"
74.875,34.375,tws245,-1.81674687553137,"(-2,-1]"
75.125,34.375,tws245,-1.80833732828826,"(-2,-1]"
75.375,34.375,tws245,-1.40017552355391,"(-2,-1]"
75.625,34.375,tws245,-1.36417797208958,"(-2,-1]"
75.875,34.375,tws245,-1.35840477710754,"(-2,-1]"
76.125,34.375,tws245,-1.41722331222047,"(-2,-1]"
76.375,34.375,tws245,-1.59611132313176,"(-2,-1]"
76.625,34.375,tws245,-1.49297107699344,"(-2,-1]"
76.875,34.375,tws245,-1.60780275335096,"(-2,-1]"
77.125,34.375,tws245,-1.51894482042312,"(-2,-1]"
77.375,34.375,tws245,-2.19579577947966,"(-3,-2]"
77.625,34.375,tws245,-2.89804404146045,"(-3,-2]"
77.875,34.375,tws245,-3.21210628555392,"(-4,-3]"
78.125,34.375,tws245,-2.53451626433105,"(-3,-2]"
78.375,34.375,tws245,-2.61566917336549,"(-3,-2]"
78.625,34.375,tws245,-2.58000138218982,"(-3,-2]"
78.875,34.375,tws245,-2.87416442460189,"(-3,-2]"
79.125,34.375,tws245,-2.27341381779339,"(-3,-2]"
79.375,34.375,tws245,-1.57572568042967,"(-2,-1]"
79.625,34.375,tws245,-0.11630137643028,"(-1,0]"
80.625,34.375,tws245,-0.41657799111791,"(-1,0]"
75.125,34.125,tws245,-2.20036072609161,"(-3,-2]"
75.375,34.125,tws245,-1.9788372917843,"(-2,-1]"
75.625,34.125,tws245,-2.00280826115307,"(-3,-2]"
75.875,34.125,tws245,-2.18084961424364,"(-3,-2]"
76.125,34.125,tws245,-2.57643868369836,"(-3,-2]"
76.375,34.125,tws245,-2.76128164735745,"(-3,-2]"
76.625,34.125,tws245,-2.66312173853162,"(-3,-2]"
76.875,34.125,tws245,-2.53231352169636,"(-3,-2]"
77.125,34.125,tws245,-2.34227177836421,"(-3,-2]"
77.375,34.125,tws245,-2.5832238037574,"(-3,-2]"
77.625,34.125,tws245,-3.71924635578413,"(-4,-3]"
77.875,34.125,tws245,-4.02339425506795,"(-5,-4]"
78.125,34.125,tws245,-3.53299790645306,"(-4,-3]"
78.375,34.125,tws245,-3.16884063270809,"(-4,-3]"
78.625,34.125,tws245,-3.11837702554167,"(-4,-3]"
78.875,34.125,tws245,-2.94827901410455,"(-3,-2]"
79.125,34.125,tws245,-3.43162515047643,"(-4,-3]"
79.375,34.125,tws245,-3.19120925699182,"(-4,-3]"
79.625,34.125,tws245,-2.16532961103696,"(-3,-2]"
79.875,34.125,tws245,-1.61648730092325,"(-2,-1]"
80.125,34.125,tws245,-0.953416541380295,"(-1,0]"
80.375,34.125,tws245,-0.986467231004966,"(-1,0]"
80.625,34.125,tws245,-2.49649972230401,"(-3,-2]"
80.875,34.125,tws245,-2.3829875427858,"(-3,-2]"
75.375,33.875,tws245,-2.2687300611404,"(-3,-2]"
75.625,33.875,tws245,-1.92418253117061,"(-2,-1]"
75.875,33.875,tws245,-2.60276470929112,"(-3,-2]"
76.125,33.875,tws245,-3.57840572537871,"(-4,-3]"
76.375,33.875,tws245,-4.19207037455471,"(-5,-4]"
76.625,33.875,tws245,-4.08634104781895,"(-5,-4]"
76.875,33.875,tws245,-3.96091852227976,"(-4,-3]"
77.125,33.875,tws245,-3.61175689033913,"(-4,-3]"
77.375,33.875,tws245,-3.51921649043274,"(-4,-3]"
77.625,33.875,tws245,-3.97630461459366,"(-4,-3]"
77.875,33.875,tws245,-3.96519064557804,"(-4,-3]"
78.125,33.875,tws245,-4.01595409482887,"(-5,-4]"
78.375,33.875,tws245,-3.70550219049532,"(-4,-3]"
78.625,33.875,tws245,-3.30452457212142,"(-4,-3]"
78.875,33.875,tws245,-3.50807576524089,"(-4,-3]"
79.125,33.875,tws245,-4.35584939164246,"(-5,-4]"
79.375,33.875,tws245,-4.83563083662152,"(-5,-4]"
79.625,33.875,tws245,-4.6873649631874,"(-5,-4]"
79.875,33.875,tws245,-4.25734222199192,"(-5,-4]"
80.125,33.875,tws245,-3.0856480099791,"(-4,-3]"
80.375,33.875,tws245,-2.57198248552329,"(-3,-2]"
80.625,33.875,tws245,-3.10944917217256,"(-4,-3]"
80.875,33.875,tws245,-2.94508311539425,"(-3,-2]"
81.125,33.875,tws245,-2.38005100165584,"(-3,-2]"
81.375,33.875,tws245,-0.830738821396021,"(-1,0]"
75.375,33.625,tws245,-3.34967168403404,"(-4,-3]"
75.625,33.625,tws245,-3.15388353300042,"(-4,-3]"
75.875,33.625,tws245,-3.64785978970314,"(-4,-3]"
76.125,33.625,tws245,-4.22346017415469,"(-5,-4]"
76.375,33.625,tws245,-4.71862502714719,"(-5,-4]"
76.625,33.625,tws245,-4.45712847591372,"(-5,-4]"
76.875,33.625,tws245,-4.4423612020345,"(-5,-4]"
77.125,33.625,tws245,-4.27381877934248,"(-5,-4]"
77.375,33.625,tws245,-3.96561393002167,"(-4,-3]"
77.625,33.625,tws245,-3.9931758247129,"(-4,-3]"
77.875,33.625,tws245,-4.14971051087657,"(-5,-4]"
78.125,33.625,tws245,-4.51042552258367,"(-5,-4]"
78.375,33.625,tws245,-4.42819992594518,"(-5,-4]"
78.625,33.625,tws245,-4.31438949257746,"(-5,-4]"
78.875,33.625,tws245,-4.36322045192098,"(-5,-4]"
79.125,33.625,tws245,-5.22105644276764,"(-6,-5]"
79.375,33.625,tws245,-5.29729784942782,"(-6,-5]"
79.625,33.625,tws245,-5.34526642610685,"(-6,-5]"
79.875,33.625,tws245,-5.33046828069569,"(-6,-5]"
80.125,33.625,tws245,-5.06586890549678,"(-6,-5]"
80.375,33.625,tws245,-5.04003524972679,"(-6,-5]"
80.625,33.625,tws245,-4.96227817099434,"(-5,-4]"
80.875,33.625,tws245,-4.90280508313053,"(-5,-4]"
81.125,33.625,tws245,-4.51179339812019,"(-5,-4]"
81.375,33.625,tws245,-3.37645570897308,"(-4,-3]"
81.625,33.625,tws245,-1.47172321970461,"(-2,-1]"
75.375,33.375,tws245,-4.70164666785211,"(-5,-4]"
75.625,33.375,tws245,-4.64451768961329,"(-5,-4]"
75.875,33.375,tws245,-4.51572358619039,"(-5,-4]"
76.125,33.375,tws245,-4.61123206983551,"(-5,-4]"
76.375,33.375,tws245,-4.53989440068093,"(-5,-4]"
76.625,33.375,tws245,-4.42245551165504,"(-5,-4]"
76.875,33.375,tws245,-4.5312360702517,"(-5,-4]"
77.125,33.375,tws245,-4.32802187584221,"(-5,-4]"
77.375,33.375,tws245,-4.45847482591199,"(-5,-4]"
77.625,33.375,tws245,-4.25453815002642,"(-5,-4]"
77.875,33.375,tws245,-4.47150402937654,"(-5,-4]"
78.125,33.375,tws245,-5.06898781468415,"(-6,-5]"
78.375,33.375,tws245,-5.38282053220856,"(-6,-5]"
78.625,33.375,tws245,-5.34394934777084,"(-6,-5]"
78.875,33.375,tws245,-5.3376687676308,"(-6,-5]"
79.125,33.375,tws245,-5.3915501626861,"(-6,-5]"
79.375,33.375,tws245,-5.33602767148323,"(-6,-5]"
79.625,33.375,tws245,-5.47514215064714,"(-6,-5]"
79.875,33.375,tws245,-5.77455678309414,"(-6,-5]"
80.125,33.375,tws245,-6.15227064575564,"(-7,-6]"
80.375,33.375,tws245,-6.33147103286029,"(-7,-6]"
80.625,33.375,tws245,-6.41518576282297,"(-7,-6]"
80.875,33.375,tws245,-6.16219255403082,"(-7,-6]"
81.125,33.375,tws245,-5.84731303988223,"(-6,-5]"
81.375,33.375,tws245,-5.24909340446725,"(-6,-5]"
81.625,33.375,tws245,-4.85133053172411,"(-5,-4]"
81.875,33.375,tws245,-3.95400913535711,"(-4,-3]"
82.125,33.375,tws245,-2.15470486925934,"(-3,-2]"
75.875,33.125,tws245,-5.03974085230844,"(-6,-5]"
76.125,33.125,tws245,-5.26681496678489,"(-6,-5]"
76.375,33.125,tws245,-5.2055302534129,"(-6,-5]"
76.625,33.125,tws245,-5.16244065722405,"(-6,-5]"
76.875,33.125,tws245,-5.30859967818911,"(-6,-5]"
77.125,33.125,tws245,-5.28202568382822,"(-6,-5]"
77.375,33.125,tws245,-5.01805193781028,"(-6,-5]"
77.625,33.125,tws245,-4.85409332117249,"(-5,-4]"
77.875,33.125,tws245,-5.02082233837613,"(-6,-5]"
