long,lat,variable,value,level
76.625,34.875,tws245,-1.83651735461337,"(-2,-1]"
76.875,34.875,tws245,-2.34960549098618,"(-3,-2]"
77.125,34.875,tws245,-2.48926426807873,"(-3,-2]"
77.375,34.875,tws245,-2.41698513812243,"(-3,-2]"
77.625,34.875,tws245,-2.27033969516227,"(-3,-2]"
77.875,34.875,tws245,-2.22552600370798,"(-3,-2]"
78.125,34.875,tws245,-2.1334512668999,"(-3,-2]"
78.375,34.875,tws245,-2.41903073641663,"(-3,-2]"
78.625,34.875,tws245,-2.90005864385211,"(-3,-2]"
78.875,34.875,tws245,-2.77857262858501,"(-3,-2]"
79.125,34.875,tws245,-1.04645273276016,"(-2,-1]"
79.625,34.875,tws245,-0.140832228990953,"(-1,0]"
75.125,34.625,tws245,-1.47712838454459,"(-2,-1]"
75.375,34.625,tws245,-1.48867556939655,"(-2,-1]"
75.625,34.625,tws245,-1.35635372984924,"(-2,-1]"
75.875,34.625,tws245,-1.40239298413,"(-2,-1]"
76.125,34.625,tws245,-1.37665648703397,"(-2,-1]"
76.375,34.625,tws245,-1.72126596065083,"(-2,-1]"
76.625,34.625,tws245,-2.36397037884015,"(-3,-2]"
76.875,34.625,tws245,-2.76410974662687,"(-3,-2]"
77.125,34.625,tws245,-2.8053834432176,"(-3,-2]"
77.375,34.625,tws245,-2.95170392567731,"(-3,-2]"
77.625,34.625,tws245,-3.24562070397146,"(-4,-3]"
77.875,34.625,tws245,-3.23561241349313,"(-4,-3]"
78.125,34.625,tws245,-2.90143506322683,"(-3,-2]"
78.375,34.625,tws245,-3.28231677267779,"(-4,-3]"
78.625,34.625,tws245,-4.12840590464119,"(-5,-4]"
78.875,34.625,tws245,-4.10519336432308,"(-5,-4]"
79.125,34.625,tws245,-3.37233375904667,"(-4,-3]"
79.375,34.625,tws245,-2.05691905923837,"(-3,-2]"
79.625,34.625,tws245,-1.42640506954857,"(-2,-1]"
79.875,34.625,tws245,-1.20070728340045,"(-2,-1]"
80.125,34.625,tws245,-1.24297706607077,"(-2,-1]"
80.375,34.625,tws245,-0.352052701355443,"(-1,0]"
74.875,34.375,tws245,-2.36395554405035,"(-3,-2]"
75.125,34.375,tws245,-2.40383561750402,"(-3,-2]"
75.375,34.375,tws245,-2.22249142007044,"(-3,-2]"
75.625,34.375,tws245,-2.26358950111668,"(-3,-2]"
75.875,34.375,tws245,-2.28503398772155,"(-3,-2]"
76.125,34.375,tws245,-2.28873841951759,"(-3,-2]"
76.375,34.375,tws245,-2.45453755739812,"(-3,-2]"
76.625,34.375,tws245,-2.65589913898114,"(-3,-2]"
76.875,34.375,tws245,-2.78070611601844,"(-3,-2]"
77.125,34.375,tws245,-2.71173484012685,"(-3,-2]"
77.375,34.375,tws245,-3.38785753926135,"(-4,-3]"
77.625,34.375,tws245,-4.16500476813448,"(-5,-4]"
77.875,34.375,tws245,-4.60262571932632,"(-5,-4]"
78.125,34.375,tws245,-4.1783486843188,"(-5,-4]"
78.375,34.375,tws245,-4.3226400266399,"(-5,-4]"
78.625,34.375,tws245,-4.34724034015617,"(-5,-4]"
78.875,34.375,tws245,-4.61754689706054,"(-5,-4]"
79.125,34.375,tws245,-4.10387907655018,"(-5,-4]"
79.375,34.375,tws245,-3.50860259511034,"(-4,-3]"
79.625,34.375,tws245,-2.15980960231752,"(-3,-2]"
79.875,34.375,tws245,-1.1882367356025,"(-2,-1]"
80.125,34.375,tws245,-1.32018387577749,"(-2,-1]"
80.375,34.375,tws245,-1.68404604411941,"(-2,-1]"
80.625,34.375,tws245,-2.64717823312883,"(-3,-2]"
80.875,34.375,tws245,-2.03306707000228,"(-3,-2]"
75.125,34.125,tws245,-2.67997687196719,"(-3,-2]"
75.375,34.125,tws245,-2.70126422616532,"(-3,-2]"
75.625,34.125,tws245,-2.68530566873289,"(-3,-2]"
75.875,34.125,tws245,-2.88362573194681,"(-3,-2]"
76.125,34.125,tws245,-3.23238506347234,"(-4,-3]"
76.375,34.125,tws245,-3.49428142155325,"(-4,-3]"
76.625,34.125,tws245,-3.54889837236257,"(-4,-3]"
76.875,34.125,tws245,-3.54360971791961,"(-4,-3]"
77.125,34.125,tws245,-3.45846869345114,"(-4,-3]"
77.375,34.125,tws245,-3.75317470891642,"(-4,-3]"
77.625,34.125,tws245,-4.88874922077656,"(-5,-4]"
77.875,34.125,tws245,-5.22994848617239,"(-6,-5]"
78.125,34.125,tws245,-5.01493981547892,"(-6,-5]"
78.375,34.125,tws245,-4.76801765411751,"(-5,-4]"
78.625,34.125,tws245,-4.79088617680898,"(-5,-4]"
78.875,34.125,tws245,-4.72216169726463,"(-5,-4]"
79.125,34.125,tws245,-5.26719850170125,"(-6,-5]"
79.375,34.125,tws245,-5.06789796995661,"(-6,-5]"
79.625,34.125,tws245,-4.17824620108411,"(-5,-4]"
79.875,34.125,tws245,-3.68752284731241,"(-4,-3]"
80.125,34.125,tws245,-3.08934462257437,"(-4,-3]"
80.375,34.125,tws245,-3.25588616881484,"(-4,-3]"
80.625,34.125,tws245,-4.81368560212634,"(-5,-4]"
80.875,34.125,tws245,-4.71667842305529,"(-5,-4]"
81.125,34.125,tws245,-1.97843194302545,"(-2,-1]"
75.375,33.875,tws245,-2.69712636948631,"(-3,-2]"
75.625,33.875,tws245,-2.64064635052397,"(-3,-2]"
75.875,33.875,tws245,-3.25445826224975,"(-4,-3]"
76.125,33.875,tws245,-4.17326161036901,"(-5,-4]"
76.375,33.875,tws245,-4.73830570636056,"(-5,-4]"
76.625,33.875,tws245,-4.75332426912834,"(-5,-4]"
76.875,33.875,tws245,-4.74733340258782,"(-5,-4]"
77.125,33.875,tws245,-4.66558242151584,"(-5,-4]"
77.375,33.875,tws245,-4.66916912897539,"(-5,-4]"
77.625,33.875,tws245,-5.08349124772125,"(-6,-5]"
77.875,33.875,tws245,-5.12917289560449,"(-6,-5]"
78.125,33.875,tws245,-5.25500646692738,"(-6,-5]"
78.375,33.875,tws245,-5.0530127500698,"(-6,-5]"
78.625,33.875,tws245,-4.87768175032899,"(-5,-4]"
78.875,33.875,tws245,-5.29437635221222,"(-6,-5]"
79.125,33.875,tws245,-6.20709778060263,"(-7,-6]"
79.375,33.875,tws245,-6.67730047248406,"(-7,-6]"
79.625,33.875,tws245,-6.59045616700047,"(-7,-6]"
79.875,33.875,tws245,-6.27686643996482,"(-7,-6]"
80.125,33.875,tws245,-5.3370845876552,"(-6,-5]"
80.375,33.875,tws245,-4.9099182300457,"(-5,-4]"
80.625,33.875,tws245,-5.45823426101293,"(-6,-5]"
80.875,33.875,tws245,-5.30701091068126,"(-6,-5]"
81.125,33.875,tws245,-4.8018310842371,"(-5,-4]"
81.375,33.875,tws245,-3.1105166131848,"(-4,-3]"
75.375,33.625,tws245,-3.69932309936896,"(-4,-3]"
75.625,33.625,tws245,-3.67994560113479,"(-4,-3]"
75.875,33.625,tws245,-4.17484050469508,"(-5,-4]"
76.125,33.625,tws245,-4.82658422274305,"(-5,-4]"
76.375,33.625,tws245,-5.28506656562881,"(-6,-5]"
76.625,33.625,tws245,-5.07919603814694,"(-6,-5]"
76.875,33.625,tws245,-5.11671121077024,"(-6,-5]"
77.125,33.625,tws245,-5.16681399558538,"(-6,-5]"
77.375,33.625,tws245,-5.05127000809288,"(-6,-5]"
77.625,33.625,tws245,-5.16235342640983,"(-6,-5]"
77.875,33.625,tws245,-5.34196649235947,"(-6,-5]"
78.125,33.625,tws245,-5.70598766928394,"(-6,-5]"
78.375,33.625,tws245,-5.75066647331038,"(-6,-5]"
78.625,33.625,tws245,-5.78730655795865,"(-6,-5]"
78.875,33.625,tws245,-6.05833875973102,"(-7,-6]"
79.125,33.625,tws245,-6.95946491848896,"(-7,-6]"
79.375,33.625,tws245,-7.15217275544487,"(-8,-7]"
79.625,33.625,tws245,-7.21634158415218,"(-8,-7]"
79.875,33.625,tws245,-7.21341567124894,"(-8,-7]"
80.125,33.625,tws245,-7.13550188116806,"(-8,-7]"
80.375,33.625,tws245,-7.19109575357843,"(-8,-7]"
80.625,33.625,tws245,-7.1197059572075,"(-8,-7]"
80.875,33.625,tws245,-7.08350968466547,"(-8,-7]"
81.125,33.625,tws245,-6.8123860404156,"(-7,-6]"
81.375,33.625,tws245,-5.71314359640764,"(-6,-5]"
81.625,33.625,tws245,-3.81723451978893,"(-4,-3]"
75.375,33.375,tws245,-5.13412226633766,"(-6,-5]"
75.625,33.375,tws245,-5.120273531255,"(-6,-5]"
75.875,33.375,tws245,-5.06158251936304,"(-6,-5]"
76.125,33.375,tws245,-5.18126567472287,"(-6,-5]"
76.375,33.375,tws245,-5.13884165334376,"(-6,-5]"
76.625,33.375,tws245,-5.03837002893809,"(-6,-5]"
76.875,33.375,tws245,-5.16047545394122,"(-6,-5]"
77.125,33.375,tws245,-5.06258964731172,"(-6,-5]"
77.375,33.375,tws245,-5.21854122057961,"(-6,-5]"
77.625,33.375,tws245,-5.2801537353307,"(-6,-5]"
77.875,33.375,tws245,-5.64133689527978,"(-6,-5]"
78.125,33.375,tws245,-6.32949845918369,"(-7,-6]"
78.375,33.375,tws245,-6.66964228159647,"(-7,-6]"
78.625,33.375,tws245,-6.68838830545418,"(-7,-6]"
78.875,33.375,tws245,-6.78939387611237,"(-7,-6]"
79.125,33.375,tws245,-7.11963979420794,"(-8,-7]"
79.375,33.375,tws245,-7.19474506409401,"(-8,-7]"
79.625,33.375,tws245,-7.31340160373664,"(-8,-7]"
79.875,33.375,tws245,-7.58530934363351,"(-8,-7]"
80.125,33.375,tws245,-7.97354499446549,"(-8,-7]"
80.375,33.375,tws245,-8.13939529164923,"(-9,-8]"
80.625,33.375,tws245,-8.29884572944537,"(-9,-8]"
80.875,33.375,tws245,-8.05295610855545,"(-9,-8]"
81.125,33.375,tws245,-7.88047377742981,"(-8,-7]"
81.375,33.375,tws245,-7.47265834062349,"(-8,-7]"
81.625,33.375,tws245,-7.0891774341965,"(-8,-7]"
81.875,33.375,tws245,-6.15872432025887,"(-7,-6]"
82.125,33.375,tws245,-4.28767910173243,"(-5,-4]"
75.875,33.125,tws245,-5.57697058336603,"(-6,-5]"
76.125,33.125,tws245,-5.92348168632967,"(-6,-5]"
76.375,33.125,tws245,-5.95376905450075,"(-6,-5]"
76.625,33.125,tws245,-5.94814040480514,"(-6,-5]"
76.875,33.125,tws245,-6.04026120855612,"(-7,-6]"
77.125,33.125,tws245,-5.93033372355659,"(-6,-5]"
77.375,33.125,tws245,-5.85822695194936,"(-6,-5]"
77.625,33.125,tws245,-5.88347865198174,"(-6,-5]"
77.875,33.125,tws245,-6.18880715655243,"(-7,-6]"
78.125,33.125,tws245,-6.72269890807701,"(-7,-6]"
78.375,33.125,tws245,-6.94884100814347,"(-7,-6]"
78.625,33.125,tws245,-6.97698623147308,"(-7,-6]"
78.875,33.125,tws245,-7.0852891351158,"(-8,-7]"
79.125,33.125,tws245,-7.50089582123774,"(-8,-7]"
79.375,33.125,tws245,-7.84904919970203,"(-8,-7]"
79.625,33.125,tws245,-7.7458973193558,"(-8,-7]"
79.875,33.125,tws245,-7.87204001442914,"(-8,-7]"
80.125,33.125,tws245,-8.29059864434628,"(-9,-8]"
80.375,33.125,tws245,-8.37793224947157,"(-9,-8]"
80.625,33.125,tws245,-8.36057074881486,"(-9,-8]"
80.875,33.125,tws245,-8.36339289712662,"(-9,-8]"
81.125,33.125,tws245,-8.10204491134672,"(-9,-8]"
81.375,33.125,tws245,-7.83889763025173,"(-8,-7]"
81.625,33.125,tws245,-7.84678983257532,"(-8,-7]"
81.875,33.125,tws245,-7.40415781866828,"(-8,-7]"
82.125,33.125,tws245,-6.2365382055472,"(-7,-6]"
82.375,33.125,tws245,-5.51038375309206,"(-6,-5]"
82.625,33.125,tws245,-5.42181477272168,"(-6,-5]"
82.875,33.125,tws245,-5.61810492306686,"(-6,-5]"
83.125,33.125,tws245,-5.96127903466095,"(-6,-5]"
83.375,33.125,tws245,-5.83358545153602,"(-6,-5]"
83.625,33.125,tws245,-5.94150839147742,"(-6,-5]"
76.375,32.875,tws245,-6.93182194730239,"(-7,-6]"
76.625,32.875,tws245,-6.89913654162226,"(-7,-6]"
76.875,32.875,tws245,-6.87020801548711,"(-7,-6]"
77.125,32.875,tws245,-6.68007765475308,"(-7,-6]"
77.375,32.875,tws245,-6.63673785929151,"(-7,-6]"
77.625,32.875,tws245,-6.64962381255219,"(-7,-6]"
77.875,32.875,tws245,-6.75029936979179,"(-7,-6]"
78.125,32.875,tws245,-6.83766204516474,"(-7,-6]"
78.375,32.875,tws245,-6.94126496918425,"(-7,-6]"
78.625,32.875,tws245,-6.99710371535469,"(-7,-6]"
78.875,32.875,tws245,-7.42544792873836,"(-8,-7]"
79.125,32.875,tws245,-7.83349341634246,"(-8,-7]"
79.375,32.875,tws245,-8.02663206071485,"(-9,-8]"
79.625,32.875,tws245,-8.08145833705508,"(-9,-8]"
79.875,32.875,tws245,-8.21217134019729,"(-9,-8]"
80.125,32.875,tws245,-8.31197375353701,"(-9,-8]"
80.375,32.875,tws245,-8.42177860463919,"(-9,-8]"
80.625,32.875,tws245,-8.46815998374392,"(-9,-8]"
80.875,32.875,tws245,-8.32509346849998,"(-9,-8]"
81.125,32.875,tws245,-8.05430559307346,"(-9,-8]"
81.375,32.875,tws245,-7.86610793288591,"(-8,-7]"
81.625,32.875,tws245,-8.01217403129181,"(-9,-8]"
81.875,32.875,tws245,-7.8153464208759,"(-8,-7]"
82.125,32.875,tws245,-7.89719377469196,"(-8,-7]"
82.375,32.875,tws245,-7.71714278485224,"(-8,-7]"
82.625,32.875,tws245,-7.835261655625,"(-8,-7]"
82.875,32.875,tws245,-7.24781068640632,"(-8,-7]"
83.125,32.875,tws245,-6.34978975920781,"(-7,-6]"
83.375,32.875,tws245,-5.83159616936934,"(-6,-5]"
83.625,32.875,tws245,-5.89027351216068,"(-6,-5]"
76.375,32.625,tws245,-7.10982472130658,"(-8,-7]"
76.625,32.625,tws245,-7.05195671458438,"(-8,-7]"
76.875,32.625,tws245,-7.00677590070114,"(-8,-7]"
77.125,32.625,tws245,-6.9903994233307,"(-7,-6]"
77.375,32.625,tws245,-6.89879242669414,"(-7,-6]"
77.625,32.625,tws245,-6.93208703704785,"(-7,-6]"
77.875,32.625,tws245,-7.0742764349967,"(-8,-7]"
78.125,32.625,tws245,-7.40827928945457,"(-8,-7]"
78.375,32.625,tws245,-7.52886777625812,"(-8,-7]"
78.625,32.625,tws245,-7.52397336647142,"(-8,-7]"
78.875,32.625,tws245,-7.67417907916189,"(-8,-7]"
79.125,32.625,tws245,-8.05714607759185,"(-9,-8]"
79.375,32.625,tws245,-8.14321768725488,"(-9,-8]"
79.625,32.625,tws245,-8.14004451121446,"(-9,-8]"
79.875,32.625,tws245,-8.16633886501055,"(-9,-8]"
80.125,32.625,tws245,-8.40822875716446,"(-9,-8]"
80.375,32.625,tws245,-8.42514157542603,"(-9,-8]"
80.625,32.625,tws245,-8.45454717572877,"(-9,-8]"
80.875,32.625,tws245,-8.43535246556572,"(-9,-8]"
81.125,32.625,tws245,-8.47063288704366,"(-9,-8]"
81.375,32.625,tws245,-8.13344528475348,"(-9,-8]"
81.625,32.625,tws245,-7.9961699214487,"(-8,-7]"
81.875,32.625,tws245,-8.04612127399973,"(-9,-8]"
82.125,32.625,tws245,-8.08338274955388,"(-9,-8]"
82.375,32.625,tws245,-8.29666663218661,"(-9,-8]"
82.625,32.625,tws245,-8.30138060870307,"(-9,-8]"
82.875,32.625,tws245,-7.87451808318081,"(-8,-7]"
83.125,32.625,tws245,-6.69195700484113,"(-7,-6]"
83.375,32.625,tws245,-5.83447212870369,"(-6,-5]"
83.625,32.625,tws245,-6.12263661207269,"(-7,-6]"
83.875,32.625,tws245,-5.10374382802309,"(-6,-5]"
76.375,32.375,tws245,-7.10079226163724,"(-8,-7]"
76.625,32.375,tws245,-7.05303731511324,"(-8,-7]"
76.875,32.375,tws245,-7.01728622882335,"(-8,-7]"
77.125,32.375,tws245,-6.96916900829695,"(-7,-6]"
77.375,32.375,tws245,-6.97923641461885,"(-7,-6]"
77.625,32.375,tws245,-6.93279891689436,"(-7,-6]"
77.875,32.375,tws245,-7.18427624064502,"(-8,-7]"
78.125,32.375,tws245,-7.72434981858997,"(-8,-7]"
78.375,32.375,tws245,-7.9649365183303,"(-8,-7]"
78.625,32.375,tws245,-7.93371245699044,"(-8,-7]"
78.875,32.375,tws245,-7.97979736614418,"(-8,-7]"
79.125,32.375,tws245,-8.22840580403444,"(-9,-8]"
79.375,32.375,tws245,-8.04209691026766,"(-9,-8]"
79.625,32.375,tws245,-8.04107120532433,"(-9,-8]"
79.875,32.375,tws245,-8.19481958327571,"(-9,-8]"
80.125,32.375,tws245,-8.31754843650532,"(-9,-8]"
80.375,32.375,tws245,-8.49342373622044,"(-9,-8]"
80.625,32.375,tws245,-8.63776725674395,"(-9,-8]"
80.875,32.375,tws245,-8.58989706562331,"(-9,-8]"
81.125,32.375,tws245,-8.58689706968977,"(-9,-8]"
81.375,32.375,tws245,-8.56167284931892,"(-9,-8]"
81.625,32.375,tws245,-8.29638348783978,"(-9,-8]"
81.875,32.375,tws245,-8.08912774723564,"(-9,-8]"
82.125,32.375,tws245,-8.13640183173915,"(-9,-8]"
82.375,32.375,tws245,-8.12833628247172,"(-9,-8]"
82.625,32.375,tws245,-8.12746922939845,"(-9,-8]"
82.875,32.375,tws245,-7.83558894897283,"(-8,-7]"
83.125,32.375,tws245,-6.85718716624451,"(-7,-6]"
83.375,32.375,tws245,-5.93267909112917,"(-6,-5]"
83.625,32.375,tws245,-6.41387043109589,"(-7,-6]"
83.875,32.375,tws245,-6.42286479000738,"(-7,-6]"
84.125,32.375,tws245,-5.83880996720702,"(-6,-5]"
76.625,32.125,tws245,-7.45037897000212,"(-8,-7]"
76.875,32.125,tws245,-7.55100334912727,"(-8,-7]"
77.125,32.125,tws245,-7.56814640926444,"(-8,-7]"
77.375,32.125,tws245,-7.48650241853014,"(-8,-7]"
77.625,32.125,tws245,-7.35380980706659,"(-8,-7]"
77.875,32.125,tws245,-7.53391498012723,"(-8,-7]"
78.125,32.125,tws245,-7.97620179746983,"(-8,-7]"
78.375,32.125,tws245,-8.12692643661032,"(-9,-8]"
78.625,32.125,tws245,-8.06131618847056,"(-9,-8]"
78.875,32.125,tws245,-8.13767875177203,"(-9,-8]"
79.125,32.125,tws245,-8.36412633299241,"(-9,-8]"
79.375,32.125,tws245,-8.50461451503437,"(-9,-8]"
79.625,32.125,tws245,-8.3655617080717,"(-9,-8]"
79.875,32.125,tws245,-8.41864046378002,"(-9,-8]"
80.125,32.125,tws245,-8.50499221067966,"(-9,-8]"
80.375,32.125,tws245,-8.60242142156911,"(-9,-8]"
80.625,32.125,tws245,-8.70003942754944,"(-9,-8]"
80.875,32.125,tws245,-8.6667185720933,"(-9,-8]"
81.125,32.125,tws245,-8.48090635825081,"(-9,-8]"
81.375,32.125,tws245,-8.60932215962112,"(-9,-8]"
81.625,32.125,tws245,-8.32079395036271,"(-9,-8]"
81.875,32.125,tws245,-8.36311014444697,"(-9,-8]"
82.125,32.125,tws245,-8.16249796583674,"(-9,-8]"
82.375,32.125,tws245,-8.23582210625188,"(-9,-8]"
82.625,32.125,tws245,-8.12964558236247,"(-9,-8]"
82.875,32.125,tws245,-7.95675144831377,"(-8,-7]"
83.125,32.125,tws245,-7.21904803388768,"(-8,-7]"
83.375,32.125,tws245,-6.78559220713475,"(-7,-6]"
83.625,32.125,tws245,-6.86642773592527,"(-7,-6]"
83.875,32.125,tws245,-6.61973547567861,"(-7,-6]"
84.125,32.125,tws245,-6.86222036229326,"(-7,-6]"
84.375,32.125,tws245,-6.30860606096964,"(-7,-6]"
77.375,31.875,tws245,-8.02042146448833,"(-9,-8]"
77.625,31.875,tws245,-8.00068645523204,"(-9,-8]"
77.875,31.875,tws245,-7.98636025752058,"(-8,-7]"
78.125,31.875,tws245,-8.04494920430619,"(-9,-8]"
78.375,31.875,tws245,-8.07687075854656,"(-9,-8]"
78.625,31.875,tws245,-8.07624268475251,"(-9,-8]"
78.875,31.875,tws245,-8.32305950765198,"(-9,-8]"
79.125,31.875,tws245,-8.82176330245374,"(-9,-8]"
79.375,31.875,tws245,-8.92156510069358,"(-9,-8]"
79.625,31.875,tws245,-8.67793598762345,"(-9,-8]"
79.875,31.875,tws245,-8.69413407361123,"(-9,-8]"
80.125,31.875,tws245,-8.75472877397807,"(-9,-8]"
80.375,31.875,tws245,-8.66237692299571,"(-9,-8]"
80.625,31.875,tws245,-8.71178288753977,"(-9,-8]"
80.875,31.875,tws245,-8.61391763548354,"(-9,-8]"
81.125,31.875,tws245,-8.567357090449,"(-9,-8]"
81.375,31.875,tws245,-8.55017178696341,"(-9,-8]"
81.625,31.875,tws245,-8.58284422475326,"(-9,-8]"
81.875,31.875,tws245,-8.47064648931823,"(-9,-8]"
82.125,31.875,tws245,-8.44678429443427,"(-9,-8]"
82.375,31.875,tws245,-8.43177150331329,"(-9,-8]"
82.625,31.875,tws245,-8.14030560378382,"(-9,-8]"
82.875,31.875,tws245,-8.07276640319216,"(-9,-8]"
83.125,31.875,tws245,-7.79992926009469,"(-8,-7]"
83.375,31.875,tws245,-7.65773170171622,"(-8,-7]"
83.625,31.875,tws245,-7.00393121927626,"(-8,-7]"
83.875,31.875,tws245,-6.65688238962536,"(-7,-6]"
84.125,31.875,tws245,-6.69739372122537,"(-7,-6]"
84.375,31.875,tws245,-6.58887720301647,"(-7,-6]"
84.625,31.875,tws245,-6.13590823953911,"(-7,-6]"
77.375,31.625,tws245,-8.47586765927365,"(-9,-8]"
77.625,31.625,tws245,-8.40207227445039,"(-9,-8]"
77.875,31.625,tws245,-8.43661779703679,"(-9,-8]"
78.125,31.625,tws245,-8.52975283284955,"(-9,-8]"
78.375,31.625,tws245,-8.51448083526393,"(-9,-8]"
78.625,31.625,tws245,-8.48274284480452,"(-9,-8]"
78.875,31.625,tws245,-8.51123348555553,"(-9,-8]"
79.125,31.625,tws245,-8.77902804343228,"(-9,-8]"
79.375,31.625,tws245,-8.92570402327116,"(-9,-8]"
79.625,31.625,tws245,-8.85896226561421,"(-9,-8]"
79.875,31.625,tws245,-8.83075232046792,"(-9,-8]"
80.125,31.625,tws245,-8.7753549967459,"(-9,-8]"
80.375,31.625,tws245,-8.94888534447404,"(-9,-8]"
80.625,31.625,tws245,-8.89122446084043,"(-9,-8]"
80.875,31.625,tws245,-8.74247703899088,"(-9,-8]"
81.125,31.625,tws245,-8.84632433292622,"(-9,-8]"
81.375,31.625,tws245,-8.76030513109579,"(-9,-8]"
81.625,31.625,tws245,-8.51567291896059,"(-9,-8]"
81.875,31.625,tws245,-8.41879308538599,"(-9,-8]"
82.125,31.625,tws245,-8.33777659499139,"(-9,-8]"
82.375,31.625,tws245,-8.35149568987567,"(-9,-8]"
82.625,31.625,tws245,-8.17845886019522,"(-9,-8]"
82.875,31.625,tws245,-8.06686062327324,"(-9,-8]"
83.125,31.625,tws245,-8.05039673240222,"(-9,-8]"
83.375,31.625,tws245,-7.91979208440571,"(-8,-7]"
83.625,31.625,tws245,-7.51202903446819,"(-8,-7]"
83.875,31.625,tws245,-7.19476188041686,"(-8,-7]"
84.125,31.625,tws245,-7.06239645324034,"(-8,-7]"
84.375,31.625,tws245,-7.30302991575669,"(-8,-7]"
84.625,31.625,tws245,-7.09896191043773,"(-8,-7]"
84.875,31.625,tws245,-6.35435387321639,"(-7,-6]"
77.875,31.375,tws245,-8.90110667522576,"(-9,-8]"
78.125,31.375,tws245,-8.90216783630379,"(-9,-8]"
78.375,31.375,tws245,-8.89655073796648,"(-9,-8]"
78.625,31.375,tws245,-8.7821318840083,"(-9,-8]"
78.875,31.375,tws245,-8.85210028312841,"(-9,-8]"
79.125,31.375,tws245,-8.95276698018232,"(-9,-8]"
79.375,31.375,tws245,-9.00185093937363,"(-10,-9]"
79.625,31.375,tws245,-8.85484540657654,"(-9,-8]"
79.875,31.375,tws245,-8.80783541582438,"(-9,-8]"
80.125,31.375,tws245,-8.78236050868947,"(-9,-8]"
80.375,31.375,tws245,-9.00693650880302,"(-10,-9]"
80.625,31.375,tws245,-8.95802018885239,"(-9,-8]"
80.875,31.375,tws245,-8.94892809236864,"(-9,-8]"
81.125,31.375,tws245,-8.96603975850294,"(-9,-8]"
81.375,31.375,tws245,-8.87764625422368,"(-9,-8]"
81.625,31.375,tws245,-8.51754855686179,"(-9,-8]"
81.875,31.375,tws245,-8.53582955624557,"(-9,-8]"
82.125,31.375,tws245,-8.54651253522419,"(-9,-8]"
82.375,31.375,tws245,-8.36860360002481,"(-9,-8]"
82.625,31.375,tws245,-8.19949387133102,"(-9,-8]"
82.875,31.375,tws245,-8.08139512471474,"(-9,-8]"
83.125,31.375,tws245,-8.07795369013371,"(-9,-8]"
83.375,31.375,tws245,-7.97581860333277,"(-8,-7]"
83.625,31.375,tws245,-7.69065707048536,"(-8,-7]"
83.875,31.375,tws245,-7.76746674929304,"(-8,-7]"
84.125,31.375,tws245,-7.81395194552561,"(-8,-7]"
84.375,31.375,tws245,-7.74465018953065,"(-8,-7]"
84.625,31.375,tws245,-7.21632874946084,"(-8,-7]"
84.875,31.375,tws245,-7.18311510319733,"(-8,-7]"
85.125,31.375,tws245,-6.88559697125665,"(-7,-6]"
85.375,31.375,tws245,-6.26531504092461,"(-7,-6]"
78.125,31.125,tws245,-8.99384486971839,"(-9,-8]"
78.375,31.125,tws245,-9.01037257250029,"(-10,-9]"
78.625,31.125,tws245,-8.9913354664995,"(-9,-8]"
78.875,31.125,tws245,-8.82215133200024,"(-9,-8]"
79.125,31.125,tws245,-8.88349222127351,"(-9,-8]"
79.375,31.125,tws245,-8.9328453913647,"(-9,-8]"
79.625,31.125,tws245,-8.96333955078404,"(-9,-8]"
79.875,31.125,tws245,-9.18645719427762,"(-10,-9]"
80.125,31.125,tws245,-8.97556722959991,"(-9,-8]"
80.375,31.125,tws245,-9.06215108478444,"(-10,-9]"
80.625,31.125,tws245,-9.23492169122092,"(-10,-9]"
80.875,31.125,tws245,-8.98984802811773,"(-9,-8]"
81.125,31.125,tws245,-9.00561243081319,"(-10,-9]"
81.375,31.125,tws245,-8.98776949616912,"(-9,-8]"
81.625,31.125,tws245,-8.68516458694138,"(-9,-8]"
81.875,31.125,tws245,-8.42785306314693,"(-9,-8]"
82.125,31.125,tws245,-8.58897385183028,"(-9,-8]"
82.375,31.125,tws245,-8.43642082274079,"(-9,-8]"
82.625,31.125,tws245,-8.30271603142882,"(-9,-8]"
82.875,31.125,tws245,-8.07185387727922,"(-9,-8]"
83.125,31.125,tws245,-8.15146488005842,"(-9,-8]"
83.375,31.125,tws245,-8.17482915894456,"(-9,-8]"
83.625,31.125,tws245,-8.0337009673853,"(-9,-8]"
83.875,31.125,tws245,-8.02583115183009,"(-9,-8]"
84.125,31.125,tws245,-8.04277820231275,"(-9,-8]"
84.375,31.125,tws245,-7.85238571345834,"(-8,-7]"
84.625,31.125,tws245,-7.69534129890319,"(-8,-7]"
84.875,31.125,tws245,-7.69494946721806,"(-8,-7]"
85.125,31.125,tws245,-7.55778369902764,"(-8,-7]"
85.375,31.125,tws245,-7.45013915322315,"(-8,-7]"
85.625,31.125,tws245,-7.04301271682565,"(-8,-7]"
85.875,31.125,tws245,-6.36884742846186,"(-7,-6]"
86.125,31.125,tws245,-6.02487940805392,"(-7,-6]"
86.375,31.125,tws245,-6.68046280324956,"(-7,-6]"
78.375,30.875,tws245,-8.96922491719933,"(-9,-8]"
78.625,30.875,tws245,-8.97750671875493,"(-9,-8]"
78.875,30.875,tws245,-8.96087902075106,"(-9,-8]"
79.125,30.875,tws245,-8.89726561614894,"(-9,-8]"
79.375,30.875,tws245,-9.0388005481474,"(-10,-9]"
