long,lat,part
84.1844472923039,36.7108683111056,left
84.5987705207249,36.5909016769424,left
84.7224107681993,36.2418929218392,left
85.1166076170683,36.1158446731654,left
85.4939339644691,35.9939339644691,left
85.8563072305193,35.8769759050947,left
86.205520668488,35.7654462872755,left
86.5432075590428,35.6595660472343,left
86.870828257684,35.559371193263,left
86.9683732038533,35.1735690776491,left
87.0655710720098,34.7753569200061,left
87.3721130397797,34.6821253175175,left
88.125,35.182285322105,right
88.6861795791819,35.4203345293645,right
88.7119392064778,35.168270477733,right
89.2419393817941,35.3851059816619,right
89.7251192962618,35.5922233825551,right
89.7873191760647,35.3283830962801,right
90.2396219998902,35.5261769996156,right
90.7396127268303,35.4459156351248,right
91.2232429882192,35.354233639178,right
91.6894731568678,35.2539463137356,right
92.1379772323199,35.1477101565599,right
92.4624560767814,35.3540934613024,right
92.5690078380531,35.037901081416,right
92.8755769643134,35.2508654464701,right
93.2743311124622,35.1468151533575,right
93.559371193263,35.370828257684,right
93.6595660472343,35.0432075590428,right
93.8395984053581,35.5979363762375,right
93.9334942020234,35.2739159409519,right
94.1159322398582,35.827627165532,right
94.204245706189,35.5069412146581,right
94.4724107681993,35.7418929218392,right
94.5593877569396,35.4173061245315,right
94.9057201335619,35.3295151419095,right
95.2439339644691,35.2439339644691,right
95.5746997928177,35.1608275821056,right
95.8203971689539,35.4153762653247,right
95.8986566427916,35.080376996182,right
96.1407564295752,35.3391807866177,right
96.455520668488,35.2654462872755,right
96.6956468808532,35.5269223061914,right
96.7651655899937,35.194226391813,right
97.003011798781,35.4590097468191,right
97.3060976154464,35.3933689455618,right
97.6052571842306,35.3299954600152,right
97.9008161495349,35.268865647737,right
98.1930739813522,35.2099409498405,right
98.4265488688327,35.4832491920233,right
98.4823053138371,35.1531714629609,right
98.7150091532633,35.4284545884575,right
99.0008654464701,35.3755769643134,right
99.2341023508147,35.6505209473261,right
99.2843232570543,35.3245633916479,right
99.5170849172158,35.6010557269229,right
99.7979753710008,35.5532570542732,right
100.076930226762,35.5070745518237,right
100.354093461302,35.4624560767814,right
100.39771015656,35.1379772323199,right
100.671705485619,35.0953919364551,right
100.944220325293,35.0543082839419,right
101.215365714934,35.0146661657546,right
101.485243331223,34.9764068365245,right
101.522458399555,34.6519669126035,right
101.789854560204,34.615805916097,right
101.824925737859,34.2899665820365,right
102.090029083968,34.2559883783275,right
102.354233639178,34.2232429882192,right
102.617606282343,34.1916723972598,right
102.880208080332,34.1612214874086,right
103.142094849845,34.1318379399382,right
103.170477194873,33.8088469402854,right
103.430711312315,33.7814585284641,right
103.457092990051,33.457901909583,right
103.715828768989,33.4325161766772,right
103.740210234646,33.1085777344614,right
103.997597605125,33.0851867516015,right
104.254576044478,33.0626253197381,right
104.511174528154,33.0408523584462,right
104.532019782902,32.7189655392124,right
