TWS_Moun1,TWS_Moun2,TWS_Pos
-0.233631457089175,-1.03006378467478,0.871791431432679
-0.163778383482403,-0.994307707199264,0.834952842385772
-0.0889741166086115,-0.950593232492236,0.8329495935272
-0.0167459074870009,-0.915764018072078,0.880724689368858
0.0882245270079592,-0.897543404005196,0.949124815164759
0.159210081407051,-0.897584005301406,1.00650001615934
0.142690028022631,-0.908136630067699,1.05964797992295
0.081451126044057,-0.870632372458939,1.11891679630634
-0.0159745583608492,-0.809444410584376,1.17906565903206
-0.134225949300848,-0.819894855869149,1.25385740063794
-0.236321253278383,-0.878741648931912,1.33551746653014
-0.29536714902329,-0.901430230820675,1.40068798931622
-0.318587057718011,-0.928834600728917,1.48404695534612
-0.362687514355097,-0.968812149581994,1.57732340095815
-0.434571224836334,-0.9808230875301,1.64105928066734
-0.477188022678802,-0.972398165999347,1.67600207424263
-0.510303968423861,-0.962655326076518,1.72437568780296
-0.546554541365772,-0.960173629619864,1.83040991540402
-0.565718596035521,-0.975455184631097,1.94662107135985
-0.592220950106864,-1.00488587295508,2.02071401542419
-0.594716605962671,-1.01384096509973,2.14544931818204
-0.561399796141132,-0.986844863701276,2.29678940599334
-0.540951866547512,-0.948824080218439,2.38786823946963
-0.581925585875196,-0.96225318132013,2.4372252583927
-0.679781239745293,-0.991810797822941,2.46966474797155
-0.770879458929777,-1.02722063753936,2.52086474197613
-0.828736122639334,-1.0830592253744,2.59466700572305
-0.88522258356325,-1.14272516022928,2.65403767055979
-0.920202653355136,-1.20804044928551,2.67732988350016
-0.922545860924479,-1.26304709287024,2.68368735631041
-0.920245005943774,-1.30862531037973,2.67756255190473
-0.915809904810459,-1.33688925256198,2.65020075601517
-0.960527271478639,-1.42510723626189,2.50933933988387
-1.06287762632454,-1.57515728956698,2.28323886206727
-1.15566325296492,-1.66441930716864,2.09617827342308
-1.21118685359277,-1.67202625246378,1.97711715410094
-1.23205215264904,-1.65182402924067,1.89913105016252
-1.25859128839102,-1.63231915533169,1.79664260093204
-1.31031212016304,-1.60597025550253,1.69024910151195
-1.36182869805746,-1.59278068849963,1.60397029398125
-1.42079389246893,-1.59136974313259,1.53604392394629
-1.45453562268164,-1.60082218694024,1.46813464778872
-1.46609158194018,-1.634979064571,1.37913139983198
-1.50930005606688,-1.71719227452854,1.26609266803848
-1.55307278101446,-1.7144773964606,1.22358883361593
-1.5902710770468,-1.594928625462,1.27914990912701
-1.63896936369047,-1.52518694228655,1.36343996901993
-1.6622723033818,-1.53525994065576,1.42077403798523
-1.65461436785677,-1.55433007401229,1.43429025090328
-1.64738018517397,-1.56161476877785,1.41760218919332
-1.65288713727042,-1.58253753683408,1.39353123027836
-1.64119657560407,-1.59335316382246,1.39548691183588
-1.5967203988433,-1.60661158064521,1.3804374384036
-1.55843250368457,-1.65810051797664,1.32706158082367
-1.52947334514685,-1.70862447986751,1.32066159553427
-1.47466804346403,-1.72996637560163,1.43091334108232
-1.40076935539529,-1.79766680514367,1.53195934202049
-1.34442730129163,-1.8715555502996,1.58907588632229
-1.28169877998148,-1.96022271418322,1.60672866491533
-1.22183253631207,-2.09022043462756,1.57782260315538
-1.23004100769136,-2.21060430295583,1.57570800506148
-1.26696601991325,-2.29909439165466,1.62618095649574
-1.31977081465682,-2.35492432620691,1.68445058087114
-1.44343814480228,-2.45275885119211,1.67431239123415
-1.6214832981901,-2.56885187864138,1.64932417861236
-1.7944692058849,-2.64495115570528,1.65616732071948
-1.97036283364127,-2.66316534272105,1.65546323769255
-2.1337000859553,-2.6316672980692,1.57062283634236
-2.25642360676068,-2.62163264692715,1.45067857874026
-2.36062545523304,-2.67370872183051,1.31862530069707
-2.48158884264784,-2.66625143456108,1.17604793256545
-2.63361551888652,-2.55509051060287,1.0711463770312
-2.70749881193644,-2.44839827685369,1.02093627025593
-2.75245728027584,-2.47415905496251,1.01559338284252
-2.77842132176806,-2.58580572902506,1.0132447964819
-2.68121221540108,-2.62521053669832,1.06428820598141
-2.56658374832722,-2.58972474439436,1.1427777365474
-2.50160945935988,-2.51164649633973,1.16551703235853
-2.37820537907292,-2.48209583247425,1.24119757824723
