TWS_Moun1,TWS_Moun2,TWS_Pos
0.643463020149605,0.342860581450782,-1.21460974096294
0.695669986028436,0.395266662275463,-1.15078735249819
0.649778036587482,0.430632109552447,-1.09360457047971
0.495363656935734,0.468164643947696,-1.09026720259821
0.332634053470749,0.505434795634319,-1.09069950533861
0.192737237161261,0.509629795050983,-1.11755031224829
0.0823664646594265,0.541892898843028,-1.10175284931887
0.0211772730097991,0.603089939477432,-1.05459228975494
-0.0413939516969605,0.616041558874647,-1.0619248757589
-0.0928027160453191,0.623799283675525,-1.06705347228212
-0.103493310096539,0.667537834395604,-1.0105082450207
-0.135532789910881,0.698308819284998,-0.965831616225097
-0.125542602590951,0.706044658775515,-0.940779633419499
-0.0415835327672452,0.712209604864195,-0.95354512914454
0.107582802718843,0.779670913902895,-0.942089723973309
0.325314604814123,0.864848454550954,-0.895283930554265
0.551932290625902,0.93100050584776,-0.817327201081723
0.807958416413202,0.971138697447534,-0.684080070068668
1.05449278798924,0.92525685253315,-0.583263552747368
1.22686625235937,0.884111128600199,-0.457633621190614
1.35759479866139,0.877961933089472,-0.313125398099015
1.44389523137405,0.841887445322735,-0.202820770585213
1.50003671304041,0.817177223960787,-0.111482777255033
1.55096255342912,0.797304586205946,-0.0268485991740046
1.57817553528693,0.759977094228717,0.0450705131854277
1.55811297432936,0.716212051868148,0.146400304647261
1.51916850825816,0.645786203172218,0.256266381828406
1.46828498465526,0.575667623774982,0.357392528729108
1.35700735655979,0.50504664556993,0.401136833930759
1.15747856529387,0.462672086788085,0.39130106285746
0.948166118105897,0.452257739635986,0.399763419387906
0.816026561886203,0.325813482006931,0.334899681411253
0.752803352802349,0.156502008690994,0.244267687297969
0.684443067580651,0.0475977227307511,0.18342956310873
0.589683311693941,-0.062481159616844,0.107133468006977
0.560063240749197,-0.137444760597528,0.0586186530557383
0.545332759430635,-0.170592249715785,0.0478846721413463
0.458921169834762,-0.19705687828045,0.0138798322228908
0.402562253339825,-0.236513881007607,-0.0121470041379678
0.371962856542974,-0.321450888243262,-0.0447606444436297
0.319737361221425,-0.411940132026094,-0.112834179594604
0.293725812956098,-0.496365475526345,-0.166322692203279
0.278852388685912,-0.584896597098433,-0.203076758878096
0.235727387530473,-0.59278197039617,-0.226359974548268
0.160311642407763,-0.530328073056065,-0.226956613141971
0.102847018324762,-0.493697675495342,-0.213589740750209
0.0222395806130623,-0.487039838220847,-0.196341418993841
-0.130096257068972,-0.518028287217635,-0.218374720157098
-0.267537805724808,-0.555053024889974,-0.254267358660962
-0.31652423169592,-0.552393728292688,-0.227661479807499
-0.412956921414508,-0.538673393834432,-0.184680550516516
-0.571104673895017,-0.502457487776074,-0.132029405759932
-0.683124006379593,-0.458102392243847,-0.0768764183810882
-0.797222012726888,-0.420272119838829,-0.0320521861369576
-0.900758141964403,-0.362918902887753,0.0184521769988464
-0.963533274918169,-0.283262206497468,0.08380120385232
-1.01972910406889,-0.225392062907847,0.148259229093299
-1.07313420705262,-0.188615610043586,0.193692019822679
-1.07398282944911,-0.138034148743903,0.244255344701493
-1.04958002797882,-0.0790400340065508,0.297542994488902
-1.05178849449045,-0.0260932487383992,0.350874638330859
-1.07325949761108,-0.0119039294195148,0.384834487611249
-1.0776165049155,-0.0216580001277376,0.398891971235177
-1.03570618586818,-0.0354400985221479,0.41156695665644
-0.949360350910963,-0.0713986052797143,0.464396319871638
-0.8347026634517,-0.14660287950234,0.51196316509514
-0.73838217438113,-0.228894388466383,0.555159299152169
-0.707694856133019,-0.28913454907716,0.631944653085122
-0.708008087833015,-0.383264392886774,0.670494999121861
-0.71370987636617,-0.502131911967612,0.670981981044426
-0.738551095854077,-0.602994921267748,0.706159351926885
-0.738515173230684,-0.692855214958995,0.778406163754364
-0.717481688737314,-0.779617523511528,0.827902187087601
-0.701576264941437,-0.881469519274932,0.840442581142063
-0.713212110387419,-0.985957718849433,0.82014456114168
-0.7794700453287,-1.06970233740202,0.791940717172715
-0.862540057540907,-1.09485272750673,0.76474669883407
-0.894497920932061,-1.05052051664853,0.782903843739405
-0.860611183602801,-1.03351678404284,0.839633300880449
-0.754498928311972,-1.09610767044393,0.850017900269125
-0.601467855923326,-1.12008263850052,0.846498373869751
-0.450008931087412,-1.07845290346008,0.882905717873774
-0.316068814566796,-1.05276682759958,0.905645351179808
