maxccf,lag,sig_tell
0.518185985561644,6,0.160128153805087
0.533174466659039,-9,0.161690416690889
0.516290560794744,-9,0.161690416690889
0.477896320929455,6,0.160128153805087
0.57354634894073,7,0.1606438657805
0.636863942427184,-1,0.15762208124782
0.67031599326757,3,0.158610317143629
0.620366394105178,12,0.163299316185545
0.636510258251574,6,0.160128153805087
0.660155935883979,-4,0.159111456835146
0.439625932215536,-15,0.164957219768465
0.604005615076037,-5,0.159617376893524
