ato1,ato2,ato3,ato4,ato5
-0.271344499596312,1.17230173830826,0.938895295799392,-0.286599725027806,0.0439179584513622
-0.56628939607012,0.984882982339844,0.808920409077284,-0.425901554211238,0.015613317658437
-0.309088666186446,0.49489287109507,0.238334153583348,-0.0938228408238686,0.0590760004556529
-0.296498815462181,0.477790464957222,-0.358587761119239,0.005615450417521,-0.0294261563435676
-0.3608261071714,0.431326580714106,-0.444212116805722,0.0316131474948769,0.196423629761246
-0.114968264183578,0.20240521137178,-0.446064076913254,0.242674324345762,0.2153230660455
-0.000559268362259129,-0.169227807694731,-0.347781153663129,0.633627421066973,0.173276528570266
0.0175507060146715,-0.576958643919214,-0.250283111485888,1.00708426476983,0.119608674246188
-0.0798741457692788,-0.732974262367444,-0.432520868151624,0.970817153708909,0.0289237796859891
-0.339296371919273,-0.991598687224734,-0.605401457454444,0.896972292953676,0.0937969650664632
-0.14648480128007,-0.986740614223017,-0.727434455004595,0.948677657361747,0.0970875257578229
0.105050735367461,-0.772558600689054,-0.60858222628481,0.881237281273518,-0.0346164379901432
0.338883015070534,-1.09710386063065,-0.361136595199722,1.01029814575165,-0.130763773756901
0.408834409056079,-1.12935184846016,-0.244619173233126,1.11394969774499,-0.18472459748662
0.31181683232036,-0.915800768463749,0.0848423882564206,0.920073803482788,-0.158988117822536
0.455970725307567,-1.18358494182338,0.364460377140536,0.838318503839435,-0.0033392476271451
0.586317451439422,-1.22809306846254,0.41609939703814,0.531132282441523,-0.0453903210515763
0.421165448828658,-0.988396323391813,0.467772290686072,0.0624868583207654,-0.297198422465943
0.223908541905963,-0.732651671791031,0.37987628004635,-0.518605147374538,-0.679194914714062
-0.00821023164186562,-0.434885607782761,0.352781366383738,-0.768874264544027,-0.885243755406792
-0.387032933090828,-0.463136332588467,0.539321788131578,-0.640186388647744,-1.0063833402407
-0.449441895143241,-0.740241052256223,0.709127641892383,-0.695573227800623,-1.25664454510766
-0.358136667104813,-0.85670884330675,0.858601311329172,-0.899636680634215,-1.15484239905608
-0.0247637819152009,-0.92699591054321,0.727352328271037,-1.15766120353703,-0.945233397608757
0.082289380480748,-0.677101206940013,0.549646627943593,-1.51935682964894,-1.15182427305815
-0.140452061856727,-0.383281610225274,0.615302570425798,-1.78897448793659,-1.53793603525287
-0.328875228776841,-0.00363834820862817,0.702243880690144,-2.00250549036706,-1.76698615470348
-0.398793779877447,0.285644544668277,0.642334123120177,-2.07940453101829,-1.82212376491185
-0.498135832168979,0.198884405892599,0.265160694648376,-1.87224347044998,-2.06543163187454
-0.706976849427257,0.0156001810162275,0.0422143082469218,-1.68536523005232,-2.22781661288299
-0.767323717069112,-0.204402357043271,-0.246937887349754,-1.35001349354125,-2.19305506466435
-0.804865232787664,-0.349930280553181,-0.850876617212352,-1.21930223585395,-2.42244835735001
-0.588783327604568,-0.491450946676708,-1.15377073987882,-1.38239531811457,-2.24834647977081
-0.499254425294465,-0.640948125396132,-1.22094523927179,-1.46704306421121,-1.85944027748708
-0.862470411447929,-0.994134839183238,-1.27197998276034,-1.29748274879765,-2.01467648976734
-1.42216257973696,-1.20352482850109,-1.31891616957114,-0.973846386948509,-2.22599321716177
-1.95228629888548,-1.37483309613183,-1.49014572542772,-0.683452396657443,-1.99335094953562
-1.91387125729328,-1.81521191788889,-1.85139532400947,-0.21937295005508,-1.58061744847529
-1.69505118874602,-1.99622702804194,-2.15661138982003,-0.0519441715236487,-1.20312059104719
-2.02762533435395,-1.84864207644726,-1.98562717778964,-0.315035830569146,-0.867970458969984
-2.04918095834069,-1.69404447601274,-1.33350625900694,-0.619809185205013,-0.162225651582084
-1.43583576582639,-1.57724800262196,-0.768818384143135,-0.824366230114049,0.883093386845493
-0.959049735264131,-1.42728569795588,-0.148519104099044,-0.906603606407549,1.56452637655678
-0.708128929568887,-1.20652026782651,0.42037909320021,-0.954433318833925,1.75188093152359
-0.54825533704287,-0.881984359598645,0.488240082644299,-0.734067172029086,1.40973438266769
-0.28306209778448,-0.507282447204872,0.412834061586564,-0.318558807149085,1.02786879137078
0.270059854648611,0.082885370734709,0.479093123335604,-0.27711135319448,1.22776011007625
0.725846617467358,0.59429138159584,0.705376746080927,-0.407726023347956,1.39627143375227
1.0355184634888,0.932926327369799,0.802455480678012,-0.389801958914563,1.3023152025463
0.838064151022438,1.50671692833288,1.13360870727255,-0.671292019558352,1.20074457662828
0.396163871759173,1.92195507998136,1.63983169566693,-1.03237553910571,1.13087357992529
0.557925144569637,2.06357884617938,1.60771376049571,-1.09567037084561,1.15048478172549
0.666924738897001,1.90538949879417,1.11637086380245,-0.784578241578236,0.752091504725622
0.332161870726433,1.54609287541787,0.59593664628719,-0.496043721570014,-0.126503483891358
0.0669883778204425,1.23351875809889,0.0361229979488557,-0.503526841427223,-0.830242312648144
-0.0319277989239707,0.859622042374534,-0.134860652383961,-0.594888740505156,-0.919745405761347
-0.0662941044243443,0.707480552232379,0.00387659199555374,-0.822883901207133,-0.613284217475224
-0.0400240311375874,0.926809216726113,-0.129029920597628,-0.994955532532023,-0.360927934065968
-0.117460481148509,0.932068449463203,-0.289127223355043,-0.985289782956233,-0.188087960434635
-0.166233775820386,0.812842385019062,-0.359387620559401,-0.885759101436623,0.0220557240371779
-0.0212640977893378,0.818966558683709,-0.312550414532764,-0.810207807433531,0.129155249853374
0.405015566826035,0.423311378650111,-0.539967065837483,-0.476843264703233,0.0775534380092694
0.990314506097531,-0.25890894926562,-1.0259525050827,0.104660840453175,-0.0587849529354473
1.08904811276891,-0.651597779850379,-1.12726511173888,0.486141896357417,-0.29451852054214
1.13506348340961,-0.549158389188511,-1.01707349926963,0.603905803416342,-0.384070076414856
1.31320335829775,-0.242904156905108,-0.989359687394361,0.786439370808035,-0.364186815769477
1.47412072014068,0.18175863821244,-0.731638393169834,0.844007831052779,-0.203757403383875
1.82452692414516,0.580118982858587,-0.596423391664285,0.740487186593079,0.00640758986562281
1.95226461226627,0.575608585363301,-0.62696823762887,0.678757550102857,0.125232248972466
1.6090579153602,0.397061347837026,-0.534993534109095,0.511190160973911,0.0897592554913968
1.28268354291651,0.270843097183406,-0.491514222158854,0.361824503958579,-0.264111805484968
0.933586285500982,0.37133476139059,-0.55161006689452,0.0447615158499396,-0.587693496089095
0.665996263382786,0.507780328375284,-0.508710581259735,-0.49291497545381,-0.565300557879396
0.477418623258437,0.65597501568299,-0.345300899029124,-0.99523490912641,-0.430167759482194
0.129531695923908,0.735975582986079,-0.111725538824554,-1.12796884243044,-0.292502554981821
-0.11480569196778,0.339012152064986,0.150192666752107,-0.920158651392373,-0.242585775039735
-0.417037440002816,-0.00712235470001216,0.395754061641916,-0.764926605263087,-0.277590649324306
-0.71050291881965,0.0331034888753621,0.892841300624207,-1.04968261906472,0.075216588353315
-0.9476250260619,-0.049961957923339,1.1014516130031,-1.354717799472,0.220516027524002
-1.27723789222445,-0.293475519599401,1.00562957231566,-1.37894947481435,-0.121431243043325
-1.56352099704579,-0.391723021591826,0.863326666286238,-1.10708166771021,-0.627187280573194
-1.56510393348377,-0.467892597505598,0.818486313893081,-0.835479380875313,-0.824393960587676
-1.63779261454341,-0.654410797338843,0.863203851752114,-0.817675796055952,-0.838406375869108
-1.39579071910092,-0.893181187093096,0.804284609012093,-0.545965840353399,-0.716709612487885
-1.03994315027419,-1.17661525073854,0.605843760762357,-0.0776524597872338,-0.605154297196412
-1.04919907919933,-1.37762809031908,0.459641648769846,0.220470877741438,-0.750209933644302
-0.928458006418151,-1.40732514292222,0.286593697776522,0.311622861101146,-0.891205986111957
-0.435277999757734,-0.943048754572175,-0.0399600209332711,0.195272033784444,-0.938210425527284
0.189477593301357,-0.565098304567178,-0.337462677394721,0.00221240978191584,-0.820090375144847
0.808111063309542,-0.789513574945447,-0.891199466594666,0.308388571460168,-0.799458477755991
0.981444788644599,-1.02051857455547,-1.22641529831963,0.839567807683577,-0.684232855033724
0.584215235156059,-1.16602165740935,-1.26253626556807,1.15879178026849,-0.605815328665721
0.209408784517234,-1.18446971657714,-1.24613552073291,1.11519385918694,-0.611319106809065
-0.0163289404073846,-1.18666261893251,-1.21857661802527,0.947724380478403,-0.589992006848369
-0.0549490815513892,-1.11779286554061,-1.21487288072928,0.801414583265794,-0.388721399700276
-0.168729563007376,-1.29377148328918,-1.25551592479992,0.516552070157517,-0.33604086536522
-0.337305196730731,-1.37656865937538,-1.18952288077704,0.344949345005513,-0.381457183762382
-0.270391604782938,-1.17359459055468,-1.24198874048189,0.492322750101867,-0.244170070171558
-0.0952746831876211,-1.00262943552912,-1.24566267169375,0.542810107433471,0.0227714964150558
0.0169671496511027,-0.977279208001841,-1.15842313880059,0.377600857518044,0.330083576582461
-0.0974531196963945,-0.85215269192483,-1.14358409601241,0.280454486530534,0.431246517650812
-0.422728790358159,-0.600102881176543,-1.06388201586228,0.318233839831908,0.278900130437229
-0.437155412136105,-0.509780523657555,-1.13598983107558,0.355498423989138,0.254339922726152
-0.319150315622809,-0.390580912180901,-1.14956268540204,0.225667106460984,0.3986959936803
-0.311512427422749,-0.383998121627317,-1.07607715279912,0.172166239393923,0.408020640473267
-0.297460505480362,-0.378702304754756,-0.908924650576536,0.132112616825588,0.58639032398944
-0.432560223823754,-0.350069726186918,-0.787034930144936,0.26596072949701,0.656864067327105
-0.672210436636243,-0.177343861965893,-0.63439752867291,0.645329479480964,0.74671607037687
-0.793334559541163,-0.136856065365039,-0.596926955490127,0.944697570992279,0.864738248944583
-0.777529199455148,-0.357919475425538,-0.697032649217702,0.97520939331361,0.851412657283663
-0.80608598889261,-0.603450545010675,-0.975058772926904,1.23265971584227,0.802764493417825
-0.897241195314582,-0.872743498315572,-1.20517443761637,1.70418743626599,1.04895444169168
-0.963208819280059,-0.936427320886874,-1.36179467685877,1.87254430684926,1.34289364785189
-0.892809049213865,-0.805197052873079,-1.43032056021488,1.83159068403495,1.36143999471749
-0.746162862731616,-0.421459356789744,-1.14159343240864,1.66130870565724,1.36754780080386
-0.268520690394783,0.0367057796899143,-1.07907842090636,1.63476396376239,1.62444849726887
0.284281240842362,0.135495921210364,-1.21214045605975,1.80575166099443,1.97895873581424
0.435654397998688,-0.0319693913301808,-1.30067734296396,2.03647762578432,1.84535790261373
0.470882227137728,-0.190519770228123,-1.34720034734091,2.23212764580688,1.60057932303334
0.585786163237474,-0.205842399363449,-1.36107877681667,2.37022817490531,1.37566231030066
0.738781483360849,-0.326937414971206,-1.25406240447587,2.37018678022798,1.17458890345288
0.958825099776321,-0.30292345724943,-0.833685252388423,2.18455793684708,1.2023479462311
1.00007639823272,-0.11846095183474,-0.360563407975792,2.01134008367251,1.03951252677689
0.736955847405969,0.0338934480266408,-0.0312570513504505,1.8678814151127,0.579070172445006
0.574174230803284,-0.0262108784316948,0.346666570070706,1.84465124273071,0.329419901198913
0.408046435426888,-0.119493549777422,0.442339209812974,1.79853971491769,0.150162550637901
0.0413513589490888,-0.330498685532155,0.395616525470742,1.79994886673164,-0.157187830254619
-0.234065691835031,-0.696329057142429,0.572930749911865,1.96221515197285,-0.341609169712632
-0.245138365679664,-0.743306209418079,0.856097828755677,1.97741508866898,-0.494289808452086
