V1,V2,V3,V4
-0.707694856133017,-0.28913454907716,-0.850064113504746,0.631944653085123
-0.708008087833015,-0.383264392886775,-0.828701862577923,0.67049499912186
-0.713709876366168,-0.502131911967612,-0.755772941258441,0.670981981044427
-0.738551095854077,-0.602994921267747,-0.593300460969522,0.706159351926887
-0.738515173230683,-0.692855214958996,-0.299421044606619,0.778406163754364
-0.717481688737314,-0.779617523511528,-0.00510595633166197,0.827902187087603
-0.701576264941438,-0.881469519274933,0.12112655514022,0.840442581142064
-0.713212110387419,-0.985957718849432,0.210716955790945,0.820144561141679
-0.779470045328699,-1.06970233740202,0.281765877747461,0.791940717172714
-0.862540057540908,-1.09485272750673,0.276777138177661,0.764746698834069
-0.894497920932061,-1.05052051664853,0.352337867542264,0.782903843739404
-0.860611183602802,-1.03351678404284,0.501135855766779,0.839633300880447
-0.754498928311971,-1.09610767044393,0.553782952836529,0.850017900269125
-0.601467855923325,-1.12008263850052,0.481061826263231,0.846498373869751
-0.450008931087413,-1.07845290346008,0.364770538272427,0.882905717873774
-0.316068814566796,-1.05276682759958,0.167579643752636,0.905645351179806
-0.233631457089175,-1.03006378467478,-0.211175234216141,0.87179143143268
-0.163778383482403,-0.994307707199263,-0.612299984394591,0.834952842385771
-0.0889741166086113,-0.950593232492237,-0.855379373889681,0.832949593527198
-0.0167459074870009,-0.915764018072078,-1.07379692636039,0.880724689368858
0.0882245270079591,-0.897543404005196,-1.26663475803751,0.949124815164758
0.159210081407051,-0.897584005301404,-1.33892884300522,1.00650001615934
0.142690028022631,-0.908136630067698,-1.36430781327179,1.05964797992295
0.0814511260440568,-0.870632372458939,-1.29712197135831,1.11891679630634
-0.0159745583608492,-0.809444410584377,-1.1965502530299,1.17906565903206
-0.134225949300848,-0.819894855869148,-1.10328625608269,1.25385740063794
-0.236321253278383,-0.878741648931912,-1.02623738147662,1.33551746653014
-0.29536714902329,-0.901430230820675,-0.928202064103081,1.40068798931621
-0.318587057718011,-0.928834600728917,-0.722929642110151,1.48404695534612
-0.362687514355097,-0.968812149581995,-0.490922505111201,1.57732340095815
-0.434571224836332,-0.9808230875301,-0.290093186065471,1.64105928066734
-0.477188022678801,-0.972398165999346,-0.0836453895345755,1.67600207424263
-0.510303968423861,-0.962655326076519,0.128937674570552,1.72437568780296
-0.546554541365774,-0.960173629619864,0.317847986109627,1.83040991540402
-0.56571859603552,-0.975455184631096,0.403064539174828,1.94662107135985
-0.592220950106863,-1.00488587295508,0.413979982245185,2.02071401542419
-0.594716605962671,-1.01384096509973,0.761858584084783,2.14544931818204
-0.561399796141131,-0.986844863701276,1.17782946862494,2.29678940599334
-0.540951866547511,-0.948824080218439,1.37853193841056,2.38786823946963
-0.581925585875198,-0.962253181320129,1.5551041752543,2.4372252583927
-0.679781239745294,-0.991810797822942,1.58360181252572,2.46966474797155
-0.770879458929776,-1.02722063753936,1.5418235479964,2.52086474197613
-0.828736122639335,-1.0830592253744,1.53188873587112,2.59466700572304
-0.885222583563252,-1.14272516022928,1.47444591649633,2.65403767055979
-0.920202653355137,-1.20804044928551,1.40319757599779,2.67732988350016
-0.922545860924481,-1.26304709287024,1.36554902675235,2.68368735631041
-0.920245005943775,-1.30862531037973,1.42295016077756,2.67756255190473
-0.91580990481046,-1.33688925256198,1.5528009317518,2.65020075601517
-0.960527271478638,-1.42510723626189,1.24168849588666,2.50933933988387
-1.06287762632454,-1.57515728956698,0.677978140416992,2.28323886206727
-1.15566325296492,-1.66441930716864,0.291247315001656,2.09617827342308
-1.21118685359277,-1.67202625246378,-0.0289655016721132,1.97711715410094
-1.23205215264904,-1.65182402924067,-0.199264521400038,1.89913105016252
-1.25859128839102,-1.63231915533169,-0.342160434430946,1.79664260093204
-1.31031212016304,-1.60597025550253,-0.480618760719809,1.69024910151195
-1.36182869805746,-1.59278068849963,-0.562079133519599,1.60397029398125
-1.42079389246893,-1.59136974313259,-0.634090829424439,1.5360439239463
-1.45453562268164,-1.60082218694024,-0.688472818901956,1.46813464778872
-1.46609158194018,-1.634979064571,-0.834995272931543,1.37913139983198
-1.50930005606688,-1.71719227452854,-1.21380304441131,1.26609266803848
-1.55307278101446,-1.7144773964606,-1.48571407191787,1.22358883361594
-1.5902710770468,-1.594928625462,-1.44083648257155,1.27914990912701
-1.63896936369047,-1.52518694228655,-1.24088701602085,1.36343996901994
-1.6622723033818,-1.53525994065576,-1.00987066059018,1.42077403798523
-1.65461436785677,-1.55433007401229,-0.84748074640048,1.43429025090328
-1.64738018517397,-1.56161476877785,-0.748344376580095,1.41760218919332
-1.65288713727042,-1.58253753683408,-0.563556887764118,1.39353123027836
-1.64119657560407,-1.59335316382246,-0.332022659318384,1.39548691183588
-1.5967203988433,-1.60661158064521,-0.2807821549048,1.3804374384036
-1.55843250368457,-1.65810051797664,-0.371251153355621,1.32706158082367
-1.52947334514685,-1.70862447986751,-0.328557529273782,1.32066159553427
-1.47466804346403,-1.72996637560163,0.0793554971838922,1.43091334108232
-1.40076935539529,-1.79766680514367,0.426031152552382,1.53195934202049
-1.34442730129163,-1.8715555502996,0.56514687279222,1.58907588632229
-1.28169877998148,-1.96022271418322,0.546675052473882,1.60672866491533
-1.22183253631207,-2.09022043462756,0.329442900561796,1.57782260315539
-1.23004100769136,-2.21060430295583,0.175572197270127,1.57570800506148
-1.26696601991325,-2.29909439165467,0.34203054049371,1.62618095649574
-1.31977081465682,-2.35492432620691,0.447917988585729,1.68445058087114
-1.44343814480228,-2.45275885119211,0.292512875201327,1.67431239123415
-1.6214832981901,-2.56885187864138,0.245441535667344,1.64932417861236
-1.7944692058849,-2.64495115570528,0.253041020030551,1.65616732071948
-1.97036283364126,-2.66316534272105,-0.0205332258634674,1.65546323769255
-2.1337000859553,-2.6316672980692,-0.629784384173526,1.57062283634236
-2.25642360676068,-2.62163264692715,-1.13221034996669,1.45067857874027
-2.36062545523304,-2.67370872183051,-1.54936358875863,1.31862530069707
-2.48158884264784,-2.66625143456108,-1.93484209473749,1.17604793256545
-2.63361551888652,-2.55509051060287,-2.20889539368102,1.07114637703121
-2.70749881193644,-2.44839827685369,-2.3419478867557,1.02093627025592
-2.75245728027584,-2.47415905496251,-2.64769589130444,1.01559338284251
-2.77842132176806,-2.58580572902506,-3.07352545243261,1.0132447964819
-2.68121221540108,-2.62521053669832,-3.25849971551212,1.06428820598141
-2.56658374832722,-2.58972474439436,-3.39952543015854,1.1427777365474
-2.50160945935988,-2.51164649633973,-3.50530294031793,1.16551703235852
-2.37820537907292,-2.48209583247425,-3.38884446487416,1.24119757824723
