V1,V2,V3,V4
0.643463020149607,0.342860581450782,-1.34190934376381,-1.21460974096294
0.695669986028437,0.395266662275464,-1.17646341598431,-1.15078735249819
0.649778036587483,0.430632109552447,-1.01086259408444,-1.09360457047971
0.495363656935732,0.468164643947697,-0.837074049940885,-1.09026720259821
0.332634053470749,0.50543479563432,-0.703301498332987,-1.09069950533861
0.192737237161261,0.509629795050983,-0.645043804310131,-1.11755031224829
0.0823664646594264,0.541892898843028,-0.463974194180405,-1.10175284931887
0.0211772730097991,0.603089939477432,-0.311313143495826,-1.05459228975494
-0.0413939516969604,0.616041558874648,-0.371354131406629,-1.0619248757589
-0.092802716045319,0.623799283675524,-0.410808678282758,-1.06705347228212
-0.103493310096539,0.667537834395603,-0.389570253760733,-1.0105082450207
-0.135532789910881,0.698308819284999,-0.376101387943763,-0.965831616225097
-0.125542602590951,0.706044658775516,-0.371680435745455,-0.940779633419498
-0.0415835327672452,0.712209604864194,-0.415413971438974,-0.953545129144542
0.107582802718843,0.779670913902893,-0.404442981772555,-0.942089723973308
0.325314604814123,0.864848454550954,-0.401468549975912,-0.895283930554266
0.551932290625904,0.93100050584776,-0.409646587439919,-0.817327201081724
0.807958416413201,0.971138697447533,-0.275498334368126,-0.684080070068666
1.05449278798924,0.925256852533148,-0.115739352849975,-0.583263552747366
1.22686625235937,0.884111128600199,0.0736061698139137,-0.457633621190613
1.35759479866139,0.877961933089472,0.249070787988064,-0.313125398099015
1.44389523137405,0.841887445322734,0.382224980571655,-0.202820770585213
1.50003671304041,0.817177223960787,0.576376523272382,-0.111482777255033
1.55096255342912,0.797304586205944,0.651743350546493,-0.0268485991740046
1.57817553528693,0.759977094228716,0.639787230621296,0.0450705131854277
1.55811297432936,0.716212051868147,0.790228409072943,0.146400304647261
1.51916850825816,0.645786203172217,1.03132358552228,0.256266381828406
1.46828498465527,0.575667623774981,1.25808335512594,0.357392528729108
1.35700735655979,0.50504664556993,1.38471639285411,0.401136833930759
1.15747856529387,0.462672086788086,1.38194855544227,0.39130106285746
0.948166118105898,0.452257739635987,1.33033611067062,0.399763419387906
0.816026561886205,0.325813482006932,1.16800217106192,0.334899681411253
0.752803352802348,0.156502008690994,0.988950016661259,0.244267687297969
0.684443067580651,0.047597722730751,0.847039704139289,0.18342956310873
0.589683311693942,-0.062481159616844,0.626756177197564,0.107133468006977
0.560063240749196,-0.137444760597527,0.523464436877035,0.0586186530557385
0.545332759430634,-0.170592249715785,0.492396478799272,0.0478846721413463
0.458921169834761,-0.19705687828045,0.290356455614528,0.0138798322228908
0.402562253339824,-0.236513881007607,-0.00072301540917369,-0.0121470041379678
0.371962856542974,-0.321450888243263,-0.272297281214657,-0.0447606444436296
0.319737361221425,-0.411940132026094,-0.52765644613762,-0.112834179594604
0.293725812956098,-0.496365475526347,-0.692148946819019,-0.166322692203278
0.278852388685912,-0.584896597098433,-0.71890499987846,-0.203076758878096
0.235727387530474,-0.592781970396171,-0.689047157084606,-0.226359974548268
0.160311642407764,-0.530328073056064,-0.656593604968208,-0.226956613141971
0.102847018324762,-0.493697675495341,-0.55320690647294,-0.213589740750209
0.0222395806130623,-0.487039838220849,-0.437386649007877,-0.196341418993841
-0.130096257068972,-0.518028287217636,-0.429925279974364,-0.218374720157098
-0.267537805724808,-0.555053024889972,-0.408059246809929,-0.254267358660962
-0.31652423169592,-0.552393728292688,-0.215573361460235,-0.227661479807499
-0.412956921414509,-0.538673393834431,0.0647745884434899,-0.184680550516516
-0.571104673895016,-0.502457487776075,0.279216800964202,-0.132029405759932
-0.683124006379595,-0.458102392243846,0.389960930690945,-0.0768764183810881
-0.797222012726888,-0.420272119838829,0.367547758822751,-0.0320521861369576
-0.900758141964404,-0.362918902887754,0.19574331899437,0.0184521769988464
-0.963533274918169,-0.283262206497468,0.0955920489294681,0.0838012038523202
-1.01972910406889,-0.225392062907847,0.118192754960128,0.148259229093299
-1.07313420705262,-0.188615610043586,0.0174258642422256,0.193692019822679
-1.07398282944911,-0.138034148743903,-0.103861132062528,0.244255344701493
-1.04958002797882,-0.0790400340065509,-0.182570642145327,0.297542994488902
-1.05178849449045,-0.0260932487383993,-0.294350659868471,0.350874638330859
-1.07325949761109,-0.0119039294195147,-0.484241887477009,0.384834487611249
-1.0776165049155,-0.0216580001277377,-0.787690743944185,0.398891971235177
-1.03570618586818,-0.035440098522148,-1.02221134950864,0.41156695665644
-0.949360350910964,-0.0713986052797144,-1.06554885273463,0.464396319871638
-0.834702663451699,-0.14660287950234,-1.00850454992904,0.511963165095143
-0.738382174381129,-0.228894388466382,-0.912904309025603,0.555159299152171
