pos245,pos585
198.808897119947,186.329007791077
200.435200163611,197.11595690855
182.764209617782,217.535130340552
188.413563595863,196.18920219875
206.75023936447,183.769637451022
176.475408762703,189.439254575057
186.218233316926,197.368830695052
172.990178740271,141.662415737698
173.480918402267,151.763964021153
187.283833752282,154.4424354152
166.240563379908,166.494362552451
148.736073889856,147.410119160171
192.661919097136,172.33865385422
165.768097412081,183.671396773855
160.868244388006,169.760894500429
164.141033797183,177.377068200299
163.336139617942,163.405100587001
153.11882377879,136.524233061357
145.216837922081,149.280965818669
130.537945356202,174.900786051009
160.088865243298,166.632614064522
147.610577341967,175.465682041588
166.266983233847,160.18477113939
169.788358761217,158.525767517823
163.139874188214,156.208370011394
143.851763220297,164.316686291723
134.181876585972,175.696558764383
141.417722977314,179.380528633024
128.833165370076,148.04352924853
131.301066781484,158.42676587799
134.807622096767,168.458382962507
115.535602785814,144.441904290813
117.559290492415,153.351896494574
158.240604485397,152.029147370689
132.920758362308,144.757171230743
117.707395092025,125.907411216605
125.797583814431,137.596917867313
101.003015309408,128.399975519982
126.853460750058,131.928914831492
136.570257117384,133.686227789135
110.075594558593,128.273650159288
108.209465551838,116.942201729483
120.236554199904,107.597634602472
111.825596869688,143.198354125999
99.1537779952456,119.595693905282
91.1131561796279,106.535790034795
124.1715783138,117.760641170333
99.1992862840544,98.4036375150157
58.9398916399419,106.321080300588
82.3375656445578,120.277751389151
86.110957502534,85.0872793769191
111.800956304077,95.6858106894907
111.244112802814,93.8632947893734
90.4163618345613,127.370955791617
65.013077864337,111.89743525887
51.2451555134504,95.7627336560855
88.7812135343817,92.5542939972808
110.919109956747,85.8057947074583
96.1713071470838,78.1745694053573
84.0112731875676,68.3320661882852
99.962770804582,35.4541962585053
89.2370857198544,77.1733109340918
75.4422706871202,76.4635986307576
85.3305266674071,89.342356413482
98.8186964838701,77.662197079199
75.5345618606909,65.6666883235255
60.9244397279534,58.2618359966973
82.0609023653764,72.6167414327492
116.863849458247,95.4804449012117
104.175381630121,66.2879429007148
106.420405622716,82.6123299915306
80.9290494415176,88.1311517288262
77.7857231285269,38.1921576338968
65.4160934079653,76.2599592031971
68.740767548057,50.1008917972623
49.5615517513086,30.3074334983021
60.5955770768831,56.7565081446653
85.1116936375646,44.2123020045185
93.0841486651697,10.6296738589406
98.8838268210929,9.43049363932383
76.7295579255817,36.6400613091585
