V1,V2,V3,V4,V5,V6,V7,V8,V9
244.793414807356,278.143078451663,222.62788002179,249.121043539135,221.278773725139,219.86111149714,236.020697938666,204.232547668176,236.705745761793
247.62191587652,190.231504187581,272.524815553661,259.040399039045,221.143561133609,232.04790405333,247.765731355796,243.870815593094,255.145207849889
315.892488877089,213.700181258036,221.481846949956,190.760985312684,251.792904136245,244.206326487096,225.722992655784,233.277863512248,237.51060906355
273.386528586578,175.581755672415,225.419687681852,248.084787705018,190.253627209114,230.32087975888,254.430377054873,242.314800943251,244.416996583886
194.34708259432,220.911061788671,206.164360341551,225.774957818096,218.713097718989,262.032467615582,224.019347941816,256.282650285477,225.043439429775
244.161151272689,221.464660935816,222.477795447953,173.851479595486,228.99431440635,225.56273259277,199.756738180647,235.670831935425,216.510917825164
203.116520723996,243.710125327763,195.015894169577,184.691169721826,211.454632692777,288.998403212692,210.118633424869,222.121047740493,219.770912384321
181.616471603597,242.595152230699,190.828774154846,214.751529899503,267.888935593938,246.593357855236,244.752833067199,166.732846863268,230.799878063337
209.186483813922,228.37103973903,235.240341513376,232.161390529279,194.729548911734,239.353606986592,227.836705805842,164.315852603229,217.573719112112
188.02851594674,230.155945306703,186.244798808696,201.878751416937,240.037658280648,237.038793363961,171.046302566653,177.140119594914,210.298028819356
214.872846744673,227.046915899981,198.969088845948,213.575646456793,172.517374122759,222.755150742855,262.818620668083,209.50182766313,212.78503267764
207.524394777565,180.196155874728,198.559961853304,225.790631017456,183.748305989841,226.349343780805,240.771102651897,207.433296887225,210.162390133429
201.403432346414,215.080289702222,240.729671742279,209.914643930578,237.457942839563,240.757068363559,261.180657192554,258.794838432554,240.431504885772
243.110081452497,281.690583039994,228.3336563791,189.372810464975,223.290972614705,290.427454964208,231.517288308574,207.710317301353,235.578317210035
194.521661383064,199.511222174761,197.727957694976,210.756673726382,246.053031426437,232.81253900691,238.430689685218,217.329637967044,219.763445359201
235.370585742125,215.661890689184,181.372784998526,219.988174364617,224.797413688901,249.917113544182,234.510913206161,185.459272311946,233.352806839514
228.351698051579,231.187128355294,225.172711619365,251.262790050196,229.629806956137,210.79514603592,227.587138684968,195.081926909267,240.717523813229
201.509336696911,191.682145279735,215.026216504901,238.397119758958,207.722185334297,234.150358624715,206.139341608886,230.081593797235,235.871364993641
208.944622092323,175.362185337592,212.097015849314,191.1074527408,203.834753894056,256.744267841482,259.062788515321,217.924485503415,215.10405444084
249.771035470255,226.735198839117,230.147699162775,233.626846799788,265.916212090633,256.160082401372,191.420579115693,233.539389715894,265.444467720092
204.547115629343,208.042805479575,239.334704136078,227.180209680051,220.615162634749,166.640199346869,204.962408224427,220.521598869347,231.029887145215
204.881734206819,212.753008071212,181.49600093262,220.302947845359,199.54922414794,250.260867153984,182.920888852814,281.835770220167,221.662043783154
273.614751098211,186.724741894057,224.703123104354,258.327794483737,248.97224934381,248.115112765518,233.092060893623,283.123021762987,258.147275215675
273.807966954665,191.021157509048,221.706451803129,206.828081897319,218.113372752393,198.596825117472,225.728652765321,174.972855370173,221.571518166272
212.191886606211,237.424066085566,260.504107824359,207.834011245883,195.748862326274,221.545624394935,258.393571945895,207.722949720313,252.952612607793
223.379966973118,183.537664925819,296.806657068729,302.848252570194,191.349277568537,217.730300462917,189.236591666142,264.056898195752,262.049037588564
232.324735883214,228.620225479645,237.337119442023,293.891078867979,186.402833197723,254.623691527819,238.468354046943,243.445950551873,267.427976724488
254.40878952025,235.406670323023,220.860348051148,272.932425391332,201.686076343845,241.507808252366,269.116939015548,234.240402809922,263.992714447771
256.914458282313,228.043746443495,219.629332974353,211.529967375872,225.335516541016,233.319488951176,184.807963680606,237.346949430232,244.490537872694
183.701537430678,221.764442393687,249.551471008218,238.219790188937,256.354228048679,221.353345180348,173.32316475805,211.093451127603,238.372134985848
180.607237218004,254.308731999124,187.773486127973,253.811036210199,246.541614219347,199.878369647486,149.748167809338,243.21791685666,238.716965393652
218.926594890319,263.865587411701,238.384209524619,205.011889138651,248.154465160395,218.92928156136,152.93675231761,277.446773330881,259.457928749977
236.146573613621,252.350577509858,272.631703609365,159.622066553001,206.68569917007,255.648817492009,179.378032558919,212.782884000126,247.539964028829
266.019992415334,237.936584737162,241.361267469733,222.356825604022,222.390431194474,202.252520072753,183.0078345182,215.436199599457,242.788871792604
228.255369043084,205.802248063874,184.013041247841,217.963515616523,240.412643662898,176.066562073114,164.374280107024,203.712719708984,228.462605241634
186.884040752456,197.412748970495,214.7082284542,267.010987702527,235.52646789302,187.87036853055,192.667458924801,196.827625703052,239.643514341399
206.957038039868,210.690532421765,176.268201121691,220.861457540356,246.934232764826,231.405570065283,211.196198589263,265.543589204045,246.379359489476
212.601741169161,192.038433924286,188.382302436329,173.228893484484,224.844282224868,189.63011584035,174.677204139567,238.320871725592,227.107879772408
178.328991823401,209.221352467953,203.386935181639,166.92545440658,227.028844852887,160.645789729887,191.62401334926,179.276527671214,214.191262882205
185.251500959222,226.392811848723,187.694055895167,157.48818210581,238.574596364362,141.540206758205,199.911880582469,185.205095099111,201.901253762139
158.760604163461,204.095946233734,155.6267220969,191.241094403117,246.10517850001,155.959587398282,195.006770686112,172.941494105195,197.343031826486
207.947908353839,172.537516860622,194.36263603464,150.803748507134,172.755634569098,164.825303992159,200.761185647294,247.666442196564,210.852570912748
161.098164878233,182.564797689305,177.266771688363,168.404033646055,166.723776047357,175.719235042996,173.866871270087,218.687014161115,208.861479285763
172.150849288458,149.994877831821,191.246363740997,183.040923441225,220.620503738467,179.644125459834,168.544452956991,136.437552128092,197.543732414591
179.549938305146,169.443998912467,181.413625197772,157.285846983697,203.221433819476,194.990237184255,168.693329213048,166.605343664099,205.88954494898
208.463412661937,159.931032743158,171.248553075427,152.739412784241,158.687837332224,159.315626016256,157.436755338492,177.581508717821,190.482198968797
173.485888902949,164.744728989236,174.319606269003,158.003074629426,197.384988392434,178.090071553022,176.926107894729,151.603623342292,199.261386588739
184.448720027829,177.482413432509,160.840646675533,179.358565583867,196.146299901571,170.934118668087,185.431755042974,152.95763837962,196.299418678979
148.002962776321,168.728600414648,189.29726401026,165.01049583558,170.213769414802,159.751435794257,147.75587308697,173.576698514008,181.834868903166
166.160567745298,226.91416382216,192.24118967854,158.631339515406,158.019757423341,202.111975026928,181.983388684085,226.518359068036,207.801104811143
165.364434925285,168.83276829353,149.727423016164,176.723987563567,160.522714951739,159.947809889176,160.577673981678,165.916075544943,185.368291040168
146.733087976926,185.646076243903,168.349900910985,168.519473981289,172.809490865935,172.521952696819,151.107247761133,162.442699763873,196.306969179374
192.539112613705,157.746403354919,159.709458599938,160.833890350537,184.488004734733,160.260179562966,175.55238586265,178.097546568223,204.123963758457
158.854808747696,146.976915191174,146.893299670926,144.630426363514,197.764523629638,159.032282301999,178.33743448375,154.558233836845,181.32616630306
126.415549031806,167.424112664048,131.960399062159,173.84295492294,174.75224895847,151.245310424287,163.62350164021,151.541283700136,172.149605312953
164.925653417097,159.341909494558,151.140699332619,164.98776553572,185.828122652907,153.52899851186,150.847584590629,199.330546165605,180.726521538875
162.622527513322,141.027397759523,146.898331226628,157.253565661881,176.777038322854,155.541647709134,143.145996651039,191.135737344822,174.001890576487
161.484609017712,139.280036013397,151.158348352856,147.406247345415,177.103238295717,136.317141978066,171.582872823571,175.018459476211,181.907936184353
119.311570931443,153.529571353194,144.928327814543,153.596599399633,148.927308438873,142.681536242538,176.625493826886,174.25724523648,171.925815243116
137.52319793361,144.288092943953,150.506592760029,178.361190932564,166.992165633285,133.966548565739,172.117331527393,164.447614715415,176.896406098401
152.357223340482,150.19546328403,147.081197657301,160.249522345258,160.010589351309,144.085027289696,173.670414930562,157.540740664679,179.656890549579
