long,lat,tws
88.875,38.875,-0.908875249326229
89.125,38.875,
89.375,38.875,-0.923362410627306
89.625,38.875,-0.933782974258065
89.875,38.875,-1.43992939218879
90.125,38.875,-2.4418016821146
90.375,38.875,-2.95287379622459
90.625,38.875,-2.97314539551735
90.875,38.875,-2.99533101916313
91.125,38.875,-3.01943036913872
91.375,38.875,-3.11113893985748
91.625,38.875,-3.27045631408691
91.875,38.875,-3.35221795737743
92.125,38.875,-3.35642367601395
92.375,38.875,-3.3486410677433
92.625,38.875,-3.32886992394924
92.875,38.875,-2.62295823544264
93.125,38.875,-1.23090668395162
93.375,38.875,-0.677463539177552
93.625,38.875,-0.962628097273409
93.875,38.875,-0.843536629574373
94.125,38.875,-0.320189526304603
94.375,38.875,0.476225296035409
94.625,38.875,1.54570807516575
94.875,38.875,2.03769427910447
95.125,38.875,1.95218367874622
95.375,38.875,2.01696459390223
95.625,38.875,2.232037499547
95.875,38.875,2.61482873558998
96.125,38.875,3.16533850505948
96.375,38.875,3.3950871527195
96.625,38.875,3.30407454073429
96.875,38.875,3.27008025348187
97.125,38.875,3.29310421645641
97.375,38.875,3.25643226504326
97.625,38.875,3.16006447374821
97.875,38.875,3.10531228408217
98.125,38.875,3.09217541106045
98.375,38.875,3.23073050379753
98.625,38.875,3.52097745239735
98.875,38.875,3.64262697100639
99.125,38.875,3.59567886590958
99.375,38.875,3.59795528650284
99.625,38.875,
99.875,38.875,
100.125,38.875,
100.375,38.875,
100.625,38.875,
100.875,38.875,
101.125,38.875,
101.375,38.875,
101.625,38.875,
101.875,38.875,
102.125,38.875,
102.375,38.875,
102.625,38.875,
102.875,38.875,
103.125,38.875,
103.375,38.875,
103.625,38.875,
103.875,38.875,
104.125,38.875,
104.375,38.875,
104.625,38.875,
68.125,38.625,
68.375,38.625,
68.625,38.625,
68.875,38.625,
69.125,38.625,
69.375,38.625,
69.625,38.625,
69.875,38.625,
70.125,38.625,
70.375,38.625,112.535479545593
70.625,38.625,110.122657895088
70.875,38.625,108.537388086319
71.125,38.625,107.779675722122
71.375,38.625,107.317106962204
71.625,38.625,107.149682998657
71.875,38.625,102.970565974712
72.125,38.625,94.7797522097826
72.375,38.625,90.7050420045853
72.625,38.625,90.7464404702187
72.875,38.625,87.7737163454294
73.125,38.625,81.7868677917868
73.375,38.625,78.7857425278053
73.625,38.625,78.7703400347382
73.875,38.625,74.2351137623191
74.125,38.625,65.1800611913204
74.375,38.625,60.640484213829
74.625,38.625,60.616383343935
74.875,38.625,59.0460189580917
75.125,38.625,55.929393529892
75.375,38.625,53.3753305673599
75.625,38.625,51.383827149868
75.875,38.625,47.3181970268488
76.125,38.625,
76.375,38.625,
76.625,38.625,
76.875,38.625,
77.125,38.625,
77.375,38.625,
77.625,38.625,
77.875,38.625,
78.125,38.625,
78.375,38.625,
78.625,38.625,
78.875,38.625,
79.125,38.625,
79.375,38.625,
79.625,38.625,
79.875,38.625,
80.125,38.625,
80.375,38.625,
80.625,38.625,
80.875,38.625,
81.125,38.625,
81.375,38.625,
81.625,38.625,
81.875,38.625,
82.125,38.625,
82.375,38.625,
82.625,38.625,
82.875,38.625,
83.125,38.625,
83.375,38.625,
83.625,38.625,
83.875,38.625,
84.125,38.625,
84.375,38.625,
84.625,38.625,
84.875,38.625,
85.125,38.625,
85.375,38.625,
85.625,38.625,
85.875,38.625,
86.125,38.625,
86.375,38.625,
86.625,38.625,
86.875,38.625,
87.125,38.625,
87.375,38.625,
87.625,38.625,
87.875,38.625,
88.125,38.625,
88.375,38.625,-0.338808234897442
88.625,38.625,-1.32051330059767
88.875,38.625,-1.81062796711922
89.125,38.625,-1.8091518804431
89.375,38.625,-2.08323030860629
89.625,38.625,-2.63286285847425
89.875,38.625,-3.27848309278488
90.125,38.625,-4.02009126357734
90.375,38.625,-4.49428940564394
90.625,38.625,-4.701077029109
90.875,38.625,-4.81064940197393
91.125,38.625,-4.82300533913076
91.375,38.625,-4.88726393366233
91.625,38.625,-5.00342662259936
91.875,38.625,-4.91068125143647
92.125,38.625,-4.6090277871117
92.375,38.625,-4.45056758821011
92.625,38.625,-4.43530057370663
92.875,38.625,-4.0360117778182
93.125,38.625,-3.25270099565387
93.375,38.625,-2.50844954419881
93.625,38.625,-1.80325692892075
93.875,38.625,-1.4213167577982
94.125,38.625,-1.36262939870358
94.375,38.625,-0.803337939083576
94.625,38.625,0.256557047367096
94.875,38.625,1.07115070521832
95.125,38.625,1.6404430270195
95.375,38.625,1.92111200094223
95.625,38.625,1.91315722465515
95.875,38.625,2.18732406198978
96.125,38.625,2.74361228942871
96.375,38.625,3.09179894626141
96.625,38.625,3.23188434541225
96.875,38.625,3.26622864603996
97.125,38.625,3.1948322057724
97.375,38.625,3.11587122827768
97.625,38.625,3.0293464101851
97.875,38.625,2.99834242463112
98.125,38.625,3.02285928279161
98.375,38.625,3.16523884609342
98.625,38.625,3.42548064887524
98.875,38.625,3.53147222101688
99.125,38.625,3.48321372270584
99.375,38.625,3.53594335913658
99.625,38.625,3.68966124951839
99.875,38.625,3.79593166708946
100.125,38.625,3.8547545671463
100.375,38.625,
100.625,38.625,
100.875,38.625,
101.125,38.625,
101.375,38.625,
101.625,38.625,
101.875,38.625,
102.125,38.625,
102.375,38.625,
102.625,38.625,
102.875,38.625,
103.125,38.625,
103.375,38.625,
103.625,38.625,
103.875,38.625,
104.125,38.625,
104.375,38.625,
104.625,38.625,
68.125,38.375,
68.375,38.375,
68.625,38.375,
68.875,38.375,
69.125,38.375,
69.375,38.375,
69.625,38.375,
69.875,38.375,
70.125,38.375,
70.375,38.375,113.407163858414
70.625,38.375,112.634280204773
70.875,38.375,111.063420414925
71.125,38.375,108.694573640823
71.375,38.375,107.194687843323
71.625,38.375,106.563765406609
71.875,38.375,104.905442595482
72.125,38.375,102.219725608826
72.375,38.375,100.894284546375
72.625,38.375,100.929121732712
72.875,38.375,95.4313471913338
73.125,38.375,84.4009618759155
73.375,38.375,78.8704887116328
73.625,38.375,78.8399256225675
73.875,38.375,76.7306385859847
74.125,38.375,72.5426249429584
74.375,38.375,70.4339610785246
74.625,38.375,70.4046516120434
74.875,38.375,65.723879955709
75.125,38.375,56.3916463553906
75.375,38.375,51.4056308865547
75.625,38.375,50.7658327221871
75.875,38.375,49.4439966380596
76.125,38.375,47.4401244223118
76.375,38.375,
76.625,38.375,
76.875,38.375,
77.125,38.375,
77.375,38.375,
77.625,38.375,
77.875,38.375,
78.125,38.375,
78.375,38.375,
78.625,38.375,
78.875,38.375,
79.125,38.375,
79.375,38.375,
79.625,38.375,
79.875,38.375,
80.125,38.375,
80.375,38.375,
80.625,38.375,
80.875,38.375,
81.125,38.375,
81.375,38.375,
81.625,38.375,
81.875,38.375,
82.125,38.375,
82.375,38.375,
82.625,38.375,
82.875,38.375,
83.125,38.375,
83.375,38.375,
83.625,38.375,
83.875,38.375,
84.125,38.375,
84.375,38.375,
84.625,38.375,
84.875,38.375,
85.125,38.375,
85.375,38.375,
85.625,38.375,
85.875,38.375,
86.125,38.375,
86.375,38.375,
86.625,38.375,
86.875,38.375,
87.125,38.375,
87.375,38.375,
87.625,38.375,
87.875,38.375,
88.125,38.375,-2.05921390652657
88.375,38.375,-3.1247760206461
88.625,38.375,-3.44656044989824
88.875,38.375,-3.6019652299583
89.125,38.375,-3.59099029377103
89.375,38.375,-4.40342892333865
89.625,38.375,-6.03927956521511
89.875,38.375,-6.97289201617241
90.125,38.375,-7.20426641404629
90.375,38.375,-7.61526763066649
90.625,38.375,-8.20589753985405
90.875,38.375,-8.50015036715195
91.125,38.375,-8.49802665226162
91.375,38.375,-8.51585723925382
91.625,38.375,-8.55364225059748
91.875,38.375,-8.1174797564745
92.125,38.375,-7.20736918598414
92.375,38.375,-6.74861513217911
92.625,38.375,-6.74121798947454
92.875,38.375,-6.60266031324863
93.125,38.375,-6.33294274657965
93.375,38.375,-5.20132392644882
93.625,38.375,-3.20780385099351
93.875,38.375,-2.18995923548937
94.125,38.375,-2.14778981357813
94.375,38.375,-1.93997816741467
94.625,38.375,-1.56652423739433
94.875,38.375,-0.553040072321892
95.125,38.375,1.10047410428524
95.375,38.375,1.92436099052429
95.625,38.375,1.91862082481384
95.875,38.375,1.99896478652954
96.125,38.375,2.16539295017719
96.375,38.375,2.52175635099411
96.625,38.375,3.06805463135242
96.875,38.375,3.2887327671051
97.125,38.375,3.18379053473473
97.375,38.375,3.11480651795864
97.625,38.375,3.08178063482046
97.875,38.375,3.07948124408722
98.125,38.375,3.10790870338678
98.375,38.375,3.14416416734457
98.625,38.375,3.18824787437916
98.875,38.375,3.23173737898469
99.125,38.375,3.27463298290968
99.375,38.375,3.42687414586544
99.625,38.375,3.68846073001623
99.875,38.375,3.84500283002853
100.125,38.375,3.89650043845177
100.375,38.375,3.76822330057621
100.625,38.375,3.46017174981535
100.875,38.375,
101.125,38.375,
101.375,38.375,
101.625,38.375,
101.875,38.375,
102.125,38.375,
102.375,38.375,
102.625,38.375,
102.875,38.375,
103.125,38.375,
103.375,38.375,
103.625,38.375,
103.875,38.375,
104.125,38.375,
104.375,38.375,
104.625,38.375,
68.125,38.125,
68.375,38.125,
68.625,38.125,
68.875,38.125,
69.125,38.125,
69.375,38.125,
69.625,38.125,
69.875,38.125,
70.125,38.125,
70.375,38.125,113.26403594017
70.625,38.125,114.603536128998
70.875,38.125,114.094685792923
71.125,38.125,111.737494111061
71.375,38.125,110.246899485588
71.625,38.125,109.622907400131
71.875,38.125,108.493806600571
72.125,38.125,106.85960316658
72.375,38.125,106.055834531784
72.625,38.125,106.082497835159
72.875,38.125,100.868447482586
73.125,38.125,90.4136772453785
73.375,38.125,85.1635685265064
73.625,38.125,85.1181239187718
73.875,38.125,82.6632622480392
74.125,38.125,77.7989919111133
74.375,38.125,75.3498180406168
74.625,38.125,75.3157468549907
74.875,38.125,70.6348213106394
75.125,38.125,61.3070409744978
75.375,38.125,55.1090593785048
75.625,38.125,52.0408769249916
75.875,38.125,50.3217008113861
76.125,38.125,49.951533138752
76.375,38.125,46.7173943221569
76.625,38.125,
76.875,38.125,
77.125,38.125,
77.375,38.125,
77.625,38.125,
77.875,38.125,
78.125,38.125,
78.375,38.125,
78.625,38.125,
78.875,38.125,
79.125,38.125,
79.375,38.125,
79.625,38.125,
79.875,38.125,
80.125,38.125,
80.375,38.125,
80.625,38.125,
80.875,38.125,
81.125,38.125,
81.375,38.125,
81.625,38.125,
81.875,38.125,
82.125,38.125,
82.375,38.125,
82.625,38.125,
82.875,38.125,
83.125,38.125,
83.375,38.125,
83.625,38.125,
83.875,38.125,
84.125,38.125,
84.375,38.125,
84.625,38.125,
84.875,38.125,
85.125,38.125,
85.375,38.125,
85.625,38.125,
85.875,38.125,
86.125,38.125,
86.375,38.125,
86.625,38.125,
86.875,38.125,
87.125,38.125,0.319363176822662
87.375,38.125,-0.120231494307518
87.625,38.125,-0.993934608995914
87.875,38.125,-2.20268552564085
88.125,38.125,-3.74648351967335
88.375,38.125,-4.51344064623117
88.625,38.125,-4.50355730205774
88.875,38.125,-5.060741731897
89.125,38.125,-6.18499490246177
89.375,38.125,-7.26140370965004
89.625,38.125,-8.28996694087982
89.875,38.125,-8.78858536481857
90.125,38.125,-8.75725992023945
90.375,38.125,-9.56542958319187
90.625,38.125,-11.2130950167775
90.875,38.125,-11.5924436748028
91.125,38.125,-10.7034768462181
91.375,38.125,-10.2567713707685
91.625,38.125,-10.2523297592998
91.875,38.125,-10.1318919695914
92.125,38.125,-9.89545847475529
92.375,38.125,-9.29063412547112
92.625,38.125,-8.31741777062416
92.875,38.125,-7.82911969721317
93.125,38.125,-7.8257400393486
93.375,38.125,-6.91313143074513
93.625,38.125,-5.09129333496094
93.875,38.125,-3.76598723232746
94.125,38.125,-2.93721290677786
94.375,38.125,-2.51078253611922
94.625,38.125,-2.4866968113929
94.875,38.125,-1.58319041616051
95.125,38.125,0.199736230075359
95.375,38.125,1.29581963550299
95.625,38.125,1.70506031066179
95.875,38.125,1.89876764267683
96.125,38.125,1.87694211304188
96.375,38.125,2.16695756092668
96.625,38.125,2.76881416141987
96.875,38.125,3.02269752696157
97.125,38.125,2.92860762961209
97.375,38.125,2.87909997999668
97.625,38.125,2.87417450547218
97.875,38.125,2.91477310657501
98.125,38.125,3.00089599937201
98.375,38.125,3.04585923999548
98.625,38.125,3.04966349154711
98.875,38.125,3.09183465689421
99.125,38.125,3.17237325757742
99.375,38.125,3.30835936591029
99.625,38.125,3.49979313742369
99.875,38.125,3.61773267388344
100.125,38.125,3.66217829287052
100.375,38.125,3.56693025305867
100.625,38.125,3.3319890704006
100.875,38.125,3.16236697509885
101.125,38.125,3.05806437134743
101.375,38.125,
101.625,38.125,
101.875,38.125,
102.125,38.125,
102.375,38.125,
102.625,38.125,
102.875,38.125,
103.125,38.125,
103.375,38.125,
103.625,38.125,
103.875,38.125,
104.125,38.125,
104.375,38.125,
104.625,38.125,
68.125,37.875,
68.375,37.875,
68.625,37.875,
68.875,37.875,
69.125,37.875,
69.375,37.875,
69.625,37.875,
69.875,37.875,
70.125,37.875,
70.375,37.875,112.106086730957
70.625,37.875,116.03041100502
70.875,37.875,117.631195664406
71.125,37.875,116.90843963623
71.375,37.875,116.473742604256
71.625,37.875,116.327105641365
71.875,37.875,113.73565363884
72.125,37.875,108.699384093285
72.375,37.875,106.189688205719
72.625,37.875,106.206572532654
72.875,37.875,104.085014760494
73.125,37.875,99.8250170350075
73.375,37.875,97.6649858355522
73.625,37.875,97.6049293279648
73.875,37.875,92.0329863913357
74.125,37.875,80.9491622690111
74.375,37.875,75.388057358563
74.625,37.875,75.3496710173786
74.875,37.875,73.7788442708552
75.125,37.875,70.6755771413446
75.375,37.875,64.4856169968844
75.625,37.875,55.2089623063803
75.875,37.875,49.9513116627932
76.125,37.875,48.7126637399197
76.375,37.875,
76.625,37.875,
76.875,37.875,
77.125,37.875,
77.375,37.875,
77.625,37.875,
77.875,37.875,
78.125,37.875,
78.375,37.875,
78.625,37.875,
78.875,37.875,
79.125,37.875,
79.375,37.875,
79.625,37.875,
79.875,37.875,
80.125,37.875,
80.375,37.875,
80.625,37.875,
80.875,37.875,
81.125,37.875,
81.375,37.875,
81.625,37.875,
81.875,37.875,
82.125,37.875,
82.375,37.875,
82.625,37.875,
82.875,37.875,
83.125,37.875,
83.375,37.875,
83.625,37.875,
83.875,37.875,
84.125,37.875,
84.375,37.875,
84.625,37.875,
84.875,37.875,
85.125,37.875,
85.375,37.875,
85.625,37.875,
85.875,37.875,
86.125,37.875,
86.375,37.875,0.802892744541168
86.625,37.875,0.503832459449768
86.875,37.875,0.349044188857079
87.125,37.875,0.33852744102478
87.375,37.875,-0.974721625447273
87.625,37.875,-3.5907030403614
87.875,37.875,-4.8018831461668
88.125,37.875,-4.60826237499714
88.375,37.875,-4.50480241328478
88.625,37.875,-4.49150262027979
88.875,37.875,-6.18695705058053
89.125,37.875,-9.59116500616074
89.375,37.875,-10.6571550965309
89.625,37.875,-9.38492518663406
89.875,37.875,-8.72556504607201
90.125,37.875,-8.67907282710075
90.375,37.875,-10.3447741791606
90.625,37.875,-13.72266946733
90.875,37.875,-14.0875290557742
91.125,37.875,-11.4393539726734
91.375,37.875,-10.1100073456764
91.625,37.875,-10.099488966167
91.875,37.875,-10.9539182931185
92.125,37.875,-12.6732946485281
92.375,37.875,-12.076622530818
92.625,37.875,-9.16390059888363
92.875,37.875,-7.71539038419724
93.125,37.875,-7.73109324276447
93.375,37.875,-7.6438715159893
93.625,37.875,-7.45372460130602
93.875,37.875,-6.14940018858761
94.125,37.875,-3.73089811205864
94.375,37.875,-2.51575156673789
94.625,37.875,-2.50396063178778
94.875,37.875,-2.01930060982704
95.125,37.875,-1.06177073717117
95.375,37.875,0.0354879647493362
95.625,37.875,1.27247569477186
95.875,37.875,1.88673303648829
96.125,37.875,1.87825990468264
96.375,37.875,2.02740310877562
96.625,37.875,2.33416263014078
96.875,37.875,2.46812255680561
97.125,37.875,2.42928349971771
97.375,37.875,2.40875199437141
97.625,37.875,2.40652830898762
97.875,37.875,2.50421823561192
98.125,37.875,2.70182130485773
98.375,37.875,2.87032447755337
98.625,37.875,3.00972746312618
98.875,37.875,3.11176390945911
99.125,37.875,3.17643361538649
99.375,37.875,3.18039828538895
99.625,37.875,3.1236582249403
99.875,37.875,3.11412115395069
100.125,37.875,3.15178796648979
100.375,37.875,3.12953673303127
100.625,37.875,3.04736812412739
100.875,37.875,2.91904921643436
101.125,37.875,2.74458006024361
101.375,37.875,2.5563847348094
101.625,37.875,
101.875,37.875,
102.125,37.875,
102.375,37.875,
102.625,37.875,
102.875,37.875,
103.125,37.875,
103.375,37.875,
103.625,37.875,
103.875,37.875,
