sou_names,X2003.01.01,X2003.02.01,X2003.03.01,X2003.04.01,X2003.05.01,X2003.06.01,X2003.07.01,X2003.08.01,X2003.09.01,X2003.10.01,X2003.11.01,X2003.12.01,X2004.01.01,X2004.02.01,X2004.03.01,X2004.04.01,X2004.05.01,X2004.06.01,X2004.07.01,X2004.08.01,X2004.09.01,X2004.10.01,X2004.11.01,X2004.12.01,X2005.01.01,X2005.02.01,X2005.03.01,X2005.04.01,X2005.05.01,X2005.06.01,X2005.07.01,X2005.08.01,X2005.09.01,X2005.10.01,X2005.11.01,X2005.12.01,X2006.01.01,X2006.02.01,X2006.03.01,X2006.04.01,X2006.05.01,X2006.06.01,X2006.07.01,X2006.08.01,X2006.09.01,X2006.10.01,X2006.11.01,X2006.12.01,X2007.01.01,X2007.02.01,X2007.03.01,X2007.04.01,X2007.05.01,X2007.06.01,X2007.07.01,X2007.08.01,X2007.09.01,X2007.10.01,X2007.11.01,X2007.12.01,X2008.01.01,X2008.02.01,X2008.03.01,X2008.04.01,X2008.05.01,X2008.06.01,X2008.07.01,X2008.08.01,X2008.09.01,X2008.10.01,X2008.11.01,X2008.12.01,X2009.01.01,X2009.02.01,X2009.03.01,X2009.04.01,X2009.05.01,X2009.06.01,X2009.07.01,X2009.08.01,X2009.09.01,X2009.10.01,X2009.11.01,X2009.12.01,X2010.01.01,X2010.02.01,X2010.03.01,X2010.04.01,X2010.05.01,X2010.06.01,X2010.07.01,X2010.08.01,X2010.09.01,X2010.10.01,X2010.11.01,X2010.12.01,X2011.01.01,X2011.02.01,X2011.03.01,X2011.04.01,X2011.05.01,X2011.06.01,X2011.07.01,X2011.08.01,X2011.09.01,X2011.10.01,X2011.11.01,X2011.12.01,X2012.01.01,X2012.02.01,X2012.03.01,X2012.04.01,X2012.05.01,X2012.06.01,X2012.07.01,X2012.08.01,X2012.09.01,X2012.10.01,X2012.11.01,X2012.12.01,X2013.01.01,X2013.02.01,X2013.03.01,X2013.04.01,X2013.05.01,X2013.06.01,X2013.07.01,X2013.08.01,X2013.09.01,X2013.10.01,X2013.11.01,X2013.12.01,X2014.01.01,X2014.02.01,X2014.03.01,X2014.04.01,X2014.05.01,X2014.06.01,X2014.07.01,X2014.08.01,X2014.09.01,X2014.10.01,X2014.11.01,X2014.12.01,X2015.01.01,X2015.02.01,X2015.03.01,X2015.04.01,X2015.05.01,X2015.06.01,X2015.07.01,X2015.08.01,X2015.09.01,X2015.10.01,X2015.11.01,X2015.12.01,X2016.01.01,X2016.02.01,X2016.03.01,X2016.04.01,X2016.05.01,X2016.06.01,X2016.07.01,X2016.08.01,X2016.09.01,X2016.10.01,X2016.11.01,X2016.12.01,X2017.01.01,X2017.02.01,X2017.03.01,X2017.04.01,X2017.05.01,X2017.06.01,X2017.07.01,X2017.08.01,X2017.09.01,X2017.10.01,X2017.11.01,X2017.12.01
ao,-59.136040021,-306.073584601,-15497.988852005,-2566.904025121,-2209.263897256,-9662.865454989,-22891.01659948,-171270.917430098,-824.969915764,-1852.966693224,-10197.724631024,-1299.71064653,-41.892161882,-13.11691548,-6729.7112437893,-19641.2397292576,-1815.8704518,-5853.055917388,-39271.308182171,-19214.97190165,-20071.26183943,-30257.861997,-2214.861981535,-1.5572567,-507.516576458,-42207.006150633,-401.034622716,-40793.17316412,-8938.35389851,-3880.6521924,-114.41529344,-3139.07039518,-152.86850527,-1045.95913224,-116.22142801,-77.127934348,-20395.117239535,-195.10893288,-1004.97046892,-1037.31990093,-27330.4625637,-15073.07454973,-10689.56026856,-725.45420176,-48518.50107631,-5096.811746755,-23.79364124,-1537.141744399,-63096.0535665818,-2566.492796814,-880.93635166,-5570.941969914,-27061.841199098,-21590.461198771,-14109.74254724,-21330.312208554,-0.51497674,-120572.969576858,-148.50393846,-2335.116915231,-600.01121567,-531.034491686,0,-557.62202495,-680.752016066,-3866.250823434,-1097.3901353,-22397.510306901,-16888.1607153,-85.76854613,-36.66976916,-495.03790696,-8328.9834169829,-1906.495011238,-389.349162465,-4249.40996212,-26343.091063158,-43267.267417995,-14779.11293191,-5627.31080679,-23341.617285412,-79.1188204,-13040.367527824,-4056.686022955,-2401.933128234,-8807.625760452,-2607.48692454,-685.167096134,-3886.36100441,-9381.58833938,-15922.39724195,-180567.395370312,-20837.60989388,-4593.21628668,-24.88878895,-19173.1598670932,-250.104292815,-8812.2370556632,-22589.401476001,-57429.586987539,-10502.58198676,-33234.015469451,-267061.098794527,-2353.38460838,-317.72016663,-6067.28458294,-1637.58354765,-41635.916057165,-21611.493159683,-33497.9458637678,-3433.967785885,-3300.256006618,-889.53207037,-14353.181831174,-13319.81085881,-14010.53304098,-6389.345773907,-461.838339416,-2946.291541671,-1740.903025529,-978.836904525,-3665.8559964736,-2272.76179903,-1376.960578952,-2684.876560533,-41704.654666376,-58667.52133311,-1906.03965566,-922.1282521,-30664.303002576,-131.985735497,-558.367188583,-4308.333868647,-9516.580052076,-610.525128328,-6019.311689274,-19794.159036124,-26906.60095352,-1439.33513064,-1840.45579532,-864.7705474,-28290.798488197,-10823.110173356,-38729.876482034,-8066.590721721,-4861.577698297,-2506.371116068,-1912.09030292,-1315.947357101,-30034.435167564,-38085.45819692,-1226.85933246,-7859.70195014,-8646.02671177,-32507.526541401,-513.462754024,-1088.231104108,-104.231011976,-4137.92772597,-96.40311033,-10057.27994316,0,-54787.73792687,-1025.01944508,-56.24009662,-97.87474132,-50414.7726154473,-258.3733564,-3613.9261302375,-17259.6686627854,-12442.925571112,-7610.124506438,-48159.518986193,-15806.977145102,-4721.14143554,-67.679065,-5370.482220728,-70905.233133495,-1113.442123281,-761.8989582444
ato,-365767.502364775,-531534.708895989,-620351.351105368,-1077123.99026724,-624396.229885276,-581877.482910371,-395718.452324059,-165078.85187362,-179629.161423978,-319107.090410676,-225478.592007171,-370906.331785551,-576241.02947616,-638881.930160747,-399038.293222093,-819815.585338542,-1204839.88282385,-719185.946989196,-747457.621310096,-226269.840375092,-617229.551882163,-388246.939911483,-306963.228633256,-389067.220534825,-333010.690752004,-832357.077526533,-447076.877309471,-660134.954915574,-491923.530734246,-289956.913117442,-69319.634732947,-12914.554948807,-261992.216853222,-375705.673182585,-339218.908648276,-635246.33234196,-311156.008474073,-518513.33125916,-973426.554436674,-1242869.38356532,-1173221.89218505,-332495.230877114,-1176589.81576444,-20876.76153348,-96560.764714362,-1416473.61209853,-237096.31010805,-588421.006656868,-384196.6540145,-687580.98358476,-1160331.02315348,-1038351.92825598,-459162.849178031,-1130961.68874025,-182361.208375458,-13477.936648795,-177765.403538135,-301137.713691092,-626233.322402281,-476123.322816883,-253628.868657695,-291401.026754046,-578548.204130703,-1190874.21753661,-1376653.09720287,-842124.937931866,-142454.172812594,-1076739.51753281,-560714.387240173,-589034.180371092,-299696.142823352,-339269.307379381,-552122.600777534,-875925.288165801,-783476.080475007,-906729.579821971,-1506450.41389024,-887814.570646426,-592655.395832095,-358139.664417644,-177657.859660464,-541968.203754133,-343029.77471267,-595356.191155471,-775411.764642912,-392497.196673628,-841140.732243055,-1264871.3035619,-535009.66845101,-423934.229677473,-320753.151333053,-1037.65836605,-66879.124560965,-446844.394590401,-302427.867674736,-234345.711158161,-340656.414950694,-509700.864744935,-858177.153595009,-1136904.07147323,-1343946.3086401,-632922.35670119,-547547.907606283,-94251.572786206,-105887.734264773,-460404.21817673,-461877.102736287,-649659.607386901,-507204.256065276,-479150.582659435,-930209.77385565,-558148.833752783,-1644398.79351154,-472069.458204138,-78502.675244588,-103472.086058032,-40656.771603259,-351815.622481859,-340657.985698163,-649241.523329343,-220425.152334591,-430515.454283518,-891097.34474626,-268175.114204126,-698868.377443504,-1234921.23155186,-387057.743064934,-901331.923287508,-716037.480784804,-2230650.1170638,-231382.66821959,-799296.568268704,-244390.721409563,-580233.871388969,-802109.361165979,-1231168.04679291,-321427.757674882,-1142077.56329666,-625006.43934545,-101831.229245219,-59636.337051402,-130700.974994498,-498339.370120209,-321234.924265053,-297315.892213806,-433159.459975306,-808312.535118408,-1454405.15057684,-503252.371378645,-531520.997218389,-963358.533769627,-82109.5264831,-500078.666992324,-634842.260260086,-750329.141166909,-446653.044018267,-702480.707140141,-374915.985650358,-163505.945670971,-641529.434736187,-1899955.4925482,-672146.774101487,-528567.813633346,-82838.105756457,-510449.379347254,-300424.850745294,-904769.183967084,-837822.48859171,-588255.116100377,-369395.534512645,-529023.859006702,-1145844.89357407,-1176247.73403567,-1090403.43536473,-462544.264638228,-925605.644370053,-888733.982364436,-462488.871465136,-868009.018559255,-525869.323535874
bs,-5310.696703566,-260.68819872,-12982.070481873,-21641.592250366,-21811.564551741,-19553.087830444,-26254.311008029,-46539.65594746,-77322.469355012,-6404.126871121,-32299.337581652,-12977.986795248,-10.5551073,-16552.093987589,-7741.9672713209,-32694.761232563,-14414.615057116,-24470.649414749,-99867.837227103,-71255.691591915,-34867.372498179,-21837.838528535,-56809.731801729,-822.035129467,-10931.805622899,-285.786132282,-69.909651114,-16976.288147863,-17565.295784274,-72727.913211218,-28386.12729682,-16149.453663606,-6023.788708345,-73637.54495553,-14909.810113091,-28695.720995719,-18422.551184593,-13316.333446984,-599.815925709,-21899.740188212,-6346.75617708,-19769.110379887,-28907.64244196,-19903.72787218,-33619.873860956,-11753.52480299,-1732.07774961,-8778.577481389,-18571.730684893,-3044.190835432,-6340.099958842,-7972.691556936,-6589.669339818,-14083.553939681,-12543.99152497,-12068.727052404,-45110.997017794,-5021.199104721,-13484.809039268,-9840.740392277,-371.11489473,-50482.3518226,-1647.011315583,-2464.22179393,-12995.782538186,-64694.255070429,-242828.197711184,-5944.48435482,-31624.960049747,-30209.116601022,-37532.233690407,-5025.433267849,-12595.927681536,-1456.982691531,-9189.073184308,-74046.273363942,-18974.379829621,-42314.385075491,-167125.658099703,-188464.541102918,-3668.314986813,-28106.75423379,-14663.81019056,-4400.374597428,-7418.955930752,-752.187155178,-31284.824679335,-7939.296777936,-35292.83954286,-70379.29246128,-207789.455816931,-4804.81751222,-93262.605315358,-19954.69375523,-10337.648299838,-29336.04483868,-39375.964958519,-9374.536949232,-8979.284751227,-43599.7994766712,-22862.227728937,-64483.856530417,-8396.44939078,-282028.202025911,-27441.38753403,-14305.440921421,-9534.548589307,-8767.815878651,-12079.07381602,-1087.2371311452,-23457.905952787,-5462.725140371,-151784.401652175,-12088.142511698,-69369.688209113,-3191.9634853684,-4174.65043793,-153387.726631968,-20101.698131377,-2887.6120527,-8609.5297956,-7542.428814788,-3591.962764176,-87768.296676088,-50597.397570357,-66573.702832291,-70803.391139174,-92523.170928929,-31191.839768382,-300.454443814,-5049.795619358,-18253.836404698,-18959.610153559,-10782.677539137,-30908.740758924,-3921.73529196,-3137.880196564,-15999.1689077,-69668.482265264,-117451.882502643,-46575.356100374,-69142.563826429,-13004.251555547,-8245.737023506,-10899.30192208,-28728.04876186,-27059.035571279,-65594.932645455,-21708.342870027,-2476.54444103,-86051.345200281,-16657.52242371,-29234.627736654,-174930.528963826,-27577.827055297,-1838.843533825,-368.411784508,-413.195395558,-26487.470267204,-78670.587271763,-15236.339337418,-212515.568214834,-55037.83329265,-18110.28279208,-79837.184690181,-26262.70839689,-18686.027208638,-56.2253012,-18227.636014416,-25610.368450017,-2107.313577956,-7914.528622949,-5826.169994582,-34586.614266011,-59500.451251119,-7548.874062221,-21341.723776134,-7834.790933589,-158.81208949,-15116.495624968
cs,-33947.160645524,-11677.17860282,-18471.169681513,-6805.832669072,-42866.75999379,-123918.175548256,-142428.604872865,-63439.311421661,-16501.788366345,-54444.770710438,-34603.062007195,-5111.744915652,-2424.391136087,-7330.067181561,-82140.002232356,-12908.824932938,-8647.572507589,-192061.467734874,-185005.607897327,-123533.079509122,-160486.709139431,-34685.733757268,-108495.325571243,-5616.325838496,-46324.05674618,-570.59470997,-962.027988403,-40244.585316535,-61142.126186616,-135733.865931041,-50516.866905,-81468.63298985,-116401.538574336,-46065.247668904,-34348.708344051,-8510.64677684,-4686.921737358,-14.8928973,-4330.270180974,-18184.149515388,-44931.270039665,-24512.8600488,-200687.16909725,-304833.093758047,-89737.242786551,-116505.645291326,-22794.131142701,-8897.63788246,-6364.065750094,-22.85250189,-30483.337410159,-15411.415352122,-42296.696783058,-184995.931372106,-89056.3623504444,-46852.913446439,-80271.795942271,-5169.088073901,-4062.847117133,-18848.0282887,-79.10583416,-25319.292500056,-1866.748288469,-19468.46348427,-81287.006882641,-110670.514546152,-198785.051249658,-58642.3545566542,-62367.62472125,-57142.747778402,-2229.026761935,-1447.867692081,-3792.246568309,-14660.305142493,-5125.475000182,-50468.908294027,-47473.408721507,-145020.078367409,-107247.594300118,-197645.757869795,-27193.548072508,-34921.68491546,-3360.842180424,-19907.751513415,-2162.974193788,-11365.804235057,-3512.865306418,-42453.639041407,-32179.482533581,-69699.864379654,-110500.901737218,-22459.626325296,-90437.248034491,-197981.28556545,-11519.692095382,-114550.717330202,-1456.835719075,-7230.684198797,-11128.601753086,-77437.714434627,-150691.830491811,-212652.454674357,-84963.8413363905,-79372.769092915,-197659.006971006,-88574.588653156,-9427.456785181,-4043.40425621,-8386.639680602,-15332.311054396,-4975.202676012,-18537.282507436,-105301.738434589,-212762.613771327,-74597.9011819,-110722.284298072,-30657.4220002672,-57440.629737019,-50145.207310026,-25027.641120875,-16546.775966821,-7119.639206527,-762.62114032,-76158.021021539,-80512.035712698,-150773.045739691,-123616.216480264,-126402.569317064,-42833.29696956,-73956.836504873,-100903.456121311,-25192.6563191,-35193.310649807,-1442.67104604,-53707.814220467,-5326.283684998,-35623.222823797,-191941.922973671,-95110.381792767,-146816.067092268,-48005.61273054,-130525.060371889,-5446.930864163,-8993.777144693,-1442.65047224,-44306.149970875,-22093.9839605,-49856.947369623,-53222.691871446,-66591.275626057,-271108.878930539,-36735.873522992,-33791.576215413,-442475.030564978,-2866.480613397,-11114.576336697,-309.101155137,-25082.5261059837,-99281.065569321,-39088.844725348,-61938.066120629,-294194.524355749,-203858.454376336,-72707.4733836343,-117696.97745064,-54650.647530654,-33032.797734833,-12756.2041334,-14338.58318347,-5094.079575395,-103995.495921399,-57289.689738278,-25308.398863725,-154796.009838818,-49112.884493977,-40138.720232558,-200957.794407369,-48253.778007762,-5635.834836141,-2407.396049283
io,-105951.104643576,-168255.51424391,-12405.467024421,-71466.828515789,-92286.56220368,-555696.582738014,-1484475.01563994,-1536478.62223948,-1370541.84405576,-628666.720985645,-61536.53927989,-705683.187551101,-251906.434195077,-108310.075009572,-22638.942835004,-337655.606971242,-126351.490636153,-485506.82002355,-941043.512779521,-2250190.45932435,-353996.396613101,-1179777.04936103,-87762.725515565,-105408.361777103,-168581.174502713,-412545.958232491,-796240.771837536,-239350.60596798,-306434.837369301,-221126.568867596,-2129604.03853677,-1266367.02441943,-599553.148526912,-1104175.22649395,-54735.588197336,-62127.846957831,-21353.20527138,-124855.193250151,-202876.254436841,-404536.598026976,-382546.25429213,-1468323.83002894,-616951.869388786,-1375579.65484097,-1144250.02013874,-223912.949312324,-293262.255614079,-539949.153629828,-170839.749030688,-359951.04285491,-50963.967877328,-417147.359106412,-378479.543769191,-299256.064171981,-2349926.81539624,-2697250.40904435,-1420152.83125553,-1038950.80855276,-349061.355378065,-66861.400338697,-271515.031829114,-396636.673351575,-226344.010989567,-441707.674146576,-224738.175579939,-720138.363328359,-1132808.67012907,-1392004.13420431,-1658490.39199412,-148334.130470996,-735085.077173891,-1121937.66957199,-80397.981299551,-75824.776460426,-152133.59398911,-960604.442855189,-359833.053135996,-616115.701479384,-1438284.03107276,-687816.804794678,-3471077.96738589,-1180286.08836559,-227638.878932224,-101758.678616655,-197972.389793698,-344311.186830145,-147409.540919992,-149847.1532439,-644799.084701552,-1132059.81412025,-2323978.81842685,-2106530.51765018,-1958631.26635153,-475528.565646669,-207100.23658351,-99902.411440948,-31012.350272382,-141363.655626677,-177481.493081529,-128427.664430377,-533007.237117467,-372066.26411443,-1827657.1966653,-824498.023500572,-1136806.98193455,-284122.266335976,-307929.479172349,-347360.735928512,-117952.522290359,-235050.594976489,-64572.255183907,-331715.35652783,-166373.823467738,-824481.823697724,-2139166.41768943,-1988768.25867136,-1051806.99511648,-464020.684968937,-121468.058907946,-146879.485879786,-72462.039737693,-199807.120692511,-136742.4524473,-102306.463152742,-350924.428006009,-459987.510650867,-2808981.12896577,-1078514.67529012,-485819.14631288,-64100.603329801,-387999.50781953,-31763.143736945,-140389.848818132,-207120.729952205,-17050.838429288,-289563.458040557,-916946.835289626,-749619.456554597,-2224660.81251319,-2008016.87247647,-2719274.22216135,-167261.20443889,-124028.025998097,-66888.748556214,-148020.54791394,-105838.957219528,-141739.741943002,-278493.721117396,-263581.804974077,-593119.860907104,-450067.831597203,-887414.898701337,-803356.43088709,-86055.353016343,-85120.370036108,-191054.38394432,-400421.704531081,-586265.877836891,-810813.874452605,-477566.447692065,-320830.791703294,-1309506.99029817,-4167694.85905767,-1389441.54599812,-869495.66317918,-909470.931456452,-152502.816180652,-111101.496030808,-153056.260317677,-161234.593241434,-126826.196697161,-454104.294237783,-202868.981651324,-644593.14475967,-868834.11625423,-850699.664405669,-894667.855254797,-664651.707870283,-114249.076800195,-807150.355433078
ms,-86679.613299808,-49360.153262937,-161436.030498426,-84838.700622772,-323203.578990182,-213312.004200189,-331142.427745173,-172164.118979573,-72362.523636736,-485875.521321385,-87902.044847548,-164511.955207591,-101803.194984475,-127185.715480944,-107746.262943704,-500433.046517664,-175229.474222661,-463136.985214067,-134465.303817499,-318028.373735653,-530897.778192982,-443847.837112527,-154483.122303928,-127868.291584538,-129423.477696923,-50385.221925858,-178987.263420621,-86093.428071522,-214422.198768035,-534748.360349538,-56992.94100436,-229873.157096951,-566620.098851104,-720387.542879289,-148574.95731647,-273117.388865368,-68462.425338983,-186747.588783935,-160304.754585494,-366038.052264043,-134709.856719722,-149078.565032236,-219020.608129949,-585910.888154594,-21407.52439545,-443011.507971456,-541147.444979978,-121986.69595227,-52160.6129998956,-151476.526073333,-92792.722119918,-368105.150297891,-208727.747818838,-320294.922005955,-291288.990799922,-33479.617014238,-181418.432072535,-86118.264652402,-184881.26741182,-141963.990759463,-28995.881619508,-132162.298248478,-106348.200984547,-229568.680386573,-198763.904909451,-428448.396471991,-286252.636030466,-93457.086367079,-173542.992716725,-529874.184712711,-140234.935499938,-86875.265010322,-375455.683020364,-93896.733282288,-216172.905028056,-246295.990531108,-256804.915027126,-214251.395752569,-569644.331382312,-641350.338155086,-87129.787413787,-240384.426501185,-92818.551347361,-78636.425533209,-64417.852153009,-88992.6939704353,-192996.646368749,-359580.927838803,-349123.415733039,-127679.963823255,-238732.537367096,-4951.19608116,-119685.67200843,-220405.131796001,-68107.558163451,-72376.124071187,-127971.201160447,-57493.7114831659,-134242.375109079,-120897.752860447,-344110.503469115,-454437.857303215,-128774.359893769,-1900073.00330909,-326457.1997607,-260983.338960786,-315265.966428019,-75852.857082053,-139227.615103479,-104889.674618368,-196329.263137275,-254948.241759337,-245096.064470373,-288858.032912932,-328167.24315377,-110603.595292518,-57669.763025354,-524122.608302975,-381599.271932691,-43157.598452574,-112802.90672756,-101737.052647262,-29130.973054229,-171891.302081589,-276136.053076669,-245818.330252808,-258511.376090309,-301416.035636083,-554915.290447388,-191043.815337085,-33685.5749549498,-101210.922769508,-87166.304332345,-60722.1793241107,-129520.016221009,-132704.172935876,-66522.232834535,-183586.567930318,-154415.42963969,-382882.499675732,-153546.922833397,-152343.810671735,-219101.723723076,-131174.957648781,-77981.1463599123,-131196.930177546,-267141.908626348,-351276.21088356,-393924.494194734,-161618.476115781,-658000.434547053,-49001.620882591,-191033.195847087,-390875.320281701,-276226.423120449,-136672.094797852,-137326.696287575,-47170.3249141604,-51158.689275608,-339052.850378519,-428176.068202017,-451734.287301987,-256194.757089317,-110671.673712704,-795997.312991531,-162630.098907525,-135332.546065018,-29634.626045768,-105258.519006804,-127171.75102805,-352074.82051801,-142560.289232743,-421410.551658216,-299312.704803357,-452808.986247297,-104388.983352064,-169551.380606865,-120560.987940978,-82062.983780309,-75465.656308974
po,-59218.55134132,-124074.625620298,-30693.0045041878,-7314.947323681,-5842.319364499,-19820.956940514,-25212.81031683,-1360185.10535354,-166672.823428895,-746234.442273974,-12856.142067683,-19355.196386177,-23195.7592642082,-70510.093841134,-7663.5464314899,-29769.955140593,-51850.241436081,-116176.346987963,-1117.495874705,-89726.0246679,-84416.715968527,-4365.71406644,-219.786150273,-8506.687137599,-61994.621409545,-13981.002343142,-40374.744742681,-130083.094619656,-25670.608691652,-360.63946719,-51844.99707781,-128403.66466,-98139.323809361,-85133.117889659,-27475.717307809,-18322.888726355,-3352.01996725,-11349.540862775,-33551.222734585,-11231.732336653,-4329.513373866,-39612.045980168,-31426.46483908,-299670.012243097,-508520.362756544,-21730.80355075,-200.498364218,-37036.23976851,-12611.066535467,-10478.037138542,-67007.863931565,-14780.55289816,-85625.051420933,-22610.009393613,-106210.736100692,-121445.13327909,-138751.55082977,-426726.443989499,-74913.885741234,-29797.7748963188,-50143.800644856,-52319.9421195854,-14596.90414657,-21992.619637149,-2725.393722809,-10567.284116572,-702.29222789,-402073.71184393,-43871.645027657,-8722.19775696,-657.781746106,-14654.157943313,-10380.899667545,-50028.596869521,-52397.676863865,-51473.810253889,-56395.95718497,-9996.032565666,-7769.414464075,-203499.883153459,-187704.612874986,-85888.810646119,-68091.786874495,-10887.835563381,-15807.204154552,-30025.9404579466,-54806.191117935,-4819.964178193,-26354.962539234,-58211.243958803,-347040.598644041,-965572.491132061,-85845.87190494,-479082.607932015,-8507.897976064,-62622.754065338,-16629.3302597149,-205895.844290612,-104373.65875508,-3949.3627493078,-8746.9210274671,-45.6467216,-66426.252533339,-22967.65286109,-4851.341681689,-370902.58224194,-36160.13522101,-23581.3573560638,-26953.9302512151,-37510.2576293073,-87745.147541371,-5489.45238934,-44021.458597726,-15840.569266022,-53276.67131888,-1976791.0954597,-1879768.53972058,-20716.266238477,-805.953617454,-70127.879679562,-56645.155140815,-35228.9697034632,-86439.7719830575,-51001.098360127,-31844.866320123,-19195.046487864,-4184.86378143,-90874.42104519,-59678.80247966,-60539.95033281,-8696.3131948323,-24731.88526416,-40897.020225159,-75271.1201394532,-181374.853708585,-93732.002854373,-10078.959100324,-48473.159153444,-14587.177686888,-66277.3334064283,-422643.206613242,-1626.907805936,-8229.663411736,-9876.511821018,-192221.398681848,-6350.662481975,-66996.985422204,-23209.9119400346,-7535.338788986,-14812.946356923,-5210.1701573321,-63190.630120964,-52147.619799282,-18835.163995402,-7021.200802321,-17457.982863646,-99701.049519861,-9354.382253581,-10361.089433244,-78935.145963106,-21766.918365953,-225.32641333,-57259.70178473,-515761.976756588,-2655.309028908,-28417.67190489,-187662.030597861,-17696.188375079,-18918.3528296681,-174691.973459213,-55676.52475235,-54531.917314128,-2879.496078889,-19975.065085287,-1008.8994662,-13360.13997486,-11947.935996937,-603694.963805824,-15145.138177117,-7708.7064196096
rs,-13768.839076966,-36817.747968749,-38413.0015191902,-40533.221633661,-10233.051028906,-34473.05438768,-105604.663095324,-14168.009435462,-2931.471785366,-92852.027673262,-7839.984479446,-50585.573680222,-48652.323104034,-101792.696623837,-38986.1171819793,-21166.2226348414,-88575.602580694,-51.23326544,-12053.705384085,-35156.449724547,-22577.491572672,-26915.295156533,-53176.27769994,-10386.487024091,-45660.555906813,-54429.231384832,-40010.819662311,-24797.439265986,-34042.137655023,-763.83619346,-15166.7845637,-82348.755867601,-109872.132982929,-28574.456274961,-71957.995210217,-1442.34588644,-51932.487078055,-69596.9749501578,-15809.327575913,-76229.262987161,-204150.915490251,-23754.7986014676,-15704.8917017405,-45669.790591839,-803.31517194,-65070.997535171,-50352.999980227,-37062.421723362,-21839.545728551,-112025.605207058,-13873.980017012,-72646.053928752,-24483.403627071,-10883.61780241,-63639.6165603786,-8588.488031878,-6336.03106604,-4864.100387923,-20309.283220578,-40852.685818507,-116898.381072416,-2548.43529842,-178146.334873383,-13425.014937472,-18337.897926454,-75107.7571653514,-9542.5534876576,-11785.129028867,-16973.664481908,-8103.105813824,-46460.361405829,-7089.64392768,-27427.451106217,-11714.893852526,-13589.673038655,-136384.321078274,-83870.031082881,-20811.048214128,-7299.10901429,-65983.08322339,-6110.674659009,-8966.113569305,-25363.582698715,-17306.509638404,-5083.778219127,-117743.015806992,-21181.740148215,-34790.402567916,-114526.143697606,-13365.01965532,-42401.9372282,-113.272275,-4023.54790767,-53289.084375318,-53226.77209343,-10956.315374052,-30010.166795759,-13269.972198979,-7372.37099264,-70327.069773598,-22242.034099366,-67026.232822938,-12326.932723208,-63574.5041576344,-58516.7456244135,-99932.379250182,-29884.277741045,-59777.302860545,-56447.53538385,-6343.798927388,-30141.77525574,-80954.075368837,-75601.15575598,-10821.789845419,-18450.8613427457,-11039.101537323,-51886.516319938,-101570.122701892,-2589.096712268,-15979.166552796,-30783.272689401,-17917.26190331,-50537.3444513239,-87049.139152133,-47602.415847405,-7990.966957301,-18515.509927018,-51141.649143532,-19775.7417915,-27626.966850737,-39974.627364599,-59225.878365408,-39313.909630242,-49200.024808186,-11262.360128972,-73791.546835798,-18254.383741043,-65920.499663831,-9240.7387406965,-13150.04292017,-6865.7234128158,-179642.592799735,-54863.633055259,-2193.151330425,-69658.41754203,-22548.764736054,-5894.623280714,-5175.36841891,-111558.516785614,-57281.759966458,-32407.219448453,-5426.142023083,-23220.016552677,-51921.938139,-46356.332564949,-84374.436628645,-54151.471655352,-180125.585086567,-9650.459638057,-91750.618864689,-65473.971469415,-7300.017890254,-17913.189980315,-3881.6489713,-3777.297674379,-534.92089677,-10199.513878556,-72972.030781929,-43034.531183708,-18535.014670337,-44926.917746614,-47786.807199793,-280117.586483762,-58400.880066311,-43803.881368102,-9609.32302609,-16033.747369749,-44774.342793445,-101438.450549489,-15697.140713333
