routeid,region,variable,long,lat,height,varep
3,ATO,long18,-13.4022948678576,33.505720665892,8254.2394844765,-2243.84053951325
4,AS,long18,100.474062872952,39.3615606398545,2183.49486087201,4110.51929533252
5,ATO,long18,5.29228249008157,33.5704663029771,7214.1771608674,-1598.13161057762
6,NAF,long18,47.6114266513146,35.8588485539121,5677.50219458522,2278.85939491445
7,EU,long18,62.6362736386592,47.8703054508243,5626.32077587957,2228.49119492155
8,NA,long18,32.8805173542137,43.5579474670235,7481.23131251398,-168.567136183133
9,AS,long18,-65.0545777171493,39.8359696998407,9177.52023301722,-44.8765188272915
10,NAF,long18,20.1849807111231,27.5465622166452,5244.52331445024,94.5143626365948
11,MS,long18,65.058588277371,34.6855482359736,4126.63748607523,5482.12103033214
12,NA,long18,-2.40890015055794,42.0004689551243,8433.94366304148,-755.529049675467
13,IO,long18,78.5424987326607,21.7641126146904,2895.5837745852,7792.84068775747
14,AS,long18,84.8181977506458,41.5058078776014,2370.31754811163,4540.38519057935
15,ATO,long18,31.2441825722506,35.7367271889189,7083.62097455692,-171.926485781676
16,NA,long18,-41.1415883824293,38.8640982465316,8520.97546781131,-1941.49441493326
17,ATO,long18,58.8304107500312,45.1129051198096,6589.11334357512,1682.12904170171
18,AS,long18,89.7887786855695,25.7154307347869,3058.84014865881,5294.45214932834
19,AS,long18,46.7164952120649,25.1616633555154,4297.00303211717,-137.400928501961
20,BS,long18,84.7668983759327,42.5392748672193,3726.84838739836,6180.12582687981
1,AS,long19,105.567752373719,28.9254325964591,3035.84342835327,-810.830607471431
2,CS,long19,70.7390252511675,33.9622558828364,2622.54512298054,42.3046311448254
3,ATO,long19,-9.09909998893482,33.2386721413386,8212.39801478358,-1586.97334318181
4,AS,long19,100.624413736525,38.9217875968897,2119.67609609071,683.368458349472
5,ATO,long19,9.51222666973628,33.775338931075,7226.29336003834,-1293.81491454057
6,NAF,long19,50.5029169089852,36.0671916022451,5594.57321143718,-61.0316269981577
7,EU,long19,64.9995621067553,47.2284589868562,5428.31338181505,714.818682168995
8,NA,long19,38.5984020903474,43.3837276916121,7387.66617075292,-538.237432854187
9,AS,long19,-55.1735796576274,40.2768021493791,9224.5537354437,-25.9730935038036
10,NAF,long19,22.4150513191445,28.0616984446031,5255.68360050498,-537.309620772282
11,MS,long19,67.0320603100341,34.7158595567571,3972.75695540867,1350.85366708471
12,NA,long19,3.91904124906928,41.1448632750087,8372.24313927399,-341.780550350422
13,IO,long19,79.174502472605,21.9530206213457,2870.48648914119,-1108.22564574326
14,AS,long19,85.2833435996493,41.2099180728396,2296.72959000654,458.500531459553
15,ATO,long19,35.2353886814579,35.9329902679575,6959.52853866449,-547.14459872152
16,NA,long19,-33.5803714917564,39.3361672023082,8609.00430340037,-1585.36484578395
17,ATO,long19,63.1185142285592,44.7386460843703,6365.38761668203,585.331819857237
18,AS,long19,89.8021432879968,25.8447477369996,3035.74685255801,-2114.47666062134
19,AS,long19,47.6562577228626,25.7001692268232,4295.57883275806,-1411.50864415799
20,BS,long19,86.3196935430712,42.0844297233932,3534.71069420255,220.508379321974
1,AS,long20,104.866443581674,29.0286399585675,3026.01370604087,-2914.92952509439
2,CS,long20,71.401979891739,33.9196191074875,2568.86760775504,-1479.62717343708
3,ATO,long20,-4.5853111154133,32.9671268811976,8157.88913036183,-1683.79483660757
4,AS,long20,100.723466699454,38.5254149030284,2087.882499624,663.361611658217
5,ATO,long20,13.9548907752066,33.9943646575129,7225.60280426877,-1584.28206391835
6,NAF,long20,53.3046244989666,36.1997769881184,5499.10656562132,-387.881904917094
7,EU,long20,67.3239844771383,46.522500887854,5218.31556340008,-4.91541146467876
8,NA,long20,44.0436661895325,43.1125944264539,7282.53995609776,-720.665719560906
9,AS,long20,-45.1545629155149,40.578175654615,9268.56556722065,-46.1897839140242
10,NAF,long20,24.8325671019618,28.6048139971804,5250.56960895564,-1058.04751277823
11,MS,long20,68.8987642923074,34.7187466860301,3833.01915581614,-942.864775133301
12,NA,long20,10.0459198696197,40.4274192697172,8299.65509160261,-378.861447354326
13,IO,long20,79.7299730523286,22.1731360531596,2867.13846960674,-2994.40658237107
14,AS,long20,85.727252701927,40.9263981691862,2267.1714708825,30.4649748512631
15,ATO,long20,39.222461187064,36.1296871216532,6828.11951446393,-712.500074172342
16,NA,long20,-26.1685133598213,39.5138168289141,8653.1563148336,-1666.07199298867
17,ATO,long20,66.9831937675022,44.248057501518,6124.88518291798,-283.70174983381
18,AS,long20,89.7618110783044,26.0032927188567,3045.26973006595,-4785.79271278928
19,AS,long20,48.7357771329666,26.2514346949525,4285.47932067872,-1149.80752057503
20,BS,long20,87.7135879773261,41.6400003095969,3406.43708252885,144.168896979265
1,AS,long21,104.20518973102,29.1341437853143,3019.74396828663,732.892098036104
2,CS,long21,72.0339463338206,33.914744121166,2529.83480693103,5399.81225600319
3,ATO,long21,0.147443214014095,32.7395588423773,8105.13622838448,-1442.46339492056
4,AS,long21,100.885157244079,38.171001855218,2076.90073391525,2740.93822795562
5,ATO,long21,18.5632440826457,34.2445758785394,7207.80712650602,-1736.10650591208
6,NAF,long21,55.9958677360489,36.2953978658798,5377.72713166809,433.613809320687
7,EU,long21,69.4702882456162,45.8166284181888,4986.46929677535,2273.39369745295
8,NA,long21,48.8403560802512,42.7783939287717,7145.56582638646,-492.369309268044
9,AS,long21,-35.2052475509579,40.6473728948545,9277.29236590572,-11.5724931454548
10,NAF,long21,27.4452113568487,29.1921194777674,5245.86059497653,-1368.05433398211
11,MS,long21,70.6784001567805,34.721616439731,3680.4205291435,3537.48016357864
12,NA,long21,15.9520043649983,39.8849924198635,8226.54197763065,-337.85258865945
13,IO,long21,80.2334109369647,22.4370096736328,2870.2642506625,2702.14258226555
14,AS,long21,86.2062946839394,40.6776081187932,2267.44104936194,1127.40466073881
15,ATO,long21,43.1623266270657,36.3320623358056,6714.99348802595,-467.231890615113
16,NA,long21,-19.0420872225435,39.4371013944537,8670.45555289898,-1374.71369865183
17,ATO,long21,70.3290918982201,43.6608747480335,5819.28656657291,1645.81189599131
18,AS,long21,89.7183428313177,26.1946633402496,3038.05975337802,1914.81975802944
19,AS,long21,49.952082125584,26.8509884764525,4274.86016420998,-2152.66471350466
20,BS,long21,89.0053687189182,41.2432890178824,3270.08385746167,4808.29598690193
1,AS,long22,103.579643580108,29.2150672733161,2982.24442938894,4073.88263843826
2,CS,long22,72.6959649720791,33.9339891969068,2492.57445081528,10316.5266145444
3,ATO,long22,5.09707134484845,32.6255044946227,8058.20147600556,-1313.38075679279
4,AS,long22,101.063996548876,37.8112200499908,2032.31448937975,5247.97381190731
5,ATO,long22,23.301544740959,34.5534986536756,7180.5894596848,-1156.42824602069
6,NAF,long22,58.600403425879,36.3782495609224,5231.34559694331,4158.98843207398
7,EU,long22,71.4562338893249,45.118588001927,4731.79068244698,5116.75392297792
8,NA,long22,53.1891618670043,42.4157857611269,6953.47671399219,339.853316998019
9,AS,long22,-25.6011257334354,40.5944967650625,9287.00900211782,-52.30399479935
10,NAF,long22,30.2714444054636,29.8659676372319,5261.17551141637,305.009494593794
11,MS,long22,72.4044981937905,34.7157396184326,3516.23541624222,8306.8317722894
12,NA,long22,21.7228673105531,39.5114605511017,8147.68225099998,-234.221324947525
13,IO,long22,80.7333485330232,22.7439379951561,2845.14940837219,5916.69037101372
14,AS,long22,86.7106054570859,40.3906746357917,2225.59904025415,4196.8288746762
15,ATO,long22,47.0611642285029,36.5451480928935,6602.01127754694,1532.19309228183
16,NA,long22,-12.2258950706518,39.2265111278671,8683.94511481505,-1672.60438840162
17,ATO,long22,73.2854903242174,42.9787524480507,5452.33492082841,3821.74902624123
18,AS,long22,89.7350027101564,26.3884881635848,2977.65963834847,6328.03961540399
19,AS,long22,51.329885355948,27.5074336535073,4293.75266302213,-2086.5707022936
20,BS,long22,90.226673472434,40.8328745813797,3095.4197037918,5508.22161942158
1,AS,long23,102.949581568193,29.2864345746323,2931.66869051524,-276.4670482085
2,CS,long23,73.3825437250515,33.9260228670065,2450.62479861441,-1253.1367792194
3,ATO,long23,10.2690643848717,32.6361636693515,8003.64311749465,-1062.4448249965
4,AS,long23,101.148089555773,37.4510676328503,1962.7038009525,714.838633387819
5,ATO,long23,28.1243925300286,34.8752717276001,7131.00562578358,-1325.48383450724
6,NAF,long23,61.1435403658822,36.3918583449391,5079.16558588637,642.790541943064
7,EU,long23,73.2753714813832,44.385900953117,4496.83523818049,1352.2614703445
8,NA,long23,57.2856172787352,41.9840322471092,6718.64758916524,285.096106691971
9,AS,long23,-16.4334759424085,40.5853261478177,9292.99921466979,-32.6952451866952
10,NAF,long23,33.329834535117,30.5953489782067,5306.21183920477,-971.945128727371
11,MS,long23,74.0428079610231,34.6362013549197,3379.5310996308,165.227002718193
12,NA,long23,27.4553210672903,39.2019985928583,8044.11969906183,-138.44603112751
13,IO,long23,81.2176133604358,23.0913999995027,2816.19634829322,-3101.81185358335
14,AS,long23,87.1547665895898,40.044782625671,2144.41549421865,121.275329490633
15,ATO,long23,50.8895522522667,36.6912236047256,6469.05501800105,152.937955967928
16,NA,long23,-5.6553025068241,38.9746121053264,8688.00312657587,-1118.16180184431
17,ATO,long23,75.8958920572958,42.1502746093982,5071.19582819813,1289.11061290797
18,AS,long23,89.77139853248,26.5732522975296,2923.95188941661,-1903.68279816282
19,AS,long23,52.888581776354,28.1743212810679,4330.95151352129,-3999.41422934553
20,BS,long23,91.3055871490814,40.3543631476225,2947.79901168708,882.790244902413
1,AS,long24,102.358228344081,29.3686444426086,2891.07310362835,-2598.58848815226
2,CS,long24,74.0460175740498,33.9022898476556,2412.01908444527,-2234.75841042686
3,ATO,long24,15.6161202689444,32.7379996297294,7932.40359699042,-968.330674317994
4,AS,long24,101.159630126342,37.1394612677912,1929.37218988912,981.761172254186
5,ATO,long24,32.950725879876,35.1651106714969,7052.81763114137,-1649.46730790248
6,NAF,long24,63.6007590737588,36.3037372216218,4912.03991605526,-166.541027084324
7,EU,long24,74.8790193977797,43.6301807787513,4286.80662453445,461.725833092224
8,NA,long24,61.1152664569224,41.446782249119,6441.38088385917,-216.696698471518
9,AS,long24,-7.59370906157867,40.6154168696251,9267.80710826476,-39.5075620021065
10,NAF,long24,36.5973540539225,31.3283680425421,5357.7311294237,-1403.94620920053
11,MS,long24,75.520386968072,34.4984228681427,3271.60048935818,-240.234112427299
12,NA,long24,33.0949806131113,38.871041763216,7912.83975758423,-258.567069867151
13,IO,long24,81.6532432949385,23.4930067025797,2813.01282031571,-4402.1041309245
14,AS,long24,87.5439491949823,39.7167039289908,2093.16418848112,-220.926549418831
15,ATO,long24,54.5779208305011,36.7052467710256,6301.69420523715,-411.37187006024
16,NA,long24,0.807962344904922,38.6757647747847,8654.99707858736,-753.79944690816
17,ATO,long24,78.0392091621285,41.2043357132977,4708.54913575131,506.546608700286
18,AS,long24,89.7768266238454,26.7785215110587,2911.99107348698,-5304.48755534708
19,AS,long24,54.6121973708749,28.8184337968498,4343.44416706581,-2417.29589939686
20,BS,long24,92.1921348287123,39.8667114214542,2849.99642509587,804.243095820039
1,AS,long25,101.843359857104,29.4403015125112,2840.48114136576,1498.50250914447
2,CS,long25,74.7094291596799,33.9093930112406,2375.88698463979,5433.45631735116
3,ATO,long25,21.0690643984184,32.9570272360629,7864.11216195414,-671.785207295387
4,AS,long25,101.164812833037,36.8672995007164,1938.61168284266,2610.06100221651
5,ATO,long25,37.7265852085339,35.4568169873435,6971.76746005704,-1682.27940937782
6,NAF,long25,65.932978655174,36.1751095471105,4703.97758854715,3323.79566489076
7,EU,long25,76.312812349699,42.9092838419095,4056.46559543744,3941.82335825574
8,NA,long25,64.5879462324707,40.8425549688259,6098.69034381515,1038.47288190987
9,AS,long25,0.950545529632774,40.4944201836443,9222.94025554863,-9.48502213600806
10,NAF,long25,40.0246287255606,32.0801966802597,5408.96058925745,-2420.19888140431
11,MS,long25,76.8489957838632,34.3852466739181,3145.56118351925,5726.62231829144
12,NA,long25,38.5628634303864,38.5562727813019,7755.58913962295,-116.463959654019
13,IO,long25,82.0811475309634,23.9482695390003,2807.38387376673,-1050.54212092811
14,AS,long25,87.9677455318282,39.424457142675,2090.21497543329,1667.62930236749
15,ATO,long25,58.0895102530232,36.6268067243542,6083.98288161876,923.999929549688
16,NA,long25,7.29721699613749,38.2946160799133,8596.27813711976,-348.397156614281
17,ATO,long25,79.7306044730148,40.2865466277128,4334.46907191874,4245.22982940663
18,AS,long25,89.7937747227982,27.013065367274,2876.67597362533,1700.02938787275
19,AS,long25,56.4793070700444,29.4489765977475,4332.17170981707,-2409.31433615662
20,BS,long25,92.8820029163329,39.4067108495739,2753.11517118184,4469.46102247164
1,AS,long26,101.318428233245,29.4869388765656,2755.8593309545,4786.5579815859
2,CS,long26,75.4251120204201,33.9289514569955,2331.84735878903,9493.13131022633
3,ATO,long26,26.6219960474969,33.3228464462522,7794.75634451882,-150.803725460636
4,AS,long26,101.110741041617,36.5843971028326,1913.86332760273,5318.89810149289
5,ATO,long26,42.4704368465218,35.7702865962561,6890.55129245398,-433.183790063926
6,NAF,long26,68.1468992801158,36.0516550066232,4472.52138240023,7472.30057208112
7,EU,long26,77.651651612827,42.2192895520895,3798.536551335,6713.48928036155
8,NA,long26,67.6677798691298,40.2184927502579,5709.81254316851,2423.09350514504
9,AS,long26,9.11205977923069,40.0756388509481,9173.87436897175,-18.0468369649387
10,NAF,long26,43.6084666389383,32.8525655404074,5479.53360981275,-1056.29482068705
11,MS,long26,78.0775091229526,34.3081249661366,2980.27129089151,9842.91285425449
12,NA,long26,43.8644888054748,38.3107963831987,7569.05035603769,164.566540130801
13,IO,long26,82.5541886354568,24.4259997018631,2759.70106875379,5790.3255975709
14,AS,long26,88.4162496879803,39.0913424601443,2052.51788714018,4683.69692365106
15,ATO,long26,61.4223867495848,36.4929048418881,5837.86388342532,4254.59142861397
16,NA,long26,13.9329653402612,37.8575001407681,8534.61268155774,-243.385704077091
17,ATO,long26,81.1051900639603,39.4952094009518,3951.65009862389,6740.83538325812
18,AS,long26,89.8663358714972,27.2520913531217,2777.67096730906,5965.30050400078
19,AS,long26,58.4912614302798,30.0655050903329,4325.46833608579,-2038.70217068406
20,BS,long26,93.3568706663073,38.9366468983751,2608.66965711878,6176.77639075634
1,AS,long27,100.713803884901,29.5457052744765,2667.53316064931,455.822795891896
2,CS,long27,76.1623927888988,33.9123326539453,2287.95791946969,-3346.01114032704
3,ATO,long27,32.2946479522799,33.7723245680242,7695.634535109,-34.114907157867
4,AS,long27,100.928482204206,36.3032965829529,1835.36658164694,600.820099296281
5,ATO,long27,47.1953498783297,36.0290069198662,6799.8707852355,-622.937883870295
6,NAF,long27,70.2511708717506,35.9005875212748,4255.48140259075,1117.79295515676
7,EU,long27,78.9081681026114,41.509923045183,3554.46402926691,1174.3199102526
8,NA,long27,70.4373151413434,39.5599546506921,5323.80296747129,842.674672224507
9,AS,long27,16.8068719172476,39.3195467019681,9095.75566371529,-12.1869992857661
10,NAF,long27,47.3702977976125,33.5540269262719,5555.12779249087,-2751.12476489737
11,MS,long27,79.1992861156562,34.2283312495485,2828.11876029416,-31.6746808038791
12,NA,long27,49.0013145465626,38.0791274754769,7340.66893642787,187.335507860872
13,IO,long27,83.0490109867415,24.9079982535979,2701.40055174761,-4126.52838194286
14,AS,long27,88.7937011185986,38.704353734464,1962.18774502929,-214.847904103515
15,ATO,long27,64.5606173078446,36.2677591110634,5586.78870958196,1347.89552159019
16,NA,long27,20.7291447596535,37.3636484706765,8443.30667392416,-144.887609475303
17,ATO,long27,82.2867695861242,38.8074359279644,3627.60601028321,1514.41258824207
18,AS,long27,89.9539130867106,27.4886393164963,2683.591920966,-2357.37075017535
19,AS,long27,60.6502856364429,30.6286005606973,4323.37801746423,-5053.11801882627
20,BS,long27,93.600152167106,38.4687835982803,2461.36025768473,259.375385854386
1,AS,long28,100.10047864293,29.6425373353621,2601.99155403188,-2994.14295516123
2,CS,long28,76.8675898827373,33.881358666887,2251.15535622477,-2692.32728982162
3,ATO,long28,38.0565452096345,34.2148286184108,7570.09302274172,-182.111951124108
4,AS,long28,100.6828453594,36.0638086372825,1780.25388753199,788.891611419976
5,ATO,long28,51.8428926171296,36.1530797196511,6671.24450464195,-583.841950201288
6,NAF,long28,72.2317604153405,35.7097580110627,4053.45926514746,103.454370350747
7,EU,long28,80.0582896630679,40.7918858528622,3334.21123363776,939.23090583974
8,NA,long28,72.9260397540464,38.8625148906321,4968.20877744942,591.353052460378
9,AS,long28,24.0614172384235,38.283538429312,8952.9697384746,-4.83433830687742
10,NAF,long28,51.260274791452,34.0966009970325,5587.36945411854,-2542.97000687624
11,MS,long28,80.2194578078194,34.1600173411761,2715.22197496449,-478.944750684843
12,NA,long28,53.9155900474479,37.7741540917855,7062.57644722571,167.049120736058
13,IO,long28,83.5275946328472,25.4002183912237,2670.2064980483,-6346.82676007304
14,AS,long28,89.1198832277046,38.3498793165948,1897.75165314856,70.7534605346248
15,ATO,long28,67.4653847823707,35.9433585420265,5322.16470822341,312.305191537053
16,NA,long28,27.4860458571837,36.7914084590274,8299.88296345373,-116.307559826002
17,ATO,long28,83.3583009410594,38.2026666517539,3357.36918604008,1096.72127636918
18,AS,long28,90.0212453335952,27.7375068359444,2629.52973808068,-5863.12214387538
19,AS,long28,62.9216830856047,31.1201876078717,4276.49295381037,-3667.6260980124
20,BS,long28,93.696704826491,38.077226542992,2365.03236115962,1312.80647919458
1,AS,long29,99.5746311083682,29.7434391591736,2527.31921010283,1779.16661189951
2,CS,long29,77.5792407134745,33.8820047979374,2211.70494084145,6529.10375720587
3,ATO,long29,43.8469166508802,34.6102550480441,7448.33683561041,-3.70251918367304
4,AS,long29,100.457088688674,35.8365167033344,1767.25148610003,1896.39534761891
5,ATO,long29,56.3548355525795,36.1539470239929,6488.29080250443,169.509101166024
6,NAF,long29,74.1013704086184,35.5236786934239,3822.59712190089,5044.01428633923
7,EU,long29,81.1365008399226,40.1158783625348,3103.21628429954,5288.93715819337
8,NA,long29,75.1602371602675,38.1833590863017,4614.8530506881,2919.78037935586
9,AS,long29,30.9973236321082,37.2067175446349,8745.38220567825,2.9253479622629
10,NAF,long29,55.1941758987359,34.4834635301283,5550.45792475119,-1785.31629464894
11,MS,long29,81.1956538529576,34.1285863874476,2594.86023627501,7075.76915015889
12,NA,long29,58.5484483272535,37.3838921331979,6762.86302271339,423.919743787727
13,IO,long29,84.0233831061667,25.9010132186519,2633.59416525829,-2699.97882984663
14,AS,long29,89.495127503584,38.0377805689687,1886.51128992093,1757.20532718973
15,ATO,long29,70.1160467820047,35.5987292174224,5015.3399690407,3750.19110124617
16,NA,long29,34.0607512410956,36.2432764884195,8126.57190533522,-67.7419437481227
17,ATO,long29,84.3834788160213,37.688636539554,3088.13849635097,5607.51894353113
18,AS,long29,90.1321298407402,28.0058682485661,2552.36616945917,522.078478412022
19,AS,long29,65.2465678693449,31.5710145279927,4179.07614191779,-2229.03029654863
20,BS,long29,93.7797385865643,37.7451523619917,2302.43716786753,4455.01204027577
1,AS,long30,99.1188061965718,29.8301050577551,2414.64554143169,6328.46700219189
2,CS,long30,78.3517988118448,33.8831199749687,2156.19924493363,10600.9329442925
3,ATO,long30,49.6084284680871,34.8761995788569,7285.92237236874,682.434506606062
4,AS,long30,100.190629863664,35.575675252935,1711.71245800242,5642.53035260986
5,ATO,long30,60.7193602001953,36.0374212490726,6241.9415708216,1765.40249485657
6,NAF,long30,75.885264091031,35.3484062112635,3551.68582565471,10215.3585937502
7,EU,long30,82.1788207096877,39.4746915627758,2860.54130701593,7250.87832540824
8,NA,long30,77.1893467767719,37.557965929624,4232.24183239259,5348.10429670316
9,AS,long30,37.8469644266037,36.3786419495509,8492.18594282333,59.1269443909774
10,NAF,long30,59.124307920925,34.7247954233609,5463.97758444924,571.51099584289
11,MS,long30,82.1619809708314,34.0979673438395,2440.09919628954,11198.0255084659
12,NA,long30,62.8477111336234,36.9284488538789,6416.85467129002,1373.55910005354
13,IO,long30,84.5847934226561,26.3929271645789,2554.78963996272,3740.83969793136
14,AS,long30,89.8925573164207,37.6864650852913,1845.12672716221,5359.46289370794
15,ATO,long30,72.5323522150914,35.2913458570651,4659.3882329339,8644.66611234125
16,NA,long30,40.5911313539372,35.8222355606128,7927.13430878356,152.544757345749
17,ATO,long30,85.3743032488612,37.2256795271525,2791.39797277521,8013.68232091126
18,AS,long30,90.3399618249062,28.2763332246772,2428.57430830495,5820.8600550629
19,AS,long30,67.596221667706,31.9995007874604,4075.9681358072,5.79275806239351
20,BS,long30,93.8288063352664,37.3813755824262,2196.78308626449,6419.85217505098
1,AS,long31,98.6720273571343,29.9448712634478,2309.58100763436,-1362.44291842264
2,CS,long31,79.1461201448531,33.8368381177741,2089.48909530346,-3422.29516181036
3,ATO,long31,55.2338651636535,34.8614380878185,7033.85196108814,170.195639703294
4,AS,long31,99.8208436771752,35.3106679407803,1605.18903211783,-1231.6535171296
5,ATO,long31,64.9072267965129,35.7497707452478,5913.28471483089,459.822512281862
6,NAF,long31,77.5695008173717,35.1428415828998,3295.01676966408,858.137235471535
7,EU,long31,83.1386949147607,38.8396177601101,2636.99833162265,1020.40349194021
8,NA,long31,79.0538559968966,36.9680531532113,3869.23967165342,1187.40273043823
9,AS,long31,44.8025585503549,35.8066173469797,8162.85450603961,81.7624413448984
10,NAF,long31,62.9877934360171,34.771015304742,5344.20389108592,-1746.43336747617
11,MS,long31,83.0828492934978,34.030805315559,2292.71440865251,-176.245648081714
12,NA,long31,66.7828255495759,36.3972713655288,6011.99418807979,739.516694632422
13,IO,long31,85.1875374277219,26.875301136952,2470.31390231679,-8380.07780640404
14,AS,long31,90.2156200711154,37.2982461190774,1745.71044299467,-734.891839562016
15,ATO,long31,74.7689195761616,34.9985313479352,4322.91816953467,1918.78774991264
16,NA,long31,47.1694609186161,35.4442196124389,7673.54434327795,199.467591003635
17,ATO,long31,86.285420493492,36.7778908819462,2517.27310875341,1304.68846132989
18,AS,long31,90.584838628038,28.5359575351253,2311.26331474339,-4415.58188657138
19,AS,long31,69.9681590624466,32.3765572758726,3995.48479595267,-5015.51762076253
20,BS,long31,93.7772303341257,36.9938339277991,2053.55342132354,659.867018724374
1,AS,long32,98.2758357849283,30.0997009573183,2229.74804867583,-5123.06986623174
2,CS,long32,79.9102256461303,33.778992325192,2016.04811303198,-3221.97020677069
3,ATO,long32,60.5977994982599,34.5367985880879,6696.06825630125,89.0088749341244
4,AS,long32,99.4634766072097,35.0741203026577,1524.35096124073,-110.96806333291
5,ATO,long32,68.8658226439445,35.308854953937,5508.4006926445,351.9681798196
6,NAF,long32,79.142341745031,34.9225675314065,3064.87260405352,285.992468384524
7,EU,long32,83.9943160493231,38.2514418952025,2431.68890066198,966.382500729121
8,NA,long32,80.7905518485387,36.4337235225486,3542.39603477696,885.531235093443
9,AS,long32,51.780938032565,35.2372552498575,7790.63183916055,96.1479678662839
10,NAF,long32,66.6928596507858,34.625613409537,5147.25816049823,-1335.37075670785
11,MS,long32,83.9482713931446,33.9596525384259,2179.07082431255,-703.348665317043
12,NA,long32,70.3874801091802,35.8044646281684,5562.11166192956,452.403864522888
13,IO,long32,85.7965498445392,27.3659316128366,2402.87592999296,-10425.0950974405
14,AS,long32,90.5164392395726,36.9605767355814,1660.97753686037,-21.6446659540497
15,ATO,long32,76.8806541785585,34.7153192752009,4011.24548410387,589.215609139428
16,NA,long32,53.6739972774485,34.9645716792101,7382.23144184135,151.868795521275
17,ATO,long32,87.1182180183293,36.3825618671183,2311.37802909408,875.005511756143
18,AS,long32,90.8204125122449,28.7939047187429,2214.4507825607,-7089.95414686483
19,AS,long32,72.3472718386534,32.685920458848,3866.9137837386,-3426.10566986279
20,BS,long32,93.7347348210768,36.6562272594244,1944.94054356561,1399.22318093025
1,AS,long33,97.9973323120027,30.2483625814362,2121.12742115902,2335.15848707326
2,CS,long33,80.672044074065,33.7538434783765,1926.91198944174,6140.11617069282
3,ATO,long33,65.6473291339615,34.058635770651,6239.18304125328,1600.64508486474
4,AS,long33,99.2268728659416,34.818918802357,1489.61944796283,2276.69526041072
5,ATO,long33,72.5632571182371,34.843509467201,5005.31913490336,3336.07876780175
6,NAF,long33,80.6342151517383,34.7392942339276,2814.53594320411,8134.02010064997
7,EU,long33,84.8034244698236,37.7427501991272,2245.12900484156,6657.44833369011
8,NA,long33,82.4429595186954,36.0095207460603,3195.34733370252,5150.9018312023
9,AS,long33,58.5986009371714,34.5276744302958,7387.42938843096,214.801030557031
10,NAF,long33,70.1962116534949,34.4011079910934,4841.09152836517,1453.21953647454
11,MS,long33,84.8076708102097,33.9126648375179,2057.96235573331,8888.53229168074
12,NA,long33,73.7346536623186,35.2483431202969,5026.34204256926,2119.64159641867
13,IO,long33,86.4467271193552,27.8655811261041,2312.2955794571,-3956.14049771249
14,AS,long33,90.9020521327878,36.673111932938,1626.18698101429,2144.04667273351
15,ATO,long33,78.8931969968421,34.4816059555984,3636.86567602022,7902.48533175329
16,NA,long33,59.9972210264623,34.3726271400303,7002.90928729616,648.120941848266
17,ATO,long33,87.946949645105,36.0553143461279,2147.39053639631,6709.82511272878
18,AS,long33,91.1096191747135,29.0506034418798,2091.36649753316,1383.48787401875
19,AS,long33,74.6950779052688,32.9549583890423,3639.02531293822,238.063639491035
20,BS,long33,93.8228656226127,36.342449380129,1876.36098339157,5434.28240966262
1,AS,long34,97.7894475493365,30.3755449088344,1934.28780216348,8725.37189497244
2,CS,long34,81.4536816911765,33.7257989154622,1785.20264691174,12061.2655429226
3,ATO,long34,70.3425319553368,33.5926175167,5653.79216298814,3826.97784606258
4,AS,long34,99.022245539191,34.5010131103731,1406.47389183802,7767.40201106378
5,ATO,long34,75.9594737759537,34.4412276963989,4388.33538630981,7291.09893770416
6,NAF,long34,82.0524317161506,34.5846738880568,2507.98794504158,14158.8746338299
7,EU,long34,85.5684968269702,37.2650713163185,2035.69473868087,9721.931100653
8,NA,long34,84.0019462900269,35.6667774339559,2771.21432688784,8559.29897373407
9,AS,long34,65.1315354089576,33.6915153502619,6844.43066839135,436.267632218707
10,NAF,long34,73.4986711227681,34.1761655610357,4421.53102246479,5549.40729182408
11,MS,long34,85.6492281844171,33.857040159285,1861.51273822312,12443.5141901095
12,NA,long34,76.8422631074871,34.7895171510228,4396.294015007,4584.39690359886
13,IO,long34,87.1769847118514,28.3624448727495,2157.2338648544,2054.0715491643
14,AS,long34,91.3034758295994,36.3466175236374,1551.10784777395,8352.24662286146
15,ATO,long34,80.7863848137716,34.2902547315933,3179.3451049156,13695.8354058877
16,NA,long34,66.0553866656743,33.7348042972262,6451.21601180811,1714.53427412545
17,ATO,long34,88.7572022279385,35.7374178976221,1938.78488244,10751.1767332926
18,AS,long34,91.4839603050483,29.2894365825663,1908.33881054965,7571.94378251347
19,AS,long34,76.9576815983836,33.1838362672781,3324.22626611813,5343.64514280594
20,BS,long34,93.9440815416797,35.9768409130843,1735.90558260506,10441.7171462248
1,AS,long35,97.5921500362427,30.5175885145832,1711.58979462134,-5440.3141898201
2,CS,long35,82.1891686602556,33.6630569820875,1598.14227225247,-4623.76285985046
3,ATO,long35,74.6279159304503,33.2248699159218,4979.89210443682,1606.06719472752
4,AS,long35,98.7604938588184,34.1860216048607,1253.30446957462,-2009.31616896864
5,ATO,long35,79.0187575617389,34.097279013755,3751.94496956844,2211.38952865734
6,NAF,long35,83.3511732222109,34.4350596588144,2189.77045924545,542.755714245651
7,EU,long35,86.2192779112093,36.805602877533,1775.06550055634,1134.67227968574
8,NA,long35,85.4110125220714,35.354299676536,2334.64781951574,1144.05016994837
9,AS,long35,71.2407908378074,32.8276548459946,6169.34747284967,283.4806110375
10,NAF,long35,76.584646682342,33.9479803403678,3909.20170026076,545.751760774299
