routeid,region,variable,long,lat
15,ATO,long29,70.1160467820047,35.5987292174224
16,NA,long29,34.0607512410956,36.2432764884195
17,ATO,long29,84.3834788160213,37.688636539554
18,AS,long29,90.1321298407402,28.0058682485661
19,AS,long29,65.2465678693449,31.5710145279927
20,BS,long29,93.7797385865643,37.7451523619917
1,AS,long30,99.1188061965718,29.8301050577551
2,CS,long30,78.3517988118448,33.8831199749687
3,ATO,long30,49.6084284680871,34.8761995788569
4,AS,long30,100.190629863664,35.575675252935
5,ATO,long30,60.7193602001953,36.0374212490726
6,NAF,long30,75.885264091031,35.3484062112635
7,EU,long30,82.1788207096877,39.4746915627758
8,NA,long30,77.1893467767719,37.557965929624
9,AS,long30,37.8469644266037,36.3786419495509
10,NAF,long30,59.124307920925,34.7247954233609
11,MS,long30,82.1619809708314,34.0979673438395
12,NA,long30,62.8477111336234,36.9284488538789
13,IO,long30,84.5847934226561,26.3929271645789
14,AS,long30,89.8925573164207,37.6864650852913
15,ATO,long30,72.5323522150914,35.2913458570651
16,NA,long30,40.5911313539372,35.8222355606128
17,ATO,long30,85.3743032488612,37.2256795271525
18,AS,long30,90.3399618249062,28.2763332246772
19,AS,long30,67.596221667706,31.9995007874604
20,BS,long30,93.8288063352664,37.3813755824262
1,AS,long31,98.6720273571343,29.9448712634478
2,CS,long31,79.1461201448531,33.8368381177741
3,ATO,long31,55.2338651636535,34.8614380878185
4,AS,long31,99.8208436771752,35.3106679407803
5,ATO,long31,64.9072267965129,35.7497707452478
6,NAF,long31,77.5695008173717,35.1428415828998
7,EU,long31,83.1386949147607,38.8396177601101
8,NA,long31,79.0538559968966,36.9680531532113
9,AS,long31,44.8025585503549,35.8066173469797
10,NAF,long31,62.9877934360171,34.771015304742
11,MS,long31,83.0828492934978,34.030805315559
12,NA,long31,66.7828255495759,36.3972713655288
13,IO,long31,85.1875374277219,26.875301136952
14,AS,long31,90.2156200711154,37.2982461190774
15,ATO,long31,74.7689195761616,34.9985313479352
16,NA,long31,47.1694609186161,35.4442196124389
17,ATO,long31,86.285420493492,36.7778908819462
18,AS,long31,90.584838628038,28.5359575351253
19,AS,long31,69.9681590624466,32.3765572758726
20,BS,long31,93.7772303341257,36.9938339277991
1,AS,long32,98.2758357849283,30.0997009573183
2,CS,long32,79.9102256461303,33.778992325192
3,ATO,long32,60.5977994982599,34.5367985880879
4,AS,long32,99.4634766072097,35.0741203026577
5,ATO,long32,68.8658226439445,35.308854953937
6,NAF,long32,79.142341745031,34.9225675314065
7,EU,long32,83.9943160493231,38.2514418952025
8,NA,long32,80.7905518485387,36.4337235225486
9,AS,long32,51.780938032565,35.2372552498575
10,NAF,long32,66.6928596507858,34.625613409537
11,MS,long32,83.9482713931446,33.9596525384259
12,NA,long32,70.3874801091802,35.8044646281684
13,IO,long32,85.7965498445392,27.3659316128366
14,AS,long32,90.5164392395726,36.9605767355814
15,ATO,long32,76.8806541785585,34.7153192752009
16,NA,long32,53.6739972774485,34.9645716792101
17,ATO,long32,87.1182180183293,36.3825618671183
18,AS,long32,90.8204125122449,28.7939047187429
19,AS,long32,72.3472718386534,32.685920458848
20,BS,long32,93.7347348210768,36.6562272594244
1,AS,long33,97.9973323120027,30.2483625814362
2,CS,long33,80.672044074065,33.7538434783765
3,ATO,long33,65.6473291339615,34.058635770651
4,AS,long33,99.2268728659416,34.818918802357
5,ATO,long33,72.5632571182371,34.843509467201
6,NAF,long33,80.6342151517383,34.7392942339276
7,EU,long33,84.8034244698236,37.7427501991272
8,NA,long33,82.4429595186954,36.0095207460603
9,AS,long33,58.5986009371714,34.5276744302958
10,NAF,long33,70.1962116534949,34.4011079910934
11,MS,long33,84.8076708102097,33.9126648375179
12,NA,long33,73.7346536623186,35.2483431202969
13,IO,long33,86.4467271193552,27.8655811261041
14,AS,long33,90.9020521327878,36.673111932938
15,ATO,long33,78.8931969968421,34.4816059555984
16,NA,long33,59.9972210264623,34.3726271400303
17,ATO,long33,87.946949645105,36.0553143461279
18,AS,long33,91.1096191747135,29.0506034418798
19,AS,long33,74.6950779052688,32.9549583890423
20,BS,long33,93.8228656226127,36.342449380129
1,AS,long34,97.7894475493365,30.3755449088344
2,CS,long34,81.4536816911765,33.7257989154622
3,ATO,long34,70.3425319553368,33.5926175167
4,AS,long34,99.022245539191,34.5010131103731
5,ATO,long34,75.9594737759537,34.4412276963989
6,NAF,long34,82.0524317161506,34.5846738880568
7,EU,long34,85.5684968269702,37.2650713163185
8,NA,long34,84.0019462900269,35.6667774339559
9,AS,long34,65.1315354089576,33.6915153502619
10,NAF,long34,73.4986711227681,34.1761655610357
11,MS,long34,85.6492281844171,33.857040159285
12,NA,long34,76.8422631074871,34.7895171510228
13,IO,long34,87.1769847118514,28.3624448727495
14,AS,long34,91.3034758295994,36.3466175236374
15,ATO,long34,80.7863848137716,34.2902547315933
16,NA,long34,66.0553866656743,33.7348042972262
17,ATO,long34,88.7572022279385,35.7374178976221
18,AS,long34,91.4839603050483,29.2894365825663
19,AS,long34,76.9576815983836,33.1838362672781
20,BS,long34,93.9440815416797,35.9768409130843
1,AS,long35,97.5921500362427,30.5175885145832
2,CS,long35,82.1891686602556,33.6630569820875
3,ATO,long35,74.6279159304503,33.2248699159218
4,AS,long35,98.7604938588184,34.1860216048607
5,ATO,long35,79.0187575617389,34.097279013755
6,NAF,long35,83.3511732222109,34.4350596588144
7,EU,long35,86.2192779112093,36.805602877533
8,NA,long35,85.4110125220714,35.354299676536
9,AS,long35,71.2407908378074,32.8276548459946
10,NAF,long35,76.584646682342,33.9479803403678
11,MS,long35,86.3997870486774,33.7808241344844
12,NA,long35,79.6774690694673,34.4048473944836
13,IO,long35,87.9507215344066,28.8491744280884
14,AS,long35,91.5976159871381,35.9881769005227
15,ATO,long35,82.5011908011297,34.1068352128014
16,NA,long35,71.7171103485661,33.1376183719916
17,ATO,long35,89.4624594715839,35.4233259112866
18,AS,long35,91.8688551652246,29.5107379723143
19,AS,long35,79.0690455746119,33.3431755409278
20,BS,long35,93.9741277613436,35.6042270534441
1,AS,long36,97.4754027842679,30.6957168587054
2,CS,long36,82.8430738495317,33.6169935191296
3,ATO,long36,78.5510125697332,33.0127208300941
4,AS,long36,98.5570106170029,33.9695439888948
5,ATO,long36,81.7824104656453,33.8295522462899
6,NAF,long36,84.5377108053945,34.3331401480629
7,EU,long36,86.7901849083068,36.451483653366
8,NA,long36,86.6797872740507,35.0996818326391
9,AS,long36,76.889995570444,32.203391585844
10,NAF,long36,79.4445724008924,33.7544420582625
11,MS,long36,87.0825500111876,33.7357784566897
12,NA,long36,82.2879114071926,34.1069611908566
13,IO,long36,88.7238890462715,29.3204024988338
14,AS,long36,91.8634731785432,35.7110824249864
15,ATO,long36,84.0451941997967,33.972157715179
16,NA,long36,76.9426252060806,32.7268448536326
17,ATO,long36,90.1220520903958,35.1954448107508
18,AS,long36,92.2393608968875,29.7378470539104
19,AS,long36,81.0133604332738,33.456229010096
20,BS,long36,94.0116129328159,35.3425742263433
1,AS,long37,97.5131957237033,30.8923324931411
2,CS,long37,83.4932242034521,33.6198540320733
3,ATO,long37,82.1207508075016,32.9666818821011
4,AS,long37,98.5186419631713,33.836527339296
5,ATO,long37,84.2900523882669,33.6877533582477
6,NAF,long37,85.6850742711283,34.3064272403473
7,EU,long37,87.3868155673664,36.2058673590213
8,NA,long37,87.8708847680671,34.9292673048978
9,AS,long37,82.0810723698094,32.0349417458068
10,NAF,long37,82.0688729689171,33.6792630681078
11,MS,long37,87.7955699476304,33.7318470371208
12,NA,long37,84.7106597453934,33.9289798210362
13,IO,long37,89.5259119986629,29.7693019246921
14,AS,long37,92.2409746133825,35.512195268462
15,ATO,long37,85.4946864311689,33.9343243363574
16,NA,long37,81.7088573119995,32.5922732014914
17,ATO,long37,90.8549368314043,35.0537616611482
18,AS,long37,92.6725940017933,29.9823379768054
19,AS,long37,82.8230983718788,33.5728204854051
20,BS,long37,94.1976141361765,35.1801658085851
1,AS,long38,97.6108293295962,31.1222633976794
2,CS,long38,84.1495367504321,33.6228378535396
3,ATO,long38,85.0840136583082,33.0369109539309
4,AS,long38,98.4963636395475,33.7283404120476
5,ATO,long38,86.4143103066052,33.6666339898516
6,NAF,long38,86.7336302202775,34.3058856723872
7,EU,long38,87.9361806196947,35.9588833688051
8,NA,long38,88.9103385092429,34.8035395731015
9,AS,long38,86.4051682899027,32.2403922359545
10,NAF,long38,84.3224940068244,33.7320839712852
11,MS,long38,88.4821654532818,33.715320964171
12,NA,long38,86.7672303536725,33.8552029909504
13,IO,long38,90.3443818564233,30.2080049247034
14,AS,long38,92.6152135294778,35.2743535326778
15,ATO,long38,86.7843103429893,33.9517953498443
16,NA,long38,85.6743378595988,32.6888177949877
17,ATO,long38,91.5438123739449,34.9133297873848
18,AS,long38,93.1561594135953,30.2582399323005
19,AS,long38,84.4204713979841,33.7075377980499
20,BS,long38,94.4038553730901,35.0165127142503
